county,fips,name,area_sqmi,land_area_acres,population,housing_units,households,svi,socioeconomic_svi,household_svi,racial_svi,housing_transport_svi,median_household_income,pc_poverty,pc_age_17_and_below,pc_latino,pc_limited_english,pc_born_central_america,median_household_income_relative,pc_age_17_and_below_relative,pc_poverty_relative,pc_latino_relative,pc_limited_english_relative,pc_born_central_america_relative,pounds_13d_2018_2022,pounds_chloropicrin_2018_2022,pounds_13d_per_100_acres_2018_2022,pounds_chloropicrin_per_100_acres_2018_2022,pounds_13d_per_1000_people_2018_2022,pounds_chloropicrin_per_1000_people_2018_2022
El Dorado County,06017030402,Census Tract 304.02; El Dorado County; California,4.230769808096,2707.68960904,3516,2328,1632,0.707,0.7039,0.4815,0.0938,0.917,63500,18.9,15.2,19.4,3.5,6.2,0.6909308525107448,1.256198347107438,0.8475336322869954,0.4886649874055415,0.3932584269662921,0.5123966942148761,,,,,,
El Dorado County,06017030403,Census Tract 304.03; El Dorado County; California,1.025507761508,656.32422367,1258,1853,638,0.1128,0.1927,0.4606,0.0031,0.0717,105278,0.5,20,1.3,0,0,1.14550894945868,1.6528925619834711,0.02242152466367713,0.0327455919395466,0,0,,,,,,
El Dorado County,06017030404,Census Tract 304.04; El Dorado County; California,0.799018011696,511.37094804000003,2244,1489,933,0.3998,0.3848,0.2733,0.1147,0.6724,76604,7.1,17,12,2.6,2.1,0.8335128665469779,1.4049586776859504,0.3183856502242152,0.30226700251889166,0.29213483146067415,0.17355371900826447,,,,,,
El Dorado County,06017030502,Census Tract 305.02; El Dorado County; California,6.66149116538,4263.34951495,2530,1856,1132,0.0356,0.109,0.2389,0.0653,0.0342,120523,4.6,16.6,12.8,0.5,0.9,1.3113867580653935,1.371900826446281,0.20627802690582958,0.3224181360201511,0.056179775280898875,0.0743801652892562,,,,,,
El Dorado County,06017030504,Census Tract 305.04; El Dorado County; California,11.496892844456,7358.00308294,2763,2260,1161,0.1148,0.1533,0.2986,0.0421,0.1543,98259,4.3,17.4,12.4,1.6,6.6,1.0691366084543823,1.4380165289256197,0.1928251121076233,0.3123425692695214,0.1797752808988764,0.5454545454545454,,,,,,
El Dorado County,06017030506,Census Tract 305.06; El Dorado County; California,18.653028934586,11937.924991015001,1043,845,362,0.0284,0.2377,0.0477,0.0107,0.0517,105000,6.9,21.2,2,0.5,0,1.1424840868287907,1.7520661157024793,0.3094170403587444,0.05037783375314861,0.056179775280898875,0,,,,,,
El Dorado County,06017030507,Census Tract 305.07; El Dorado County; California,38.830527947994,24851.509726935,1649,1328,627,0.1309,0.0868,0.1659,0.0688,0.3914,128438,7.2,15.3,14.3,0,0,1.3975082966106305,1.2644628099173554,0.32286995515695066,0.3602015113350126,0,0,,,,,,
El Dorado County,06017030601,Census Tract 306.01; El Dorado County; California,63.583717902382,40693.533346805,5331,2298,2209,0.0633,0.0774,0.2314,0.0171,0.1281,109429,7.5,17.3,7.6,0.5,0.5,1.1906751536913116,1.4297520661157026,0.3363228699551569,0.1914357682619647,0.056179775280898875,0.04132231404958678,,,,,,
El Dorado County,06017030603,Census Tract 306.03; El Dorado County; California,470.72630932659,301264.49659972504,3670,2072,1456,0.2669,0.3272,0.3594,0.0327,0.3138,90076,11.5,18.5,9,0,0,0.9800990152875252,1.5289256198347108,0.5156950672645739,0.22670025188916876,0,0,,,,,,
El Dorado County,06017030604,Census Tract 306.04; El Dorado County; California,68.32870260119999,43730.320113,918,588,443,0.2795,0.4593,0.2314,0.0052,0.279,,19.8,7.1,8.2,0.6,1,,0.5867768595041322,0.8878923766816144,0.2065491183879093,0.06741573033707865,0.08264462809917356,,,,,,
El Dorado County,06017030605,Census Tract 306.05; El Dorado County; California,15.801450991874,10112.917175635,1619,778,747,0.3581,0.3795,0.6285,0.0066,0.3329,61042,13.5,19.2,9,1.4,0,0.6641858440781242,1.5867768595041323,0.6053811659192825,0.22670025188916876,0.15730337078651685,0,,,,,,
El Dorado County,06017030606,Census Tract 306.06; El Dorado County; California,53.873864960154,34479.234505335,4352,1933,1833,0.4251,0.3231,0.4975,0.0221,0.7099,87914,12.2,19.2,12.4,0,2.2,0.956574723899679,1.5867768595041323,0.5470852017937219,0.3123425692695214,0,0.18181818181818185,,,,,,
El Dorado County,06017030701,Census Tract 307.01; El Dorado County; California,5.184854877236,3318.30336139,5439,2167,2101,0.0386,0.0237,0.2338,0.0567,0.1234,156058,3.6,21.4,9.2,0,0.8,1.6980360154507372,1.768595041322314,0.16143497757847533,0.23173803526448358,0,0.06611570247933884,,,,,,
El Dorado County,06017030706,Census Tract 307.06; El Dorado County; California,2.961518942804,1895.36997571,5658,2155,2091,0.0639,0.0499,0.5086,0.0836,0.0567,144550,3.5,21,10.4,1.3,0.8,1.5728197595343016,1.7355371900826446,0.1569506726457399,0.2619647355163728,0.14606741573033707,0.06611570247933884,,,,,,
El Dorado County,06017030709,Census Tract 307.09; El Dorado County; California,5.18487109352,3318.3137398000003,5206,1846,1787,8e-4,0.0094,0.1043,0.0619,0.0048,207605,2.8,26,8.5,0.3,0.5,2.258908655677058,2.1487603305785123,0.12556053811659193,0.2141057934508816,0.033707865168539325,0.04132231404958678,,,,,,
El Dorado County,06017030710,Census Tract 307.10; El Dorado County; California,3.042875267428,1947.43796447,6091,2439,2259,0.0192,0.0642,0.1938,0.0741,0.0267,165542,3.7,22.4,8.9,1,0.4,1.8012295304934443,1.8512396694214874,0.16591928251121077,0.22418136020151133,0.11235955056179775,0.03305785123966942,,,,,,
El Dorado County,06017030711,Census Tract 307.11; El Dorado County; California,8.881351409608,5684.058461420001,6724,2741,2679,0.4549,0.2009,0.7107,0.1399,0.774,99408,9.1,23.2,9.6,0.4,0.8,1.0816386486045373,1.9173553719008265,0.4080717488789237,0.24181360201511332,0.0449438202247191,0.06611570247933884,,,,,,
El Dorado County,06017030712,Census Tract 307.12; El Dorado County; California,46.364554034686,29673.280958765,4929,1723,1580,0.0235,0.0074,0.219,0.1248,0.0883,235398,1.5,22,2.6,1.6,0.1,2.5613187530602253,1.8181818181818183,0.06726457399103139,0.0654911838790932,0.1797752808988764,0.008264462809917356,,,,,,
El Dorado County,06017030801,Census Tract 308.01; El Dorado County; California,24.135926370376,15446.97537374,4735,1687,1687,0.1988,0.1373,0.3035,0.0836,0.4121,126495,3.4,21.5,14.1,0.2,0,1.3763669006038843,1.7768595041322315,0.15246636771300448,0.3551637279596977,0.02247191011235955,0,,,,,,
El Dorado County,06017030804,Census Tract 308.04; El Dorado County; California,26.559024529772,16997.75643853,6677,2757,2603,0.2455,0.2398,0.3253,0.052,0.3927,120114,6.3,19.2,16.6,0.2,1.5,1.3069365105271749,1.5867768595041323,0.2825112107623318,0.4181360201511335,0.02247191011235955,0.12396694214876033,,,,,,
El Dorado County,06017030807,Census Tract 308.07; El Dorado County; California,1.858170701484,1189.22790141,3482,1420,1309,0.0444,0.1244,0.244,0.0639,0.0416,113964,1.4,24,11.9,0.2,0,1.2400195854414886,1.9834710743801653,0.06278026905829596,0.29974811083123426,0.02247191011235955,0,,,,,,
El Dorado County,06017030808,Census Tract 308.08; El Dorado County; California,2.240207819628,1433.73137997,6189,2386,2347,0.0939,0.1677,0.1356,0.0871,0.1682,115775,3.3,20.9,15.6,0.6,1.4,1.2597247157390783,1.7272727272727273,0.14798206278026904,0.3929471032745592,0.06741573033707865,0.11570247933884296,,,,,,
El Dorado County,06017030809,Census Tract 308.09; El Dorado County; California,0.851729042838,545.105969745,2743,1081,1033,0.1419,0.226,0.5358,0.1016,0.0564,109355,5.7,21.3,16.2,0.6,1.9,1.189869974430118,1.7603305785123968,0.2556053811659193,0.40806045340050373,0.06741573033707865,0.15702479338842976,,,,,,
El Dorado County,06017030810,Census Tract 308.10; El Dorado County; California,0.981419546332,628.1077979300001,3761,1667,1576,0.4885,0.6374,0.4834,0.1327,0.373,79609,14,17.9,19.4,0.5,2.5,0.8662096730319352,1.4793388429752066,0.6278026905829596,0.4886649874055415,0.056179775280898875,0.2066115702479339,,,,,,
El Dorado County,06017030811,Census Tract 308.11; El Dorado County; California,0.584267307092,373.93065283000004,1487,799,765,0.36870000000000003,0.4548,0.6132,0.0542,0.2512,55697,20,16.6,13.7,0,2,0.6060279636581253,1.371900826446281,0.8968609865470851,0.345088161209068,0,0.1652892561983471,,,,,,
El Dorado County,06017030812,Census Tract 308.12; El Dorado County; California,8.88965684973,5689.373937075,6469,2398,2253,0.3664,0.2382,0.6273,0.0265,0.5603,119375,4,19.8,9.8,1.5,1.1,1.2988955987160655,1.6363636363636365,0.17937219730941703,0.24685138539042822,0.16853932584269662,0.09090909090909093,,,,,,
El Dorado County,06017030901,Census Tract 309.01; El Dorado County; California,25.071128349002,16045.503961855002,3476,1320,1208,0.1055,0.1384,0.0934,0.045,0.3121,122750,6.6,14.5,9,1.1,0.5,1.335618301506991,1.1983471074380165,0.2959641255605381,0.22670025188916876,0.12359550561797754,0.04132231404958678,,,,,,
El Dorado County,06017030902,Census Tract 309.02; El Dorado County; California,19.530381250552,12499.42983698,5134,1945,1815,0.1647,0.1853,0.2532,0.0374,0.2846,114125,5.7,19.4,14.5,0,1.1,1.241771394374626,1.603305785123967,0.2556053811659193,0.36523929471032746,0,0.09090909090909093,,,,,,
El Dorado County,06017031000,Census Tract 310; El Dorado County; California,10.40536974909,6659.429093475001,6477,2880,2693,0.5706,0.6322,0.8036,0.0828,0.4161,69681,11,19.8,21.2,2.1,7.8,0.7581850824220663,1.6363636363636365,0.49327354260089684,0.5340050377833753,0.23595505617977527,0.6446280991735537,,,,,,
El Dorado County,06017031100,Census Tract 311; El Dorado County; California,14.198758964464,9087.195440360001,6235,2669,2531,0.4624,0.3667,0.4992,0.0779,0.7316,81579,11.7,17.9,19.2,1.7,6.5,0.8876448506610086,1.4793388429752066,0.5246636771300448,0.48362720403022663,0.19101123595505617,0.5371900826446281,,,,,,
El Dorado County,06017031200,Census Tract 312; El Dorado County; California,8.057301246946,5156.666954915,5299,2215,2050,0.5037,0.5316,0.4079,0.0394,0.6882,71014,13.6,15.8,12.7,0,1.3,0.7726891899243784,1.3057851239669422,0.6098654708520179,0.31989924433249367,0,0.10743801652892562,,,,,,
El Dorado County,06017031301,Census Tract 313.01; El Dorado County; California,18.014203098282,11529.076919055,3575,1716,1568,0.2855,0.3108,0.2947,0.0086,0.4548,91290,8.9,14.1,4.9,0,1.3,0.9933083074914314,1.1652892561983472,0.3991031390134529,0.12342569269521411,0,0.10743801652892562,,,,,,
El Dorado County,06017031302,Census Tract 313.02; El Dorado County; California,12.803660082782,8194.333167805,4057,2365,1990,0.5473,0.6034,0.3013,0.0153,0.7976,50441,29.6,17.6,7.9,0,1.9,0.5488384745117241,1.4545454545454548,1.3273542600896862,0.198992443324937,0,0.15702479338842976,,,,,,
El Dorado County,06017031404,Census Tract 314.04; El Dorado County; California,15.877545904544,10161.617864560001,2396,951,903,0.2116,0.1887,0.5456,0.0132,0.2327,95268,5.2,21.9,9.7,0,0.7,1.0365921331810022,1.8099173553719008,0.23318385650224216,0.24433249370277074,0,0.05785123966942148,,,,,,
El Dorado County,06017031405,Census Tract 314.05; El Dorado County; California,10.91719235182,6986.99518805,2494,1196,957,0.3247,0.296,0.6961,0.0122,0.2979,93309,8.4,18.2,9.2,0.6,1.1,1.015276644361025,1.5041322314049586,0.37668161434977576,0.23173803526448358,0.06741573033707865,0.09090909090909093,,,,,,
El Dorado County,06017031406,Census Tract 314.06; El Dorado County; California,29.923803459354,19151.212513335002,4905,2425,1924,0.2073,0.2087,0.6424,0.0019,0.1597,105894,4.6,18.6,4.4,0.1,0,1.1522115227680758,1.5371900826446283,0.20627802690582958,0.11083123425692695,0.011235955056179775,0,,,,,,
El Dorado County,06017031407,Census Tract 314.07; El Dorado County; California,24.81781416274,15883.383066350001,1927,753,688,0.1058,0.5264,0.0345,0.0247,0.0695,100174,33.4,9.5,3.8,0,0.2,1.089973342037974,0.7851239669421488,1.4977578475336322,0.09571788413098235,0,0.01652892561983471,,,,,,
El Dorado County,06017031408,Census Tract 314.08; El Dorado County; California,33.404864342174,21379.088953885002,1886,930,927,0.3838,0.4232,0.3514,0.228,0.4595,75993,10.1,11.5,27.6,0,7.3,0.826864697241717,0.9504132231404959,0.452914798206278,0.6952141057934509,0,0.6033057851239669,,,,,,
El Dorado County,06017031409,Census Tract 314.09; El Dorado County; California,246.385474288522,157686.524866655,2554,1281,1024,0.0225,0.0729,0.088,0.0057,0.0886,84331,3.2,16.7,2.8,1.1,0,0.9175888145367499,1.3801652892561984,0.14349775784753363,0.07052896725440805,0.12359550561797754,0,,,,,,
El Dorado County,06017031503,Census Tract 315.03; El Dorado County; California,38.361698189066,24551.459021215,2448,1094,1043,0.1455,0.1874,0.2235,0.0122,0.2452,102583,5.3,14.6,6.2,0.5,0.4,1.1161851912300744,1.2066115702479339,0.23766816143497757,0.1561712846347607,0.056179775280898875,0.03305785123966942,,,,,,
El Dorado County,06017031504,Census Tract 315.04; El Dorado County; California,22.849191262116,14623.465837590002,6639,2685,2625,0.4409,0.5155,0.2993,0.1614,0.5496,71291,18.2,21,27.3,0.1,1,0.7757031717534411,1.7355371900826446,0.8161434977578474,0.6876574307304786,0.011235955056179775,0.08264462809917356,,,,,,
El Dorado County,06017031505,Census Tract 315.05; El Dorado County; California,5.075180287524,3248.11170351,2992,1492,1334,0.3134,0.1581,0.5415,0.0085,0.5895,77031,6.5,17.5,8.2,0,0.5,0.8381589685000816,1.4462809917355373,0.2914798206278027,0.2065491183879093,0,0.04132231404958678,,,,,,
El Dorado County,06017031506,Census Tract 315.06; El Dorado County; California,5.126317566914,3280.839525235,2811,1294,1056,0.6787,0.4688,0.8475,0.0187,0.9241,85100,5.2,28.4,6.3,3.5,2.3,0.9259561503726674,2.3471074380165287,0.23318385650224216,0.1586901763224181,0.3932584269662921,0.19008264462809915,,,,,,
El Dorado County,06017031601,Census Tract 316.01; El Dorado County; California,0.63998143959,409.58765722500004,1783,1836,797,0.6256,0.8253,0.2418,0.3865,0.5859,56705,17.7,13.7,49.7,8.2,24.6,0.6169958108916817,1.1322314049586777,0.7937219730941704,1.251889168765743,0.9213483146067415,2.0330578512396698,,,,,,
El Dorado County,06017031602,Census Tract 316.02; El Dorado County; California,2.418410495014,1547.780962985,2248,1593,836,0.5369,0.5164,0.3278,0.4835,0.7016,70294,24.9,16.3,31.3,6,10.3,0.764855013328981,1.347107438016529,1.116591928251121,0.7884130982367757,0.6741573033707865,0.8512396694214877,,,,,,
El Dorado County,06017031700,Census Tract 317; El Dorado County; California,1.691125601694,1082.319158685,3506,1130,1087,0.0206,0.052,0.1813,0.2161,0.0253,199258,7.1,34.1,7.2,1.4,0,2.1680866111745822,2.8181818181818183,0.3183856502242152,0.181360201511335,0.15730337078651685,0,,,,,,
El Dorado County,06017031800,Census Tract 318; El Dorado County; California,3.0791140289439998,1970.6307455600002,7004,2178,2133,0.0115,0.025,0.2202,0.197,0.0177,199740,3.1,30,7.8,1.8,1.2,2.173331157173168,2.479338842975207,0.13901345291479822,0.1964735516372796,0.20224719101123595,0.09917355371900827,,,,,,
El Dorado County,06017031900,Census Tract 319; El Dorado County; California,190.606792485958,121988.20896354501,85,891,43,7e-4,0.0372,0.0254,0.0012,0.0364,134375,0,7.1,0,0,0,1.4621076111201785,0.5867768595041322,0,0,0,0,,,,,,
El Dorado County,06017032001,Census Tract 320.01; El Dorado County; California,3.956880632356,2532.40073519,810,1258,358,0.1152,0.4058,0.0595,3e-4,0.1231,74444,14.3,14.7,3.8,0,0,0.8100103367607856,1.2148760330578512,0.6412556053811659,0.09571788413098235,0,0,,,,,,
El Dorado County,06017032002,Census Tract 320.02; El Dorado County; California,67.553435654034,43234.149829035,235,1537,91,0.2269,0.1532,0.4129,0.1437,0.3614,85679,20.4,3.4,20,4.3,3.4,0.9322561340514662,0.2809917355371901,0.9147982062780268,0.5037783375314862,0.4831460674157303,0.2809917355371901,,,,,,
El Dorado County,06017990000,Census Tract 9900; El Dorado County; California,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Fresno County,06019000100,Census Tract 1; Fresno County; California,0.32565580139,208.419476725,3489,977,954,0.7811,0.903,0.096,0.5976,0.9491,18081,35.7,0.5,58.2,3.7,8.2,0.19673575975191773,0.04132231404958678,1.6008968609865473,1.4659949622166246,0.4157303370786517,0.6776859504132231,,,,,,
Fresno County,06019000200,Census Tract 2; Fresno County; California,0.767626374688,491.28032312000005,2861,793,759,0.9388,0.9212,0.9726,0.7274,0.7504,36280,39.8,33,69.6,21.2,29,0.3947554540014145,2.7272727272727275,1.7847533632286994,1.7531486146095716,2.3820224719101124,2.396694214876033,,,,,,
Fresno County,06019000300,Census Tract 3; Fresno County; California,0.728793007732,466.42699643000003,3906,1086,1036,0.9621,0.984,0.9761,0.7931,0.7056,41500,45.2,31.8,66.4,16,16.7,0.4515532343180458,2.628099173553719,2.0269058295964126,1.672544080604534,1.797752808988764,1.3801652892561984,62.31016909602467,10.035394970839379,13.359040015467027,2.1515467688726417,15.952424243733915,2.5692255429696313
Fresno County,06019000400,Census Tract 4; Fresno County; California,1.314058388494,840.9964156850001,5629,1549,1454,0.9966,0.9893,0.9485,0.7369,0.9863,44318,44.9,23.3,72.8,17.8,24,0.48221533104836517,1.9256198347107438,2.013452914798206,1.8337531486146095,2,1.9834710743801653,,,,,,
Fresno County,06019000501,Census Tract 5.01; Fresno County; California,0.260483328198,166.70914114500002,2990,947,862,0.9774,0.9981,0.9881,0.8578,0.6768,34135,32.8,30.9,70.9,18.6,28.8,0.37141613622762637,2.553719008264463,1.4708520179372195,1.7858942065491183,2.0898876404494384,2.3801652892561984,,,,,,
Fresno County,06019000502,Census Tract 5.02; Fresno County; California,0.456034338648,291.86164602,3024,1151,980,0.9997,0.9707,0.9949,0.7737,0.996,35595,40.4,32,76.5,24.6,27.3,0.38730210543496,2.644628099173554,1.811659192825112,1.9269521410579344,2.764044943820225,2.2561983471074383,,,,,,
Fresno County,06019000601,Census Tract 6.01; Fresno County; California,0.454966766618,291.178400695,4328,1974,1835,0.9962,0.986,0.926,0.7461,0.9904,27416,28,23.5,77.7,21.9,29.6,0.2983080354714107,1.9421487603305785,1.2556053811659191,1.9571788413098237,2.4606741573033704,2.4462809917355375,,,,,,
Fresno County,06019000602,Census Tract 6.02; Fresno County; California,0.496573118138,317.806435495,1431,547,480,0.9968,0.9389,0.9991,0.7054,0.9582,19286,68.1,34.9,68.4,26,26.1,0.2098471247483815,2.884297520661157,3.053811659192825,1.7229219143576826,2.9213483146067416,2.15702479338843,,,,,,
Fresno County,06019000701,Census Tract 7.01; Fresno County; California,0.4798475656,307.102094,2956,879,879,0.9979,0.9798,0.9971,0.9438,0.9196,24511,41.7,33.9,66.1,13.7,18.2,0.2666993090691475,2.8016528925619832,1.8699551569506727,1.6649874055415614,1.539325842696629,1.5041322314049586,201.26491358647985,37.24792928792164,65.53680926268117,12.128842497544689,68.08691257999995,12.600787986441693
Fresno County,06019000702,Census Tract 7.02; Fresno County; California,2.638332263704,1688.5307354600002,1569,454,388,0.795,0.8888,0.6999,0.9496,0.4611,36009,37.1,25,76.4,12.9,14.5,0.39180675697731354,2.066115702479339,1.663677130044843,1.9244332493702772,1.449438202247191,1.1983471074380165,11.209355633708494,17.130194763308364,0.6638526263281059,1.0145029879270542,7.1442674529690855,10.917906158896344
Fresno County,06019000901,Census Tract 9.01; Fresno County; California,0.754674583098,482.991185895,3217,858,802,0.9869,0.9694,0.9876,0.9607,0.8434,43942,39.2,37.4,61.8,16.7,17.4,0.4781241499374354,3.090909090909091,1.757847533632287,1.556675062972292,1.8764044943820224,1.4380165289256197,2764.686003365675,451.4166371217666,572.4092041643809,93.46270704407894,859.3988198214718,140.32223721534552
Fresno County,06019000902,Census Tract 9.02; Fresno County; California,0.760814763204,486.92089671,5283,1727,1688,0.9981,0.9812,0.9834,0.9011,0.9748,13556,60.1,37.5,69.8,12.5,13.6,0.14750013601001033,3.0991735537190084,2.695067264573991,1.7581863979848864,1.4044943820224718,1.1239669421487604,2799.3088535800443,450.84406604243316,574.9001270009684,92.59082308618734,529.8710682528949,85.33864585319576
Fresno County,06019001000,Census Tract 10; Fresno County; California,1.88995770694,1209.57156185,4755,1260,1230,0.999,0.9799,0.9709,0.947,0.9888,27368,46,37.1,62.6,20.5,16.2,0.29778575703171756,3.066115702479339,2.0627802690582957,1.5768261964735515,2.303370786516854,1.3388429752066116,1040.3061815862397,1589.8012416035867,86.0061706473262,131.43507104052924,218.78153135357303,334.34305817110135
Fresno County,06019001100,Census Tract 11; Fresno County; California,1.448405282108,926.97833017,3166,870,824,0.9393,0.8749,0.9784,0.9177,0.7427,36522,42.2,35.1,77.4,21,22.7,0.3973886078015342,2.900826446280992,1.89237668161435,1.9496221662468514,2.359550561797753,1.8760330578512396,0.6003533399115023,0.9174630527878342,0.06476454954469137,0.09897351674009243,0.1896251863270696,0.2897861821818807
Fresno County,06019001201,Census Tract 12.01; Fresno County; California,2.216752123128,1418.71975122,6344,1496,1449,0.8763,0.9097,0.8455,0.8129,0.6539,52083,22.8,36.2,66.5,16.9,16.3,0.566704749469561,2.991735537190083,1.0224215246636772,1.6750629722921913,1.8988764044943818,1.347107438016529,,,,,,
Fresno County,06019001202,Census Tract 12.02; Fresno County; California,1.31349583788,840.6363837,4669,1238,1210,0.8858,0.8959,0.9894,0.9302,0.3878,47625,30.3,37.1,75.4,16.6,19.8,0.5181981393830586,3.066115702479339,1.358744394618834,1.8992443324937027,1.8651685393258428,1.6363636363636365,29.690706513823006,45.37348995445772,3.53193212779365,5.397516790166707,6.359114695614266,9.718031688682313
Fresno County,06019001301,Census Tract 13.01; Fresno County; California,0.756525169984,484.17556016000003,5281,1674,1541,0.945,0.9342,0.9973,0.8831,0.5266,32292,33.9,29.1,85.5,23.7,25.6,0.35136282030357435,2.4049586776859506,1.5201793721973094,2.153652392947103,2.6629213483146064,2.115702479338843,,,,,,
Fresno County,06019001303,Census Tract 13.03; Fresno County; California,0.248428065452,158.99378173,2477,607,590,0.8841,0.9284,0.8529,0.9907,0.5612,49274,22.3,30.2,77.5,21.9,24.8,0.5361405799466841,2.4958677685950414,1,1.9521410579345087,2.4606741573033704,2.0495867768595044,,,,,,
Fresno County,06019001304,Census Tract 13.04; Fresno County; California,0.504945353906,323.164660315,5723,1542,1515,0.9808,0.9756,0.9832,0.8513,0.8269,28961,42.5,38,66.2,17.8,14.7,0.31511887274903433,3.1404958677685952,1.905829596412556,1.6675062972292192,2,1.2148760330578512,,,,,,
Fresno County,06019001407,Census Tract 14.07; Fresno County; California,0.499010580064,319.36640936000003,4806,1768,1581,0.9802,0.9537,0.884,0.835,0.9702,27813,38,39.2,51.3,8.7,14,0.30262771339970623,3.2396694214876036,1.704035874439462,1.2921914357682618,0.9775280898876403,1.15702479338843,,,,,,
Fresno County,06019001408,Census Tract 14.08; Fresno County; California,0.470545596216,301.14884034,2360,1112,1029,0.8899,0.8681,0.6796,0.5716,0.9408,21393,18.3,14,47,6.2,9.1,0.23277297209074588,1.15702479338843,0.820627802690583,1.1838790931989924,0.6966292134831461,0.7520661157024793,,,,,,
Fresno County,06019001409,Census Tract 14.09; Fresno County; California,0.960619459388,614.79575737,2704,758,712,0.4284,0.51,0.5875,0.5348,0.1869,109615,19.1,33.2,40.3,1.6,6,1.1926989826451226,2.743801652892562,0.8565022421524664,1.0151133501259444,0.1797752808988764,0.49586776859504134,,,,,,
Fresno County,06019001411,Census Tract 14.11; Fresno County; California,0.969112931184,620.23157316,7366,2259,2186,0.6169,0.536,0.7747,0.6734,0.4996,69844,21.6,35,43.9,6.6,3.3,0.7599586529568576,2.8925619834710745,0.968609865470852,1.105793450881612,0.7415730337078651,0.2727272727272727,,,,,,
Fresno County,06019001412,Census Tract 14.12; Fresno County; California,1.853398866866,1186.173930715,3641,918,916,0.825,0.7812,0.831,0.6614,0.7569,97500,18.4,30.3,51.7,12.5,13,1.0608780806267342,2.504132231404959,0.8251121076233183,1.3022670025188916,1.4044943820224718,1.0743801652892562,14602.667904094711,,1231.073076719241,,4010.620132956526,
Fresno County,06019001413,Census Tract 14.13; Fresno County; California,4.018610234014,2571.9076354850004,7921,2142,2142,0.4221,0.3322,0.4865,0.6894,0.4119,117708,6.3,32,44.2,6.8,5.3,1.280757303737555,2.644628099173554,0.2825112107623318,1.1133501259445844,0.7640449438202247,0.4380165289256198,9857.39046190949,3689.535286815057,383.2715578858889,143.45520173080783,1244.462878665508,465.79160293082407
Fresno County,06019001415,Census Tract 14.15; Fresno County; California,1.492452956574,955.1688098850001,6032,1574,1540,0.6024,0.5947,0.3587,0.7283,0.6542,80909,7.9,26.2,61,10.7,15.2,0.8803547141069583,2.165289256198347,0.3542600896860987,1.5365239294710327,1.2022471910112358,1.256198347107438,2563.143930561181,3917.009699011446,268.34460087424515,410.0855951821798,424.9243916712834,649.3716344514997
Fresno County,06019001416,Census Tract 14.16; Fresno County; California,1.549868640586,991.9148060150001,6621,1478,1396,0.4738,0.5309,0.4983,0.9064,0.1973,98566,19.7,33.1,49.8,15,11.3,1.0724770143082532,2.7355371900826446,0.8834080717488788,1.2544080604534003,1.6853932584269662,0.9338842975206613,1844.1888160899682,2818.2988061272335,185.92209783609982,284.12710335978335,278.5362960413787,425.66059600169666
Fresno County,06019001417,Census Tract 14.17; Fresno County; California,1.474759446322,943.844976155,6380,1883,1838,0.3532,0.2491,0.2955,0.7576,0.4439,129792,9.6,24.6,38.6,6.9,12.8,1.4122409009303085,2.0330578512396698,0.43049327354260086,0.9722921914357683,0.7752808988764045,1.0578512396694215,10.421908512890779,2.0142788460997334,1.1041970637325587,0.2134120429718688,1.6335279800769247,0.31571768747644724
Fresno County,06019001418,Census Tract 14.18; Fresno County; California,0.969353858832,620.3857666800001,1907,714,696,0.495,0.5274,0.6385,0.5105,0.3032,114079,8.4,26.1,46.9,4.4,7.3,1.2412708775365866,2.15702479338843,0.37668161434977576,1.181360201511335,0.49438202247191015,0.6033057851239669,,,,,,
Fresno County,06019001500,Census Tract 15; Fresno County; California,14.73219671546,9428.59521415,1982,656,544,0.8822,0.8272,0.8425,0.8148,0.8129,56442,10.8,27.9,77.5,13,23.7,0.6141341602741962,2.3057851239669422,0.484304932735426,1.9521410579345087,1.4606741573033708,1.9586776859504131,112753.40564744065,57450.02064368289,1195.8664370088297,609.3168636348345,56888.70113392566,28985.88327128299
Fresno County,06019001600,Census Tract 16; Fresno County; California,19.774535166864,12655.688166360002,5487,1830,1719,0.9471,0.8403,0.9516,0.6801,0.9358,51813,24.7,27.2,65.2,12.3,12.8,0.5637669332462869,2.2479338842975207,1.10762331838565,1.6423173803526447,1.3820224719101124,1.0578512396694215,219283.2955542482,3283.826646230279,1732.685672021563,25.94743646543849,39964.150820894516,598.4739650501693
Fresno County,06019001700,Census Tract 17; Fresno County; California,28.336696053072,18135.46492428,6351,1929,1822,0.7793,0.6936,0.822,0.6647,0.7393,85407,14.5,30.8,62,14.3,12.9,0.9292965562265383,2.5454545454545454,0.6502242152466368,1.5617128463476069,1.6067415730337078,1.0661157024793388,268528.97148248175,39044.27653914736,1480.684242745669,215.29239367265606,42281.36852188344,6147.736819264267
Fresno County,06019001800,Census Tract 18; Fresno County; California,22.046695243604,14109.868967710001,4782,1352,1290,0.6629,0.5842,0.8627,0.637,0.491,77159,19.6,26.5,70.2,11.5,15.8,0.8395517110059301,2.190082644628099,0.8789237668161435,1.7682619647355162,1.2921348314606742,1.3057851239669422,225443.49909376242,34952.41785778941,1597.7717412520478,247.71610521527126,47144.18634332129,7309.163081930032
