cds_code,status,charter,ed_type,level,pb_prv_bie,school,district,county,street,city,state,stacked,stack_cnt,grades_offered,grades_served,co_mtrs,water_year,pounds_chloropicrin.x,intersection_acres,crops_acres,pounds_chloropicrin.y,intersection_fraction,pounds_chloropicrin_intersection
57727026095368,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Winters Middle,Winters Joint Unified,Yolo,425 Anderson Avenue,Winters,CA,No,1,6-8,6-9,48M08N01W28,2019,1351.1873088,4.116198225977163,114.79399165307169,1351.1873088,0.03585726192375174,48.44987723969083
57727025738505,Active,No,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Winters High,Winters Joint Unified,Yolo,101 Grant Avenue,Winters,CA,No,1,9-12,7-12,48M08N01W27,2019,669.636,181.92580232786835,483.7286873408768,669.636,0.37609057946912255,251.84379127338534
57727025738505,Active,No,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Winters High,Winters Joint Unified,Yolo,101 Grant Avenue,Winters,CA,No,1,9-12,7-12,48M08N01W28,2019,1351.1873088,37.5139757375571,114.79399165307169,1351.1873088,0.32679389572000556,441.55976449018215
57727105738802,Active,No,Traditional,High School,Public,Woodland Senior High,Woodland Joint Unified,Yolo,21 North West Street,Woodland,CA,No,1,9-12,9-12,57M10N01E24,2019,3917.7282816,37.04978878836449,504.13863423784505,3917.7282816,0.07349127059935849,287.91882927782535
57727106066252,Active,No,Traditional,Elementary,Public,Rhoda Maxwell Elementary,Woodland Joint Unified,Yolo,50 Ashley Avenue,Woodland,CA,No,1,K-6,K-6,57M10N01E24,2019,3917.7282816,128.88666829674625,504.13863423784505,3917.7282816,0.2556571933662586,1001.5954168454712
57105790113787,Active,No,County Community School,High School,Public,Cesar Chavez Community,Yolo County Office of Education,Yolo,255 West Beamer Street,Woodland,CA,Yes,2,7-12,9-12,57M10N01E24,2019,3917.7282816,91.51758066460332,504.13863423784505,3917.7282816,0.1815325675306739,711.1952738463831
57105796077275,Active,No,Special Education School,Elementary - High Combination,Public,Yolo County Special Education,Yolo County Office of Education,Yolo,285 West Beamer Street,Woodland,CA,Yes,2,K-12,K-12,57M10N01E24,2019,3917.7282816,91.51758066460332,504.13863423784505,3917.7282816,0.1815325675306739,711.1952738463831
47736844730081,Active,No,Continuation School,Intermediate/Middle/Junior High,Public,Cascade High,Butte Valley Unified,Siskiyou,615 West Third,Dorris,CA,Yes,3,9-12,9-10,47M48N01E31,2019,5834.464,87.59734696070151,140.88851973961738,5834.464,0.6217493598668951,3627.574257166444
47736844730081,Active,No,Continuation School,Intermediate/Middle/Junior High,Public,Cascade High,Butte Valley Unified,Siskiyou,615 West Third,Dorris,CA,Yes,3,9-12,9-10,47M47N01E06,2019,14348.36,91.94878561186393,369.1031213561289,14348.36,0.24911408300757013,3574.378544062499
47736844731253,Active,No,Traditional,High School,Public,Butte Valley High,Butte Valley Unified,Siskiyou,615 West Third Street,Dorris,CA,Yes,3,9-12,9-12,47M48N01E31,2019,5834.464,87.59734696070151,140.88851973961738,5834.464,0.6217493598668951,3627.574257166444
47736844731253,Active,No,Traditional,High School,Public,Butte Valley High,Butte Valley Unified,Siskiyou,615 West Third Street,Dorris,CA,Yes,3,9-12,9-12,47M47N01E06,2019,14348.36,91.94878561186393,369.1031213561289,14348.36,0.24911408300757013,3574.378544062499
47736846114607,Active,No,Community Day School,Elementary - Intermediate/Middle/Junior High Combination,Public,Picard Community Day Elementary,Butte Valley Unified,Siskiyou,615 West Third Street,Dorris,CA,Yes,3,K-8,1-8,47M48N01E31,2019,5834.464,87.59734696070151,140.88851973961738,5834.464,0.6217493598668951,3627.574257166444
47736846114607,Active,No,Community Day School,Elementary - Intermediate/Middle/Junior High Combination,Public,Picard Community Day Elementary,Butte Valley Unified,Siskiyou,615 West Third Street,Dorris,CA,Yes,3,K-8,1-8,47M47N01E06,2019,14348.36,91.94878561186393,369.1031213561289,14348.36,0.24911408300757013,3574.378544062499
47736846050843,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Butte Valley Elementary,Butte Valley Unified,Siskiyou,615 West Third Street,Dorris,CA,No,1,K-8,K-8,47M46N01W30,2019,13369.34,40.1830486292896,443.97511946130453,13369.34,0.09050743356529876,1210.0246518618915
47736846050843,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Butte Valley Elementary,Butte Valley Unified,Siskiyou,615 West Third Street,Dorris,CA,No,1,K-8,K-8,47M46N01W29,2019,11536.668,239.98655211713336,610.3955634619249,11536.668,0.39316562321656384,4535.821264062589
47736846050843,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Butte Valley Elementary,Butte Valley Unified,Siskiyou,615 West Third Street,Dorris,CA,No,1,K-8,K-8,47M46N01W20,2019,5293.69,432.2078300412824,432.20783004127645,5293.69,1.0000000000000138,5293.690000000072
47736846050843,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Butte Valley Elementary,Butte Valley Unified,Siskiyou,615 West Third Street,Dorris,CA,No,1,K-8,K-8,47M46N01W17,2019,12381.6,67.39968773408532,141.87720986309097,12381.6,0.4750564787616337,5881.959297435044
47736846050843,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Butte Valley Elementary,Butte Valley Unified,Siskiyou,615 West Third Street,Dorris,CA,No,1,K-8,K-8,47M46N01W19,2019,12046.456,294.87605093186716,486.1224272164277,12046.456,0.6065880412478577,7307.236149018503
52714726053466,Active,No,Traditional,Elementary,Public,Antelope Elementary,Antelope Elementary,Tehama,22630 Antelope Boulevard,Red Bluff,CA,No,1,K-5,K-5,52M27N03W15,2019,8.91,244.62135886129124,244.63458095199306,8.91,0.9999459516694231,8.909518429374561
52714726066328,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Berrendos Middle,Antelope Elementary,Tehama,401 Chestnut Avenue,Red Bluff,CA,No,1,6-8,6-8,52M27N03W15,2019,8.91,152.738070880697,244.63458095199306,8.91,0.6243519223092594,5.562975627775502
52715226053474,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Bend Elementary,Evergreen Union,Tehama,22270 Bend Ferry Road,Red Bluff,CA,No,1,K-8,K-8,52M28N03W21,2019,183.61,154.52366146671983,154.52366146671844,183.61,1.000000000000009,183.6100000000017
52715226053474,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Bend Elementary,Evergreen Union,Tehama,22270 Bend Ferry Road,Red Bluff,CA,No,1,K-8,K-8,52M28N03W29,2019,6283.732,52.13152099717644,70.74150739669639,6283.732,0.7369297448644834,4630.66901955679
52715716053581,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Vina Elementary,Los Molinos Unified,Tehama,7th and D Streets,Vina,CA,No,1,1-8,1-8,52M24N02W24,2019,17523,89.64931236437707,264.4195586029749,17523,0.33904191065905687,5941.031400478653
50710430107128,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Whitmore Charter School of Art & Technology,Ceres Unified,Stanislaus,3435 Don Pedro Road,Ceres,CA,Yes,2,K-8,K-8,50M04S10E18,2019,93.06,191.7353242713508,537.0156677684884,93.06,0.3570386038606408,33.22601247527123
50710430107136,Active,Yes,Traditional,High School,Public,Whitmore Charter High,Ceres Unified,Stanislaus,3435 Don Pedro Road,Ceres,CA,Yes,2,9-12,9-12,50M04S10E18,2019,93.06,191.7353242713508,537.0156677684884,93.06,0.3570386038606408,33.22601247527123
50710436112338,Active,No,Traditional,Elementary,Public,Samuel Vaughn Elementary,Ceres Unified,Stanislaus,3618 Helen Perry Road,Ceres,CA,No,1,K-6,K-6,50M04S10E18,2019,93.06,117.95512976367013,537.0156677684884,93.06,0.21964932653421484,20.440566327274034
50710436112338,Active,No,Traditional,Elementary,Public,Samuel Vaughn Elementary,Ceres Unified,Stanislaus,3618 Helen Perry Road,Ceres,CA,No,1,K-6,K-6,50M04S10E06,2019,662.31,68.2771033101643,412.6580347806392,662.31,0.16545686150630523,109.583733944241
50710430110734,Active,No,Traditional,Elementary,Public,La Rosa Elementary,Ceres Unified,Stanislaus,2800 Eastgate Boulevard,Ceres,CA,Yes,2,K-6,K-6,50M04S10E18,2019,93.06,349.7228869594503,537.0156677684884,93.06,0.651234047625997,60.603840472075284
50710430123679,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Cesar Chavez Junior High,Ceres Unified,Stanislaus,2701 Eastgate Boulevard,Ceres,CA,Yes,2,7-8,7-8,50M04S10E18,2019,93.06,350.4160436426175,537.0156677684884,93.06,0.6525248045345385,60.723958309984155
50710506052492,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Mountain View Middle,Chatom Union,Stanislaus,10001 Crows Landing Road,Turlock,CA,No,1,6-8,6-8,50M05S09E16,2019,49.5,375.420399557989,474.2468722732424,49.5,0.7916138650708624,39.18488632100769
50710685031521,Active,No,Traditional,High School,Public,Denair High,Denair Unified,Stanislaus,3431 Lester Road,Denair,CA,Yes,3,9-12,9-12,50M05S10E12,2019,31.68,105.42959018137127,107.17083509263301,31.68,0.9837526234655473,31.165283111388536
50710685031521,Active,No,Traditional,High School,Public,Denair High,Denair Unified,Stanislaus,3431 Lester Road,Denair,CA,Yes,3,9-12,9-12,50M05S10E01,2019,1165.23,349.43031582720386,380.446976253252,1165.23,0.9184731056834546,1070.2324169355318
50710685030267,Active,Yes,Traditional,Elementary - High Combination,Public,Denair Charter Academy,Denair Unified,Stanislaus,3460 Lester Road,Denair,CA,Yes,3,K-12,K-12,50M05S10E12,2019,31.68,105.42959018137127,107.17083509263301,31.68,0.9837526234655473,31.165283111388536
50710685030267,Active,Yes,Traditional,Elementary - High Combination,Public,Denair Charter Academy,Denair Unified,Stanislaus,3460 Lester Road,Denair,CA,Yes,3,K-12,K-12,50M05S10E01,2019,1165.23,349.43031582720386,380.446976253252,1165.23,0.9184731056834546,1070.2324169355318
50710686071575,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Denair Middle,Denair Unified,Stanislaus,3701 Lester Road,Denair,CA,Yes,3,6-8,6-8,50M05S10E12,2019,31.68,105.42959018137127,107.17083509263301,31.68,0.9837526234655473,31.165283111388536
50710686071575,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Denair Middle,Denair Unified,Stanislaus,3701 Lester Road,Denair,CA,Yes,3,6-8,6-8,50M05S10E01,2019,1165.23,349.43031582720386,380.446976253252,1165.23,0.9184731056834546,1070.2324169355318
50710686052500,Active,No,Traditional,Elementary,Public,Denair Elementary,Denair Unified,Stanislaus,3773 Madera Avenue,Denair,CA,Yes,2,K-5,K-5,50M05S10E12,2019,31.68,52.274498165222546,107.17083509263301,31.68,0.4877679465690375,15.452488547307107
50710686052500,Active,No,Traditional,Elementary,Public,Denair Elementary,Denair Unified,Stanislaus,3773 Madera Avenue,Denair,CA,Yes,2,K-5,K-5,50M05S10E01,2019,1165.23,226.62465181090246,380.446976253252,1165.23,0.5956799921049848,694.1041972004914
50710766111892,Active,No,Traditional,Elementary,Public,Alice N. Stroud Elementary,Empire Union Elementary,Stanislaus,815 Frazine Road,Modesto,CA,No,1,K-6,K-6,50M03S10E29,2019,138.6,79.75587057414013,396.0738613828316,138.6,0.20136615502897529,27.909349087015972
50710766052518,Active,No,Traditional,Elementary,Public,Empire Elementary,Empire Union Elementary,Stanislaus,5201 First St,Empire,CA,Yes,3,K-6,K-6,50M03S10E28,2019,71.379,186.35813719206854,522.6311797748905,71.379,0.35657676848200553,25.452093157477076
50710766052518,Active,No,Traditional,Elementary,Public,Empire Elementary,Empire Union Elementary,Stanislaus,5201 First St,Empire,CA,Yes,3,K-6,K-6,50M03S10E29,2019,138.6,396.07386138283357,396.0738613828316,138.6,1.000000000000005,138.6000000000007
50710760101493,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Norman N. Glick Middle,Empire Union Elementary,Stanislaus,400 Frazine Road,Modesto,CA,No,1,7-8,7-8,50M03S10E29,2019,138.6,201.43689736548583,396.0738613828316,138.6,0.5085841733211063,70.48976642230532
50710846052534,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Gratton Elementary,Gratton Elementary,Stanislaus,4500 South Gratton Road,Denair,CA,Yes,2,K-8,K-8,50M04S11E30,2019,594.99,194.31227343916132,547.6120277514511,594.99,0.3548356566181109,211.12366733120982
50710846052534,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Gratton Elementary,Gratton Elementary,Stanislaus,4500 South Gratton Road,Denair,CA,Yes,2,K-8,K-8,50M04S11E18,2019,31.6701,162.2534330852552,563.8530903439356,31.6701,0.28775834674646344,9.113335617295172
50710840120089,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Gratton Charter,Gratton Elementary,Stanislaus,4500 South Gratton Road,Denair,CA,Yes,2,K-8,K-8,50M04S11E30,2019,594.99,194.31227343916132,547.6120277514511,594.99,0.3548356566181109,211.12366733120982
50710840120089,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Gratton Charter,Gratton Elementary,Stanislaus,4500 South Gratton Road,Denair,CA,Yes,2,K-8,K-8,50M04S11E18,2019,31.6701,162.2534330852552,563.8530903439356,31.6701,0.28775834674646344,9.113335617295172
50710926052542,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Hart-Ransom Elementary,Hart-Ransom Union Elementary,Stanislaus,3930 Shoemake Avenue,Modesto,CA,No,1,K-8,K-8,50M03S08E21,2019,594,0.18663887171277913,515.7525362582929,594,3.6187678894769197e-4,0.21495481263492902
50710926052542,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Hart-Ransom Elementary,Hart-Ransom Union Elementary,Stanislaus,3930 Shoemake Avenue,Modesto,CA,No,1,K-8,K-8,50M03S08E22,2019,843.8166,476.1393532275774,547.9897062072394,843.8166,0.8688837542643738,733.1785353185994
50710926052542,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Hart-Ransom Elementary,Hart-Ransom Union Elementary,Stanislaus,3930 Shoemake Avenue,Modesto,CA,No,1,K-8,K-8,50M03S08E14,2019,1240.1532,478.92309076946765,488.16172543412813,1240.1532,0.9810746435385845,1216.682858623235
50710926052542,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Hart-Ransom Elementary,Hart-Ransom Union Elementary,Stanislaus,3930 Shoemake Avenue,Modesto,CA,No,1,K-8,K-8,50M03S08E16,2019,896.445,0.004606397747707585,568.8790720249774,896.445,8.097323269971399e-6,0.007258804958749511
50710926052542,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Hart-Ransom Elementary,Hart-Ransom Union Elementary,Stanislaus,3930 Shoemake Avenue,Modesto,CA,No,1,K-8,K-8,50M03S08E15,2019,8.316,421.2876226464597,530.2759983775771,8.316,0.7944685860484421,6.606800761578845
50755495032651,Active,No,Traditional,High School,Public,Hughson High,Hughson Unified,Stanislaus,7419 East Whitmore Avenue,Hughson,CA,Yes,2,9-12,9-12,50M04S10E22,2019,816.75,0.2458311739982365,483.2913398571531,816.75,5.086604160357954e-4,0.4154483947972359
50755495032651,Active,No,Traditional,High School,Public,Hughson High,Hughson Unified,Stanislaus,7419 East Whitmore Avenue,Hughson,CA,Yes,2,9-12,9-12,50M04S10E16,2019,1722.6,256.4650049453464,500.8054042922266,1722.6,0.5121051065888571,882.1522566099652
50755495032651,Active,No,Traditional,High School,Public,Hughson High,Hughson Unified,Stanislaus,7419 East Whitmore Avenue,Hughson,CA,Yes,2,9-12,9-12,50M04S10E09,2019,435.6,92.12411481448348,266.3356179405202,435.6,0.3458948357221122,150.6717904405521
50755490116848,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Valley Community Day,Hughson Unified,Stanislaus,7419 East Whitmore,Hughson,CA,Yes,2,8-12,9-10,50M04S10E22,2019,816.75,0.2458311739982365,483.2913398571531,816.75,5.086604160357954e-4,0.4154483947972359
50755490116848,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Valley Community Day,Hughson Unified,Stanislaus,7419 East Whitmore,Hughson,CA,Yes,2,8-12,9-10,50M04S10E16,2019,1722.6,256.4650049453464,500.8054042922266,1722.6,0.5121051065888571,882.1522566099652
50755490116848,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Valley Community Day,Hughson Unified,Stanislaus,7419 East Whitmore,Hughson,CA,Yes,2,8-12,9-10,50M04S10E09,2019,435.6,92.12411481448348,266.3356179405202,435.6,0.3458948357221122,150.6717904405521
50755496052567,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Emilie J. Ross Middle,Hughson Unified,Stanislaus,7448 Fox Road,Hughson,CA,Yes,2,6-8,6-8,50M04S10E16,2019,1722.6,92.9416400414144,500.8054042922266,1722.6,0.1855843392360473,319.6875827680151
50755496052567,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Emilie J. Ross Middle,Hughson Unified,Stanislaus,7448 Fox Road,Hughson,CA,Yes,2,6-8,6-8,50M04S10E09,2019,435.6,105.87365907044124,266.3356179405202,435.6,0.39751971549702986,173.1595880705062
50755490101030,Active,No,Traditional,Elementary,Public,Fox Road Elementary,Hughson Unified,Stanislaus,7600 Fox Road,Hughson,CA,Yes,2,4-5,4-5,50M04S10E16,2019,1722.6,92.9416400414144,500.8054042922266,1722.6,0.1855843392360473,319.6875827680151
50755490101030,Active,No,Traditional,Elementary,Public,Fox Road Elementary,Hughson Unified,Stanislaus,7600 Fox Road,Hughson,CA,Yes,2,4-5,4-5,50M04S10E09,2019,435.6,105.87365907044124,266.3356179405202,435.6,0.39751971549702986,173.1595880705062
50755496052575,Active,No,Traditional,Elementary,Public,Hughson Elementary,Hughson Unified,Stanislaus,7201 East Whitmore Avenue,Hughson,CA,No,1,K-3,K-3,50M04S10E16,2019,1722.6,368.21229352722366,500.8054042922266,1722.6,0.7352402557388675,1266.524864535773
50755496052575,Active,No,Traditional,Elementary,Public,Hughson Elementary,Hughson Unified,Stanislaus,7201 East Whitmore Avenue,Hughson,CA,No,1,K-3,K-3,50M04S10E09,2019,435.6,188.18129107359684,266.3356179405202,435.6,0.7065569844872296,307.7762224426372
50711346052591,Active,No,Traditional,Elementary,Public,Keyes Elementary,Keyes Union,Stanislaus,4400 Maud Avenue,Keyes,CA,Yes,2,K-5,K-5,50M04S10E31,2019,1184.04,378.1751798976309,406.78110920035897,1184.04,0.9296773408210599,1100.7751586257677
50711346113286,Active,Yes,Traditional,Elementary - High Combination,Public,Keyes to Learning Charter,Keyes Union,Stanislaus,5709 Ninth Street,Keyes,CA,Yes,2,K-12,K-12,50M04S10E31,2019,1184.04,378.1751798976309,406.78110920035897,1184.04,0.9296773408210599,1100.7751586257677
50711346119002,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Barbara Spratling Middle,Keyes Union,Stanislaus,5277 Washington Road,Hughson,CA,No,1,6-8,6-8,50M04S10E31,2019,1184.04,57.30003736888929,406.78110920035897,1184.04,0.14086209037958622,166.78634949304526
50711676107023,Active,No,Traditional,Elementary,Public,Alberta Martone Elementary,Modesto City Elementary,Stanislaus,1413 Poust Road,Modesto,CA,No,1,K-6,K-6,50M03S08E14,2019,1240.1532,35.728082706035444,488.16172543412813,1240.1532,0.07318902905438157,90.76560858668428
50711755030010,Active,No,Traditional,High School,Public,Fred C. Beyer High,Modesto City High,Stanislaus,1717 Sylvan Avenue,Modesto,CA,No,1,9-12,9-12,50M03S09E03,2019,142.956,268.73500053436646,390.3130625816211,142.956,0.6885114189027927,98.42683840066762
50711755030135,Active,No,Traditional,High School,Public,Peter Johansen High,Modesto City High,Stanislaus,641 Norseman Drive,Modesto,CA,No,1,9-12,9-12,50M03S10E29,2019,138.6,15.849902130620986,396.0738613828316,138.6,0.04001754136282426,5.546431232887442
50711750121129,Active,No,Traditional,High School,Public,Joseph A. Gregori High,Modesto City High,Stanislaus,3701 Pirrone Road,Modesto,CA,No,1,9-12,9-12,50M02S08E34,2019,47.52,302.27270968099083,304.8157922529424,47.52,0.9916569855086732,47.12353995137215
50711750121129,Active,No,Traditional,High School,Public,Joseph A. Gregori High,Modesto City High,Stanislaus,3701 Pirrone Road,Modesto,CA,No,1,9-12,9-12,50M02S08E27,2019,97.02,293.1470310821214,519.3941273715661,97.02,0.5644018975832754,54.75827210352938
50755645030176,Active,Yes,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Oakdale Charter,Oakdale Joint Unified,Stanislaus,1235 East D Street,Oakdale,CA,Yes,2,7-12,7-12,50M02S10E13,2019,2435.4,68.29381652323623,355.62258951101086,2435.4,0.19204015306547814,467.69458877566547
50755646052880,Active,No,Traditional,Elementary,Public,Cloverland Elementary,Oakdale Joint Unified,Stanislaus,201 East Johnson Street,Oakdale,CA,Yes,2,K-6,K-6,50M02S10E13,2019,2435.4,68.29381652323623,355.62258951101086,2435.4,0.19204015306547814,467.69458877566547
50755640107979,Active,No,Traditional,Elementary,Public,Sierra View Elementary,Oakdale Joint Unified,Stanislaus,1323 East J Street,Oakdale,CA,No,1,K-6,K-6,50M02S10E13,2019,2435.4,304.68571481864325,355.62258951101086,2435.4,0.8567670440665567,2086.5704591196923
50755646052906,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Oakdale Junior High,Oakdale Joint Unified,Stanislaus,400 Maag Avenue,Oakdale,CA,No,1,7-8,7-8,50M02S10E13,2019,2435.4,348.67722376122765,355.62258951101086,2435.4,0.9804698409082133,2387.8362505478626
50755566052971,Active,No,Traditional,Elementary,Public,California Avenue Elementary,Riverbank Unified,Stanislaus,3800 California Avenue,Riverbank,CA,No,1,K-5,K-5,50M02S10E19,2019,6.93,19.5428879412096,386.85617593103024,6.93,0.050517192582428254,0.3500841445962278
50755560112573,Active,No,Continuation School,High School,Public,Adelante High,Riverbank Unified,Stanislaus,6801 Seventh Street,Riverbank,CA,Yes,2,10-12,10-12,50M02S10E19,2019,6.93,91.22515000448094,386.85617593103024,6.93,0.2358115384481927,1.6341739614459754
50755566052989,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Cardozo Middle,Riverbank Unified,Stanislaus,3525 Santa Fe Street,Riverbank,CA,Yes,2,6-8,6-8,50M02S10E19,2019,6.93,91.22515000448094,386.85617593103024,6.93,0.2358115384481927,1.6341739614459754
50755560118810,Active,No,Traditional,Elementary,Public,Mesa Verde Elementary,Riverbank Unified,Stanislaus,4850 Mesa Drive,Oakdale,CA,No,1,K-5,K-5,50M02S10E19,2019,6.93,336.29932381404285,386.85617593103024,6.93,0.8693135711345066,6.02434304796213
50755565036850,Active,No,Traditional,High School,Public,Riverbank High,Riverbank Unified,Stanislaus,6200 Claus Road,Riverbank,CA,No,1,9-12,9-12,50M02S10E19,2019,6.93,120.792631901155,386.85617593103024,6.93,0.3122417048414661,2.16383501455136
50712666106934,Active,No,Traditional,Elementary,Public,Sisk Elementary,Salida Union Elementary,Stanislaus,5337 Sugar Creek Lane,Salida,CA,No,1,K-5,K-5,50M02S08E34,2019,47.52,304.81579225294337,304.8157922529424,47.52,1.000000000000003,47.52000000000015
50712666106934,Active,No,Traditional,Elementary,Public,Sisk Elementary,Salida Union Elementary,Stanislaus,5337 Sugar Creek Lane,Salida,CA,No,1,K-5,K-5,50M02S08E27,2019,97.02,161.67063834537078,519.3941273715661,97.02,0.3112677441378043,30.19919653624977
50712666113823,Active,No,Traditional,Elementary,Public,Dena Boer,Salida Union Elementary,Stanislaus,4801 Gold Valley Road,Salida,CA,No,1,K-5,K-5,50M02S08E34,2019,47.52,6.912035670423813,304.8157922529424,47.52,0.02267610749212122,1.0775686280256005
50712666113823,Active,No,Traditional,Elementary,Public,Dena Boer,Salida Union Elementary,Stanislaus,4801 Gold Valley Road,Salida,CA,No,1,K-5,K-5,50M03S08E11,2019,26.9775,27.14817285087026,182.40865746371358,26.9775,0.14883160277779484,4.01510456393796
50105040129023,Active,Yes,County Community School,High School,Public,Stanislaus Alternative Charter,Stanislaus County Office of Education,Stanislaus,1100 H Street,Modesto,CA,Yes,3,9-12,12,50M03S08E14,2019,1240.1532,21.64257411561178,488.16172543412813,1240.1532,0.044334844351766364,54.98199909434498
50105040129023,Active,Yes,County Community School,High School,Public,Stanislaus Alternative Charter,Stanislaus County Office of Education,Stanislaus,1100 H Street,Modesto,CA,Yes,3,9-12,12,50M03S08E11,2019,26.9775,182.40865746371279,182.40865746371358,26.9775,0.9999999999999957,26.977499999999882
50712666053037,Active,No,Traditional,Elementary,Public,Salida Elementary,Salida Union Elementary,Stanislaus,4519 Finney Road,Salida,CA,No,1,K-5,K-5,50M02S08E34,2019,47.52,56.17854057905241,304.8157922529424,47.52,0.18430324808248225,8.758090348879557
50712666053037,Active,No,Traditional,Elementary,Public,Salida Elementary,Salida Union Elementary,Stanislaus,4519 Finney Road,Salida,CA,No,1,K-5,K-5,50M03S08E05,2019,6.435,78.97932081212376,571.1472616660441,6.435,0.13828188649935927,0.8898439396233768
50712666120844,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Salida Middle School - Vella Campus,Salida Union Elementary,Stanislaus,5041 Toomes Road,Salida,CA,No,1,6-8,6-8,50M02S08E34,2019,47.52,40.64854274085254,304.8157922529424,47.52,0.13335445135703974,6.337003528486529
50712666120844,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Salida Middle School - Vella Campus,Salida Union Elementary,Stanislaus,5041 Toomes Road,Salida,CA,No,1,6-8,6-8,50M03S08E05,2019,6.435,296.81330049468875,571.1472616660441,6.435,0.5196791097778889,3.3441350714207148
50105045030069,Active,No,Juvenile Court School,Intermediate/Middle/Junior High - High Combination,Public,Stanislaus County West Campus,Stanislaus County Office of Education,Stanislaus,2215 Blue Gum Avenue,Modesto,CA,Yes,2,K-12,7-12,50M03S08E14,2019,1240.1532,208.34850482916374,488.16172543412813,1240.1532,0.4268022132293901,529.3001305035104
50105045030226,Active,No,County Community School,Intermediate/Middle/Junior High - High Combination,Public,Petersen Alternative Center for Education,Stanislaus County Office of Education,Stanislaus,2209 Blue Gum Avenue,Modesto,CA,Yes,2,6-12,6-12,50M03S08E14,2019,1240.1532,208.34850482916374,488.16172543412813,1240.1532,0.4268022132293901,529.3001305035104
50712826053060,Active,No,Traditional,Elementary,Public,Josephine Chrysler Elementary,Stanislaus Union Elementary,Stanislaus,2818 Conant Avenue,Modesto,CA,No,1,K-6,K-6,50M03S08E14,2019,1240.1532,172.5994600454549,488.16172543412813,1240.1532,0.35357024332860204,438.4812686887445
50712826053060,Active,No,Traditional,Elementary,Public,Josephine Chrysler Elementary,Stanislaus Union Elementary,Stanislaus,2818 Conant Avenue,Modesto,CA,No,1,K-6,K-6,50M03S08E11,2019,26.9775,19.76464411955652,182.40865746371358,26.9775,0.10835365159950419,2.923110636025624
50712826067250,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Prescott Junior High,Stanislaus Union Elementary,Stanislaus,2243 West Rumble Road,Modesto,CA,No,1,7-8,7-8,50M03S08E14,2019,1240.1532,28.248927894800357,488.16172543412813,1240.1532,0.05786796961535287,71.76514769598263
50712906095517,Active,No,Traditional,Elementary,Public,Stockard Coffee Elementary,Sylvan Union Elementary,Stanislaus,3900 Northview Drive,Modesto,CA,No,1,K-5,K-6,50M03S09E03,2019,142.956,365.9001250984081,390.3130625816211,142.956,0.937452932469797,134.01452141415228
50757396053136,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Turlock Junior High,Turlock Unified,Stanislaus,3951 North Walnut Road,Turlock,CA,No,1,7-8,6-8,50M04S10E34,2019,1405.8,125.88241541813056,571.3048257318131,1405.8,0.22034194312446326,309.7567036443704
