cds_code,status,charter,ed_type,level,pb_prv_bie,school,district,county,street,city,state,stacked,stack_cnt,grades_offered,grades_served,pounds_13d_intersection
10739996007371,Active,No,Traditional,Elementary,Public,Sun Empire Elementary,Kerman Unified,Fresno,2649 North Modoc Avenue,Kerman,CA,No,1,K-6,K-6,22976.53590839411
54722565430012,Active,No,Special Education School,Elementary - High Combination,Public,River Bend,Visalia Unified,Tulare,1800 North Lovers Lane,Visalia,CA,Yes,4,K-12,1-12,22935.230766275337
54722565430046,Active,No,Traditional,High School,Public,Golden West High,Visalia Unified,Tulare,1717 North McAuliff Street,Visalia,CA,Yes,4,9-12,9-12,22935.230766275337
54722566092373,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Valley Oak Middle,Visalia Unified,Tulare,2000 North Lovers Lane,Visalia,CA,Yes,4,7-8,7-8,22935.230766275337
54722566106249,Active,No,Traditional,Elementary,Public,Golden Oak Elementary,Visalia Unified,Tulare,1700 North Lovers Lane,Visalia,CA,Yes,4,K-6,K-6,22935.230766275337
10625136007405,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Washington Colony Elementary,Washington Colony Elementary,Fresno,130 East Lincoln Avenue,Fresno,CA,No,1,K-8,K-8,22748.619773261853
42691206046031,Active,No,Traditional,Elementary,Public,Miller (Isaac) Elementary,Santa Maria-Bonita,Santa Barbara,410 East Camino Colegio,Santa Maria,CA,No,1,K-6,K-6,22703.820267420797
51714640113134,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Riverbend Elementary,Yuba City Unified,Sutter,301 Stewart Road,Yuba City,CA,No,1,K-8,K-8,22530.421573818214
10622571033729,Active,No,Continuation School,High School,Public,Oasis Continuation High,Kingsburg Joint Union High,Fresno,2311 Sierra Street,Kingsburg,CA,No,1,9-12,10-12,22373.211777420714
27661420132407,Active,No,Traditional,Elementary,Public,Boronda Elementary,Salinas City Elementary,Monterey,1114 Fontes Lane,Salinas,CA,No,1,K-6,K-4,21980.98189720872
51714645130018,Active,No,Continuation School,High School,Public,Albert Powell Continuation,Yuba City Unified,Sutter,1875 Clark Avenue,Yuba City,CA,No,1,10-12,10-12,21964.73876972701
39685856042170,Active,No,Traditional,Elementary,Public,Live Oak Elementary,Lodi Unified,San Joaquin,5099 East Bear Creek Road,Lodi,CA,No,1,K-6,K-6,21949.538356487392
44104470136572,Active,Yes,Traditional,High School,Public,Santa Cruz County Career Advancement Charter,Santa Cruz County Office of Education,Santa Cruz,229 Green Valley Road,Freedom,CA,No,1,12,12,21827.95715169638
10622400113142,Active,Yes,Traditional,Elementary,Public,Ronald W. Reagan Elementary,Kingsburg Elementary Charter,Fresno,1180 Diane Avenue,Kingsburg,CA,No,1,4-6,4-6,21816.63488870131
54722560110940,Active,No,Traditional,Elementary,Public,Cottonwood Creek Elementary,Visalia Unified,Tulare,4222 South Dans Street,Visalia,CA,No,1,K-6,K-6,21697.01677150375
50711006052559,Active,Yes,Traditional,Elementary,Public,Hickman Elementary,Hickman Community Charter,Stanislaus,"13306 Fourth Street, Area A",Hickman,CA,Yes,3,K-5,K-5,20992.257119153266
50711006112627,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Hickman Charter,Hickman Community Charter,Stanislaus,13306 Fourth Street,Hickman,CA,Yes,3,K-8,K-8,20992.257119153266
50711006116388,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Hickman Middle,Hickman Community Charter,Stanislaus,13306 Fourth Street,Hickman,CA,Yes,3,6-8,6-8,20992.257119153266
39686503935756,Active,No,Traditional,High School,Public,Ripon High,Ripon Unified,San Joaquin,301 North Acacia Avenue,Ripon,CA,Yes,2,9-12,9-12,20518.056975328385
39685026070957,Active,No,Traditional,Intermediate/Middle/Junior High,Public,El Portal Middle,Escalon Unified,San Joaquin,805 First Street,Escalon,CA,No,1,6-8,6-8,20492.4999585742
52715486053532,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Gerber Elementary,Gerber Union Elementary,Tehama,23014 Chard Avenue,Gerber,CA,No,1,K-8,K-8,20428.464396574327
56725386055289,Active,No,Traditional,Elementary,Public,Elm Street Elementary,Oxnard,Ventura,450 East Elm Street,Oxnard,CA,No,1,K-5,K-5,20341.76263048578
54722310127621,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Alpine Vista,Tulare City,Tulare,2975 East Alpine Avenue,Tulare,CA,No,1,K-8,K-8,20301.896312622575
54105460135459,Active,Yes,Traditional,Elementary,Public,Blue Oak Academy,Tulare County Office of Education,Tulare,28050 Road 148,Visalia,CA,No,1,K-5,K-4,20275.60374515642
56725536120620,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,University Preparation Charter School at CSU Channel Islands,Pleasant Valley,Ventura,1099 Bedford Drive,Camarillo,CA,No,1,K-8,K-8,20111.70115135667
50710430107128,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Whitmore Charter School of Art & Technology,Ceres Unified,Stanislaus,3435 Don Pedro Road,Ceres,CA,Yes,2,K-8,K-8,19999.602370433782
50710430107136,Active,Yes,Traditional,High School,Public,Whitmore Charter High,Ceres Unified,Stanislaus,3435 Don Pedro Road,Ceres,CA,Yes,2,9-12,9-12,19999.602370433782
27660350136796,Active,No,Traditional,Elementary,Public,Arroyo Seco Academy,Greenfield Union Elementary,Monterey,1226 Apple Avenue,Greenfield,CA,No,1,K-6,K-6,19998.457220415276
56725616118061,Active,No,Traditional,Elementary,Public,Rio Rosales,Rio Elementary,Ventura,1001 Kohala Street,Oxnard,CA,No,1,K-5,K-5,19996.18302575987
42692606045744,Active,No,Traditional,Elementary,Public,Ralph Dunlap Elementary,Orcutt Union Elementary,Santa Barbara,1220 Oak Knoll Road,Santa Maria,CA,No,1,K-6,K-6,19968.835374977596
44104474430252,Active,Yes,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Pacific Collegiate Charter,Santa Cruz County Office of Education,Santa Cruz,3004 Mission Street,Santa Cruz,CA,No,1,7-12,7-12,19909.133338054977
10621581032150,Active,No,Traditional,High School,Public,Fowler High,Fowler Unified,Fresno,701 East Main Street,Fowler,CA,No,1,9-12,9-12,19847.783211386806
39686506042477,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Ripon Elementary,Ripon Unified,San Joaquin,509 West Main Street,Ripon,CA,Yes,2,K-8,K-8,19824.06292884144
10621581031954,Active,No,Continuation School,High School,Public,Fowler Academy Continuation,Fowler Unified,Fresno,975 E. Adams Avenue,Fowler,CA,No,1,7-12,11-12,19743.60156253862
10622571033695,Active,No,Traditional,High School,Public,Kingsburg High,Kingsburg Joint Union High,Fresno,1900 18th Avenue,Kingsburg,CA,No,1,9-12,9-12,19727.398001438123
10767781038306,Active,No,Traditional,High School,Public,Washington High,Washington Unified,Fresno,6041 South Elm Avenue,Fresno,CA,No,1,9-12,9-12,19664.783611449755
15637196009963,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Pond Elementary,Pond Union Elementary,Kern,29585 Pond Road,Wasco,CA,No,1,K-8,K-8,19288.745925201907
44697996049670,Active,No,Traditional,Elementary,Public,Calabasas Elementary,Pajaro Valley Unified,Santa Cruz,202 Calabasas Road,Watsonville,CA,No,1,K-6,K-6,19138.978593079595
54719856054134,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Liberty Elementary,Liberty Elementary,Tulare,1771 East Pacific Avenue,Tulare,CA,No,1,K-8,K-8,19091.73558108132
10624146007173,Active,No,Traditional,Elementary,Public,Lone Star Elementary,Sanger Unified,Fresno,2617 South Fowler Avenue,Fresno,CA,No,1,P-6,K-6,19077.858117071755
04614996003198,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Manzanita Elementary,Manzanita Elementary,Butte,627 East Evans-Reimer Road,Gridley,CA,No,1,K-8,K-8,18925.6959396854
44697996049829,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Alianza Charter,Pajaro Valley Unified,Santa Cruz,115 Casserly Road,Watsonville,CA,Yes,2,K-8,K-8,18704.988121657123
44697996119077,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Watsonville Charter School of the Arts,Pajaro Valley Unified,Santa Cruz,"115 Casserly Road, West Campus",Watsonville,CA,Yes,2,K-8,K-8,18704.988121657123
54721816054407,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Sunnyside Elementary,Sunnyside Union Elementary,Tulare,21644 Avenue 196,Strathmore,CA,No,1,P-8,K-8,18604.625552298698
54755316053961,Active,No,Traditional,Elementary,Public,Grand View Elementary,Dinuba Unified,Tulare,39746 Road 64,Dinuba,CA,No,1,K-6,K-6,18582.37664018368
24657486025522,Active,No,Traditional,Elementary,Public,Selma Herndon Elementary,Livingston Union,Merced,714 Prusso Street,Livingston,CA,No,1,K-5,K-5,18505.680089948233
10767780108993,Active,No,Community Day School,High School,Public,Easton Community Day,Washington Unified,Fresno,5865 South Clara Avenue,Fresno,CA,Yes,3,9-12,9-11,18394.061551601437
10767780122473,Active,No,Alternative School of Choice,High School,Public,Elm High,Washington Unified,Fresno,5865 South Clara Avenue,Fresno,CA,Yes,3,9-12,9-12,18394.061551601437
10767781038298,Active,No,Continuation School,High School,Public,Easton Continuation High,Washington Unified,Fresno,5865 South Clara Avenue,Fresno,CA,Yes,3,9-12,11-12,18394.061551601437
50105045030085,Active,No,County Community School,Intermediate/Middle/Junior High - High Combination,Public,Stanislaus Military Academy at Teel,Stanislaus County Office of Education,Stanislaus,5255 1st Street,Empire,CA,Yes,3,9-12,8-12,18387.733935972265
50710766052518,Active,No,Traditional,Elementary,Public,Empire Elementary,Empire Union Elementary,Stanislaus,5201 First St,Empire,CA,Yes,3,K-6,K-6,18387.733935972265
50711750120212,Active,Yes,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Aspire Vanguard College Preparatory Academy,Modesto City High,Stanislaus,819 Sunset Avenue,Modesto,CA,Yes,3,6-12,6-12,18387.733935972265
04755070433953,Active,No,Traditional,High School,Public,Gridley High,Gridley Unified,Butte,300 East Spruce Street,Gridley,CA,No,1,9-12,9-12,18315.142062982766
42692036045512,Active,No,Traditional,Elementary,Public,Mary Buren Elementary,Guadalupe Union Elementary,Santa Barbara,1050 Peralta Street,Guadalupe,CA,No,1,P-4,K-4,18251.82320669846
56726526056105,Active,No,Traditional,Elementary,Public,Junipero Serra Elementary,Ventura Unified,Ventura,8880 Halifax Street,Ventura,CA,No,1,K-5,K-5,18135.32415538889
51713816053250,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Franklin Elementary,Franklin Elementary,Sutter,332 North Township Road,Yuba City,CA,No,1,K-8,K-8,18127.615136424745
58727360121632,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Paragon Collegiate Academy,Marysville Joint Unified,Yuba,1608 Sampson Street,Marysville,CA,No,1,K-8,K-8,18068.7976147565
10621586115190,Active,No,Traditional,Intermediate/Middle/Junior High,Public,John Sutter Middle,Fowler Unified,Fresno,701 East Walter,Fowler,CA,No,1,6-8,6-8,18019.582506323077
27738256026397,Active,No,Traditional,Elementary,Public,Castroville Elementary,North Monterey County Unified,Monterey,11161 Merritt Street,Castroville,CA,No,1,K-6,K-6,17730.60981357912
50712666053037,Active,No,Traditional,Elementary,Public,Salida Elementary,Salida Union Elementary,Stanislaus,4519 Finney Road,Salida,CA,No,1,K-5,K-5,17728.50496008684
54753256100275,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Farmersville Junior High,Farmersville Unified,Tulare,650 North Virginia Street,Farmersville,CA,No,1,7-8,7-8,17575.845132259456
15635291530252,Active,No,Traditional,High School,Public,Arvin High,Kern High,Kern,900 Varsity Road,Arvin,CA,No,1,9-12,9-12,17533.92649395728
27659616119663,Active,Yes,Traditional,Elementary,Public,Oasis Charter Public,Alisal Union,Monterey,1135 Westridge Parkway,Salinas,CA,No,1,K-6,K-6,17511.29585886648
20652436024046,Active,No,Traditional,Elementary,Public,Sierra Vista Elementary,Madera Unified,Madera,917 Olive Avenue,Madera,CA,No,1,K-6,K-6,17448.566002219948
54718370109009,Active,Yes,Traditional,Elementary - High Combination,Public,Summit Charter Academy,Burton Elementary,Tulare,175 South Mathew Street,Porterville,CA,Yes,2,K-12,K-12,17429.163963522813
27662256026694,Active,No,Traditional,Elementary,Public,Spreckels Elementary,Spreckels Union Elementary,Monterey,Fourth Street and Hatton Avenue,Spreckels,CA,No,1,K-5,K-5,17409.350162649152
54719020101303,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Earlimart Community Day,Earlimart Elementary,Tulare,599 East Sutter Avenue,Earlimart,CA,Yes,2,4-8,6-8,17358.590927008318
54719026054035,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Earlimart Middle,Earlimart Elementary,Tulare,599 South Sutter Street,Earlimart,CA,Yes,2,6-8,6-8,17358.590927008318
51714646067268,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Butte Vista Elementary,Yuba City Unified,Sutter,2195 Blevin Road,Yuba City,CA,No,1,K-8,K-8,17198.93810506113
24656316025332,Active,No,Traditional,Elementary,Public,Elmer Wood Elementary,Atwater Elementary,Merced,1271 West Bellevue Road,Atwater,CA,No,1,K-6,K-6,17150.77735656464
50712906095517,Active,No,Traditional,Elementary,Public,Stockard Coffee Elementary,Sylvan Union Elementary,Stanislaus,3900 Northview Drive,Modesto,CA,No,1,K-5,K-6,17135.78936990837
10755986005813,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Caruthers Elementary,Caruthers Unified,Fresno,13699 South Quince Quince Avenue and Tiller Avenue,Caruthers,CA,No,1,K-8,K-8,17075.9225445795
50712820105700,Active,No,Traditional,Elementary,Public,Mary Lou Dieterich Elementary,Stanislaus Union Elementary,Stanislaus,2412 Warm Springs Drive,Modesto,CA,No,1,K-6,K-6,17039.27000093819
51713656053243,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Browns Elementary,Browns Elementary,Sutter,1248 Pacific Avenue,Rio Oso,CA,No,1,K-8,K-8,16918.665791167758
40688096043244,Active,No,Traditional,Elementary,Public,Los Ranchos Elementary,San Luis Coastal Unified,San Luis Obispo,5785 Los Ranchos Road,San Luis Obispo,CA,No,1,K-6,K-6,16852.520207167538
10622650126292,Active,Yes,Traditional,High School,Public,Reedley Middle College High,Kings Canyon Joint Unified,Fresno,995 North Reed Avenue,Reedley,CA,No,1,9-12,9-12,16850.516222921186
11626461136209,Active,No,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Princeton Junior-Senior High,Princeton Joint Unified,Colusa,473 State Street,Princeton,CA,No,1,7-12,7-12,16395.671796064096
10739991033430,Active,No,Traditional,High School,Public,Kerman High,Kerman Unified,Fresno,205 South First Street,Kerman,CA,No,1,9-12,9-12,16339.508936994785
10622406108328,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Rafer Johnson Junior High,Kingsburg Elementary Charter,Fresno,1300 Stroud Avenue,Kingsburg,CA,No,1,7-8,7-8,16227.589781194032
27661420108068,Active,No,Traditional,Elementary,Public,Boronda Meadows,Salinas City Elementary,Monterey,915 Larkin Street,Salinas,CA,No,1,K-6,K-6,16021.152340476025
44697996049704,Active,No,Traditional,Elementary,Public,H. A. Hyde Elementary,Pajaro Valley Unified,Santa Cruz,125 Alta Vista Street,Watsonville,CA,No,1,K-5,K-5,15988.963380985773
56724626055057,Active,No,Traditional,Elementary,Public,Fred L. Williams Elementary,Hueneme Elementary,Ventura,4300 Anchorage Street,Oxnard,CA,No,1,K-5,K-5,15925.605676862797
15635606009708,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Myrtle Avenue Elementary,Lamont Elementary,Kern,10421 Myrtle Avenue,Lamont,CA,No,1,4-8,4-8,15909.945175351497
27661596058770,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Washington Middle,Salinas Union High,Monterey,560 Iverson Street,Salinas,CA,No,1,7-8,7-8,15809.259136321756
15635291530047,Active,No,Continuation School,High School,Public,Nueva Continuation High,Kern High,Kern,8600 Palm Avenue,Lamont,CA,No,1,9-12,10-12,15750.811681565849
27661596110753,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Harden Middle,Salinas Union High,Monterey,1561 McKinnon Street,Salinas,CA,No,1,7-8,7-8,15727.074741713139
54721086054332,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Saucelito Elementary,Saucelito Elementary,Tulare,17615 Avenue 104,Terra Bella,CA,No,1,K-8,K-8,15723.409253924216
15638420113167,Active,No,Traditional,Elementary,Public,Teresa Burke Elementary,Wasco Union Elementary,Kern,1301 Filburn Street,Wasco,CA,No,1,K-5,K-5,15554.856274226231
10619946005730,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Alvina Elementary Charter,Alvina Elementary,Fresno,295 West Saginaw Avenue,Caruthers,CA,No,1,K-8,K-8,15550.266402745252
56724705630363,Active,Yes,Traditional,Elementary - High Combination,Public,Golden Valley Charter,Mesa Union Elementary,Ventura,"3585 Maple Street, Suite 101",Ventura,CA,No,1,K-12,K-12,15343.298890556624
58727366056659,Active,No,Traditional,Elementary,Public,Cedar Lane Elementary,Marysville Joint Unified,Yuba,841 Cedar Lane,Olivehurst,CA,No,1,K-6,K-6,15306.579696644843
54719026054027,Active,No,Traditional,Elementary,Public,Earlimart Elementary,Earlimart Elementary,Tulare,192 South Church Road,Earlimart,CA,No,1,K-5,K-5,15305.054552529191
10739996006688,Active,No,Traditional,Elementary,Public,Kerman-Floyd Elementary,Kerman Unified,Fresno,14655 West F Street,Kerman,CA,No,1,K-6,K-6,15217.212138646968
58727360131599,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Marysville Community Day,Marysville Joint Unified,Yuba,1919 B Street,Marysville,CA,Yes,3,7-12,9-10,15208.927846417608
58727365830138,Active,Yes,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Marysville Charter Academy for the Arts,Marysville Joint Unified,Yuba,1917 B Street,Marysville,CA,Yes,3,7-12,7-12,15208.927846417608
58727365835202,Active,No,Traditional,High School,Public,Marysville High,Marysville Joint Unified,Yuba,12 East 18th Street,Marysville,CA,Yes,3,9-12,9-12,15208.927846417608
10624140123463,Active,No,Traditional,Elementary,Public,Sequoia Elementary,Sanger Unified,Fresno,1820 South Armstrong Avenue,Fresno,CA,No,1,P-6,K-6,15055.170663614876
10622656006738,Active,No,Traditional,Elementary,Public,Alta Elementary,Kings Canyon Joint Unified,Fresno,21771 East Parlier Avenue,Reedley,CA,No,1,K-5,K-5,14887.28546929709
39685850111419,Active,No,Traditional,Elementary,Public,Woodbridge,Lodi Unified,San Joaquin,1290 Lilac Street,Lodi,CA,No,1,K-6,K-6,14768.483561045028
35752596049654,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Aromas,Aromas - San Juan Unified,Monterey,365 Vega Street,Aromas,CA,No,1,K-8,K-8,14710.418435486383
16639906110233,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Pioneer Middle,Pioneer Union Elementary,Kings,101 West Pioneer Way,Hanford,CA,No,1,6-8,6-8,14612.875575761376
10624306007256,Active,No,Traditional,Elementary,Public,Eric White Elementary,Selma Unified,Fresno,2001 Mitchell,Selma,CA,No,1,K-6,K-6,14558.647582114572
50712826108302,Active,No,Traditional,Elementary,Public,Agnes M. Baptist Elementary,Stanislaus Union Elementary,Stanislaus,1825 Cheyenne Way,Modesto,CA,No,1,K-6,K-6,14383.433841222253
56725610137018,Active,No,Traditional,Elementary,Public,Rio del Sol,Rio Elementary,Ventura,3001 North Ventura Road,Oxnard,CA,No,1,K-8,K-7,14286.39801295678
57727025730049,Active,No,Continuation School,High School,Public,Wolfskill High,Winters Joint Unified,Yolo,200 Baker Street,Winters,CA,No,1,9-12,11-12,14227.722274837044
51713996053276,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Live Oak Middle,Live Oak Unified,Sutter,2082 Pennington Road,Live Oak,CA,No,1,5-8,5-8,14133.30375804872
58727366056717,Active,No,Traditional,Elementary,Public,Linda Elementary,Marysville Joint Unified,Yuba,6180 Dunning Avenue,Marysville,CA,No,1,K-6,K-6,14046.953248276506
10622656006787,Active,No,Traditional,Elementary,Public,Jefferson Elementary,Kings Canyon Joint Unified,Fresno,1037 East Duff Avenue,Reedley,CA,No,1,P-5,K-5,13998.895469402636
56725386055321,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Cesar E. Chavez Elementary,Oxnard,Ventura,301 North Marquita Street,Oxnard,CA,No,1,K-8,K-8,13938.65675724675
42692606045777,Active,No,Traditional,Elementary,Public,Joe Nightingale Elementary,Orcutt Union Elementary,Santa Barbara,255 Winter Road,Santa Maria,CA,No,1,K-6,K-6,13925.661602848637
51713995130059,Active,No,Continuation School,High School,Public,Valley Oak Continuation High,Live Oak Unified,Sutter,2207 Pennington Road,Live Oak,CA,Yes,2,9-12,11-12,13826.012218848262
51713995130067,Active,No,Alternative School of Choice,Intermediate/Middle/Junior High - High Combination,Public,Live Oak Alternative,Live Oak Unified,Sutter,2207 Pennington Road,Live Oak,CA,Yes,2,K-12,7-12,13826.012218848262
39685773933959,Active,No,Traditional,High School,Public,Linden High,Linden Unified,San Joaquin,18527 East Front Street,Linden,CA,No,1,9-12,9-12,13789.146688544251
56725386107551,Active,No,Traditional,Elementary,Public,Christa McAuliffe Elementary,Oxnard,Ventura,3300 West Via Marina Avenue,Oxnard,CA,No,1,K-5,K-5,13787.24381077562
51105120138040,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,AeroSTEM Academy,Sutter County Office of Education,Sutter,82 Second Street,Yuba City,CA,No,1,6-12,6-10,13772.66057797287
40687596043038,Active,No,Traditional,Elementary,Public,Grover Beach Elementary,Lucia Mar Unified,San Luis Obispo,365 South 10th Street,Grover Beach,CA,No,1,P-6,K-6,13521.175653400085
50757396115208,Active,No,Traditional,Elementary,Public,Dennis G. Earl Elementary,Turlock Unified,Stanislaus,4091 North Olive Avenue,Turlock,CA,No,1,K-6,K-6,13354.502458772464
39685776041974,Active,No,Traditional,Elementary,Public,Linden Elementary,Linden Unified,San Joaquin,18100 West Front Street,Linden,CA,No,1,K-4,K-4,13348.093368408305
54720096054167,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Monson-Sultana Elementary,Monson-Sultana Joint Union Elementary,Tulare,10643 Avenue 416,Dinuba,CA,No,1,K-8,K-8,13331.61872383596
50710436052443,Active,No,Traditional,Elementary,Public,Don Pedro Elementary,Ceres Unified,Stanislaus,2300 Don Pedro Road,Ceres,CA,No,1,K-6,K-6,13291.336939526256
11626466089262,Active,No,Traditional,Elementary,Public,Princeton Elementary,Princeton Joint Unified,Colusa,428 Norman Road,Princeton,CA,No,1,K-6,K-6,13280.081258981136
50757396053136,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Turlock Junior High,Turlock Unified,Stanislaus,3951 North Walnut Road,Turlock,CA,No,1,7-8,6-8,13258.23498435704
15635780107771,Active,No,Traditional,Elementary,Public,Sequoia Elementary,Richland Union Elementary,Kern,500 East Fresno Avenue,Shafter,CA,No,1,P-6,K-6,13242.494876855839
37684526110407,Active,No,Traditional,Elementary,Public,Mission Meadows Elementary,Vista Unified,San Diego,5657 Spur Avenue,Oceanside,CA,No,1,K-5,K-5,13099.533951816356
54755316107650,Active,No,Traditional,Elementary,Public,Roosevelt Elementary,Dinuba Unified,Tulare,1311 Euclid Avenue,Dinuba,CA,No,1,K-6,K-6,13021.793548845757
10623316007009,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Orange Center Elementary,Orange Center,Fresno,3530 South Cherry Avenue,Fresno,CA,No,1,K-8,K-8,13011.482054938795
10621586006043,Active,No,Traditional,Elementary,Public,Malaga Elementary,Fowler Unified,Fresno,3910 South Ward Avenue,Fresno,CA,No,1,K-5,K-5,12951.931951360792
39685850108217,Active,No,Traditional,Elementary,Public,Manlio Silva Elementary,Lodi Unified,San Joaquin,6250 Scott Creek Drive,Stockton,CA,No,1,K-6,K-6,12817.0760223896
54718606118111,Active,No,Traditional,Intermediate/Middle/Junior High,Public,El Monte Middle,Cutler-Orosi Joint Unified,Tulare,42111 Road 128,Orosi,CA,No,1,6-8,6-8,12712.266212142391
15635526009666,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Lakeside,Lakeside Union,Kern,14535 Old River Road,Bakersfield,CA,No,1,K-8,K-8,12561.679667442644
51714646053417,Active,No,Traditional,Elementary,Public,Lincrest Elementary,Yuba City Unified,Sutter,1400 Phillips Road,Yuba City,CA,No,1,K-5,K-5,12499.11237918161
42691200102848,Active,No,Traditional,Elementary,Public,Sanchez (David J.) Elementary,Santa Maria-Bonita,Santa Barbara,804 West Liberty Street,Santa Maria,CA,No,1,K-6,K-6,12488.14038636322
39685026041792,Active,No,Traditional,Elementary,Public,Dent Elementary,Escalon Unified,San Joaquin,1998 Yosemite Avenue,Escalon,CA,No,1,K-5,K-5,12487.94186266079
10624306007272,Active,No,Traditional,Elementary,Public,George Washington Elementary,Selma Unified,Fresno,1420 Second Street,Selma,CA,No,1,K-1,K-1,12387.965990969173
15635291530021,Active,No,Continuation School,High School,Public,Central Valley High (Continuation),Kern High,Kern,526 Mannel Avenue,Shafter,CA,Yes,2,9-12,11-12,12373.140396472218
15635291535087,Active,No,Traditional,High School,Public,Shafter High,Kern High,Kern,526 Mannel Avenue,Shafter,CA,Yes,2,9-12,9-12,12373.140396472218
50711755030010,Active,No,Traditional,High School,Public,Fred C. Beyer High,Modesto City High,Stanislaus,1717 Sylvan Avenue,Modesto,CA,No,1,9-12,9-12,12346.29489697453
33736766114789,Active,No,Traditional,Elementary,Public,Saul Martinez Elementary,Coachella Valley Unified,Riverside,65-705 Johnson Street,Mecca,CA,No,1,K-6,K-6,12297.707493551477
10622406006712,Active,Yes,Traditional,Elementary,Public,Roosevelt Elementary,Kingsburg Elementary Charter,Fresno,1185 Tenth Street,Kingsburg,CA,No,1,1,1,12100.746136759224
39685776042006,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Waverly Elementary,Linden Unified,San Joaquin,3507 Wilmarth Road,Stockton,CA,No,1,K-8,K-8,12086.769917246676
51713995135256,Active,No,Traditional,High School,Public,Live Oak High,Live Oak Unified,Sutter,2351 Pennington Road,Live Oak,CA,No,1,9-12,9-12,12036.693708281415
50755560118810,Active,No,Traditional,Elementary,Public,Mesa Verde Elementary,Riverbank Unified,Stanislaus,4850 Mesa Drive,Oakdale,CA,No,1,K-5,K-5,12013.652127803958
54755310102186,Active,No,Alternative School of Choice,Intermediate/Middle/Junior High - High Combination,Public,Ronald Reagan Academy,Dinuba Unified,Tulare,470 Avenue 406,Dinuba,CA,Yes,2,K-12,8-12,11947.833851064977
54755315431119,Active,No,Continuation School,High School,Public,Sierra Vista High (Continuation),Dinuba Unified,Tulare,8470 Avenue 406,Dinuba,CA,Yes,2,9-12,10-12,11947.833851064977
57727026056410,Active,No,Traditional,Elementary,Public,Shirley Rominger Intermediate,Winters Joint Unified,Yolo,502 Niemann Street,Winters,CA,Yes,2,3-5,3-5,11938.461271330603
56724706055123,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Mesa Elementary,Mesa Union Elementary,Ventura,3901 North Mesa School Road,Somis,CA,No,1,K-8,K-8,11927.123750158546
54718605433230,Active,No,Traditional,High School,Public,Orosi High,Cutler-Orosi Joint Unified,Tulare,41815 Road 128,Orosi,CA,No,1,9-12,9-12,11914.168801558846
