cds_code,school,district,enroll_total,pounds_0.25,pounds_1
50736010124073,Hurd Barrington Elementary,Newman-Crows Landing Unified,424,,3589.4329865861873
30736506100317,Eastshore Elementary,Irvine Unified,527,,3573.5759966102396
42692294233060,Lompoc High,Lompoc Unified,1725,,3568.2682761612787
39754996042832,Central Elementary,Tracy Joint Unified,463,,3560.3767815996107
50736016025753,Von Renner Elementary,Newman-Crows Landing Unified,516,,3548.9777252301637
39685856108856,Beckman Elementary,Lodi Unified,565,40.492492590028554,3544.6177237568877
20651776023865,Alview Elementary,Alview-Dairyland Union Elementary,157,,3531.640473533979
54767946108286,Castle Rock Elementary,Woodlake Unified,462,538.1739805074446,3527.788295172857
50711676052690,Franklin Elementary,Modesto City Elementary,759,,3490.828477755954
54755316054001,Wilson Elementary,Dinuba Unified,560,62.6361987957261,3480.7927492509207
15638426010250,Palm Avenue Middle,Wasco Union Elementary,567,,3440.2724295029016
10621170123869,Roger S. Oraze Elementary,Clovis Unified,820,,3435.483412884611
15638426010268,Thomas Jefferson Middle,Wasco Union Elementary,550,,3420.9109567065707
54720826114672,Richgrove Elementary,Richgrove Elementary,531,,3405.5810839439405
39685936107429,George McParland Elementary,Manteca Unified,1161,,3396.7348396291795
58105875830112,Yuba County Career Preparatory Charter,Yuba County Office of Education,198,,3386.4184246245245
27660356111645,Vista Verde Middle,Greenfield Union Elementary,701,,3350.354992565334
56726526056147,Montalvo Elementary,Ventura Unified,399,,3344.7528266621616
54721570114595,Strathmore Elementary,Strathmore Union Elementary,702,,3324.035176938845
54721576120646,Strathmore Community Day,Strathmore Union Elementary,,,3324.035176938845
54720906054324,Rockford Elementary,Rockford Elementary,323,,3293.052504528901
10624301036672,Selma High,Selma Unified,1806,,3291.93369905889
50755566052971,California Avenue Elementary,Riverbank Unified,598,,3280.2234663234763
50757396053177,Julien Elementary,Turlock Unified,830,,3275.139299543472
54768366110290,Wilson Middle,Exeter Unified,583,,3265.936216827509
10622811033950,Laton High,Laton Joint Unified,140,4.649088049407157,3247.279980172506
27661426109177,Laurel Wood Elementary,Salinas City Elementary,425,,3211.2410185949793
58727366056733,Covillaud Elementary,Marysville Joint Unified,494,,3208.292810459429
39685936042329,Golden West Elementary,Manteca Unified,969,,3177.9156693786745
54755310102707,John F. Kennedy Elementary,Dinuba Unified,516,0.7011855311652087,3093.4800838373617
42692036045520,Kermit McKenzie Intermediate,Guadalupe Union Elementary,563,237.13011127782283,3087.978939868005
04755070433946,Esperanza High (Continuation),Gridley Unified,35,,3061.2088033477507
54755316053995,Washington Intermediate,Dinuba Unified,1019,0.7011855311652087,3053.7447156836433
10624146007181,Madison Elementary,Sanger Unified,475,264.03768174290667,3052.3320894078233
15635606009682,Lamont Elementary,Lamont Elementary,641,,3043.4380072938907
57727106066252,Rhoda Maxwell Elementary,Woodland Joint Unified,386,,3037.327317501473
44697994430245,Diamond Technology Institute,Pajaro Valley Unified,71,,3027.0301338396116
44697996108146,Starlight Elementary,Pajaro Valley Unified,495,,3027.0301338396116
10624306007348,Woodrow Wilson Elementary,Selma Unified,318,,3009.833847508771
49705996051577,Alexander Valley Elementary,Alexander Valley Union Elementary,113,,2980.7700556337836
10624146007165,Lincoln Elementary,Sanger Unified,446,,2968.0418824438675
54722566054647,Mineral King Elementary,Visalia Unified,593,,2930.0466165061066
56725465631619,Adolfo Camarillo High,Oxnard Union High,1977,,2914.3342072598407
57105790113787,Cesar Chavez Community,Yolo County Office of Education,31,,2897.6900477172403
57105796077275,Yolo County Special Education,Yolo County Office of Education,154,,2897.6900477172403
51714156053300,Meridian Elementary,Meridian Elementary,71,,2863.0541987888046
30736500127472,Jeffrey Trail Middle,Irvine Unified,989,,2795.0973337998603
13631726008585,Magnolia Elementary,Magnolia Union Elementary,123,,2793.8081292355755
39685856042139,Lakewood Elementary,Lodi Unified,455,,2786.1982160158036
10624141030824,Community Day,Sanger Unified,28,,2679.2712855696946
43694846047336,Rucker Elementary,Gilroy Unified,563,22.803876814439388,2624.1838999496676
50712170118927,Walnut Grove Elementary,Patterson Joint Unified,580,,2623.625585188156
10624146007207,Washington Academic Middle,Sanger Unified,1474,,2597.646118606653
10741531095017,Valley ROP,Valley ROP,,,2597.646118606653
24658136025779,Plainsburg Union Elementary,Plainsburg Union Elementary,106,,2542.9023018095677
10622656006803,Lincoln Elementary,Kings Canyon Joint Unified,298,,2519.1977243960064
39685856042188,Lockeford Elementary,Lodi Unified,487,,2499.7040955196776
10621660129338,Rutherford B. Gaston Sr. Middle,Fresno Unified,779,,2481.0132207917404
48705406109136,B. Gale Wilson Elementary,Fairfield-Suisun Unified,838,,2470.878759378566
37768510110122,Bonsall West Elementary,Bonsall Unified,418,,2465.194017994186
39685856116594,Aspire Vincent Shalvey Academy,Lodi Unified,437,,2457.292017394776
39685850108209,Ellerth E. Larson Elementary,Lodi Unified,810,,2375.703042931712
43694846047302,Eliot Elementary,Gilroy Unified,513,,2357.840331410238
39685856042055,Davis Elementary,Lodi Unified,351,,2348.302327356761
27661426026538,Henry F. Kammann Elementary,Salinas City Elementary,706,,2344.526337863864
30736506098511,Lakeside Middle,Irvine Unified,601,,2329.6858207549017
57727106056477,Freeman Elementary,Woodland Joint Unified,451,,2293.9302624703296
49753586110993,Mattie Washburn Elementary,Windsor Unified,435,459.2736298289336,2275.7145449999744
13101321330117,Imperial County Juvenile Hall/Community,Imperial County Office of Education,9,,2271.2300140791244
13101326069272,Imperial County Special Education,Imperial County Office of Education,447,,2271.2300140791244
50712900113795,Crossroads Elementary,Sylvan Union Elementary,736,,2266.7030081288526
10624146007157,John S. Wash Elementary,Sanger Unified,741,,2258.350323687445
27661426026595,Natividad Elementary,Salinas City Elementary,658,,2233.687349533314
39685850102640,Millswood Middle,Lodi Unified,778,,2225.5217108548886
13631230122663,Imperial Valley Home School Academy,El Centro Elementary,112,,2224.7215790631503
13631236113658,Sunflower Elementary,El Centro Elementary,393,,2224.7215790631503
39685853934759,Tokay High,Lodi Unified,2069,,2222.6579286077585
10624141030766,Hallmark Charter,Sanger Unified,252,,2208.9487383593523
10624146117873,Sanger Academy Charter,Sanger Unified,622,,2208.9487383593523
43695836098263,Jackson Academy of Music and Math (JAMM),Morgan Hill Unified,616,,2201.647547445035
50712826067250,Prescott Junior High,Stanislaus Union Elementary,758,,2201.5117385647154
42691206045991,El Camino Junior High,Santa Maria-Bonita,769,,2175.623181101249
20652430110965,Madera South High,Madera Unified,2383,17.987661464170426,2145.877103455662
20652432035640,Furman (Duane E.) High (Independent Study Program),Madera Unified,533,17.987661464170426,2145.877103455662
20652436107122,Alpha Elementary,Madera Unified,675,17.98690942188635,2145.873851160146
51714646053441,Tierra Buena Elementary,Yuba City Unified,623,,2129.387006580535
58727440114652,Cobblestone Elementary,Plumas Lake Elementary,435,,2103.68679371097
10622656006829,Navelencia Middle,Kings Canyon Joint Unified,359,,2081.914540236039
27661596058762,El Sausal Middle,Salinas Union High,1051,,2073.4934484267305
15638591530351,Wasco Independence High,Wasco Union High,134,,2070.321131570497
50105040131235,John B Allard,Stanislaus County Office of Education,105,,2055.977669496433
20102072030229,Pioneer Technical Center,Madera County Superintendent of Schools,258,,2044.1594171954764
51714645130125,Yuba City Charter,Yuba City Unified,261,,2037.359758488191
39685936109532,Stella Brockman Elementary,Manteca Unified,743,,2037.1642733445947
17769761737006,Upper Lake High,Upper Lake Unified,353,,2028.7192087922917
10621666088546,King Elementary,Fresno Unified,582,,2028.5109919526794
50710430133827,Ceres Special Education,Ceres Unified,27,,1977.2205827056102
50710435030200,Argus High (Continuation),Ceres Unified,182,,1977.2205827056102
50710436052450,Walter White Elementary,Ceres Unified,390,,1977.2205827056102
10621666112882,Elizabeth Terronez Middle,Fresno Unified,590,,1965.3628384447954
56726526097034,Portola Elementary,Ventura Unified,519,0.1697500086831704,1952.5246047388212
37684526107577,Roosevelt Middle,Vista Unified,785,,1949.7338379434063
54719936054159,Washington Elementary,Lindsay Unified,704,,1931.8267160048167
10621176005920,Temperance-Kutner Elementary,Clovis Unified,591,,1922.0585414084487
54755316053987,Lincoln Elementary,Dinuba Unified,611,,1906.8385860113524
56726526116040,Citrus Glen Elementary,Ventura Unified,480,,1835.9502082777724
15634046117915,Morningside,Delano Union Elementary,473,,1811.8634151901283
10624306007314,Theodore Roosevelt Elementary,Selma Unified,618,,1802.4856368368828
13631236008411,De Anza Magnet,El Centro Elementary,568,,1786.2519629878589
13631236008460,Margaret Hedrick Elementary,El Centro Elementary,434,,1786.2519629878589
15635290116392,Independence High,Kern High,2314,,1772.2587312988849
27661426026546,Lincoln Elementary,Salinas City Elementary,535,,1747.7610212527838
15634046009369,Del Vista Math and Science Academy,Delano Union Elementary,436,,1742.1718618961108
34674130107383,River Delta Community Day,River Delta Joint Unified,,,1729.1965547927857
34674133430550,Mokelumne High (Continuation),River Delta Joint Unified,4,,1729.1965547927857
40687594033205,Lopez Continuation High,Lucia Mar Unified,123,,1719.9356477159668
50710766111892,Alice N. Stroud Elementary,Empire Union Elementary,444,,1682.416182056863
54767945436282,Woodlake High,Woodlake Unified,678,2.457704739783405,1618.8023879448654
54767946054761,Woodlake Valley Middle,Woodlake Unified,463,2.457704739783405,1618.8023879448654
51713576053235,Brittan Elementary,Brittan Elementary,452,,1591.6123150463243
17769766010680,Upper Lake Elementary,Upper Lake Unified,377,,1580.0590254865713
54722566054597,Goshen Elementary,Visalia Unified,503,,1538.9278296417808
51713996053284,Luther Elementary,Live Oak Unified,755,,1534.0601711690636
10624301030758,Selma Independent,Selma Unified,299,,1507.3759220759782
10624301036607,Heartland High (Continuation),Selma Unified,59,,1507.3759220759782
16639176118798,Joseph M. Simas,Hanford Elementary,513,,1505.5821092147744
54719930124776,Loma Vista Charter,Lindsay Unified,33,,1461.44674935611
54719935430194,John J. Cairns Continuation,Lindsay Unified,68,,1461.44674935611
54719935430236,Lindsay Community Day,Lindsay Unified,8,,1461.44674935611
50710430109090,Sinclear Elementary,Ceres Unified,635,,1428.157140263223
50757395037700,Turlock High,Turlock Unified,2512,,1426.7180445140793
10622656006845,Sheridan Elementary,Kings Canyon Joint Unified,421,,1425.5274115270943
52715715235106,Los Molinos High,Los Molinos Unified,207,,1424.492974756356
27660926058713,Los Arboles Middle,Monterey Peninsula Unified,390,,1422.6174071708024
50712176052948,Las Palmas Elementary,Patterson Joint Unified,677,,1419.868334197594
15633620136713,Dolores S. Whitley Elementary,Panama-Buena Vista Union,872,,1402.2599174677175
30667466030886,Sequoia Elementary,Westminster,422,,1393.0915476681284
48705406051148,E. Ruth Sheldon Academy of Innovative Learning,Fairfield-Suisun Unified,487,,1384.5082566903216
50712330121525,Roberts Ferry Charter School Academy,Roberts Ferry Union Elementary,46,,1321.302435292527
50712336053011,Roberts Ferry Union Elementary,Roberts Ferry Union Elementary,112,,1321.302435292527
56725460115105,Camarillo Academy of Progressive Education,Oxnard Union High,563,,1317.5279393948754
57727026095368,Winters Middle,Winters Joint Unified,328,,1313.2386483651371
15635291530385,Ridgeview High,Kern High,2810,,1281.0682534235748
06616146003511,Arbuckle Elementary,Pierce Joint Unified,603,,1279.02488514692
17769766108773,Upper Lake Middle,Upper Lake Unified,163,,1267.3412766412478
13631316008502,Heber Elementary,Heber Elementary,668,,1250.534738798613
15635290100198,Golden Valley High,Kern High,2751,,1240.3164772775476
27661592733178,North Salinas High,Salinas Union High,2104,,1226.59620757192
04614240110551,Nord Country,Chico Unified,201,32.606841282166876,1211.8517173038902
39685026041784,Collegeville Elementary,Escalon Unified,150,,1194.7692951812546
48705326120240,Gretchen Higgins Elementary,Dixon Unified,378,,1190.3175894078374
54719936054142,Jefferson Elementary,Lindsay Unified,411,,1167.8018684221863
54768366054043,Lincoln Elementary,Exeter Unified,513,,1151.977144075197
54768365431598,Exeter Union High,Exeter Unified,864,,1135.3557692833047
54768365430087,Exeter Independent Study (Alternative),Exeter Unified,86,,1135.3557692833044
10621666006076,Aynesworth Elementary,Fresno Unified,558,,1131.89708690715
10767786006605,West Fresno Elementary,Washington Unified,633,,1127.5914413412436
04755076003156,McKinley Elementary,Gridley Unified,331,,1122.477563867009
13630990118364,Calexico Community Day,Calexico Unified,,,1116.9322862727558
13630996106975,Blanche Charles Elementary,Calexico Unified,801,,1113.3434986080388
13630811330141,Renaissance,Brawley Union High,20,,1105.568251946593
13630811331354,Desert Valley High (Continuation),Brawley Union High,183,,1105.568251946593
39685936042337,Lathrop Elementary,Manteca Unified,841,,1095.1889944780128
10767786006613,West Fresno Middle,Washington Unified,318,,1091.9298214537168
27102722730265,Salinas Community,Monterey County Office of Education,110,,1056.8990440304603
27102722730117,"Wellington M. Smith, Jr.",Monterey County Office of Education,43,,1056.8989194090304
04755076003164,Sycamore Middle,Gridley Unified,455,,1030.3738601520708
43694840114496,Dr. TJ Owens Gilroy Early College Academy,Gilroy Unified,289,,1018.3674830441978
39686760111344,Wilhelmina Henry Elementary,Stockton Unified,892,,1009.431554630474
39686766115422,Rio Calaveras Elementary,Stockton Unified,808,,1002.4227219683837
24753172431203,Dos Palos High,Dos Palos Oro Loma Joint Unified,644,,995.471697155805
15101570119669,Wonderful College Prep Academy,Kern County Office of Education,1974,,972.6329806886952
49707060129981,Geyserville New Tech Academy,Geyserville Unified,108,,968.738164919568
49707064930053,Buena Vista High,Geyserville Unified,9,,968.738164919568
56725465632849,Hueneme High,Oxnard Union High,2410,,960.5082125392142
15633706009278,Buttonwillow Elementary,Buttonwillow Union Elementary,322,,955.7703158391594
13630996111587,William Moreno Junior High,Calexico Unified,656,,940.4042915378069
54767945436258,Bravo Lake High,Woodlake Unified,32,,933.6206788146122
54767946094569,Francis J. White Learning Center,Woodlake Unified,427,,933.6206788146122
15636936009914,Norris Elementary,Norris Elementary,879,,926.4168509083352
39685026041800,Farmington Elementary,Escalon Unified,95,,919.5900904433925
58727516056816,Bear River,Wheatland,568,,887.2978640321346
58727690123570,Wheatland Community Day High,Wheatland Union High,5,,887.2978640321346
44697996049696,Freedom Elementary,Pajaro Valley Unified,523,,885.6631101625776
54722566092795,Linwood Elementary,Visalia Unified,528,,854.9073398304294
54722566112049,La Joya Middle,Visalia Unified,777,,854.9073398304294
13630736008296,Myron D. Witter Elementary,Brawley Elementary,802,,851.9321375411346
15634121531656,Valley High,Delano Joint Union High,55,,847.7349852446501
15634121531672,Delano High,Delano Joint Union High,1323,,847.7349852446501
42691386045280,Jonata Middle,Buellton Union Elementary,189,,828.4360655543928
34674136033641,Bates Elementary,River Delta Joint Unified,90,,817.4795032048467
11765626007447,Hamilton Elementary,Hamilton Unified,412,65.41100634968821,812.3503614706125
50711676052633,Bret Harte Elementary,Modesto City Elementary,834,,798.0442360872024
16639746010532,Meadow Lane Elementary,Lemoore Union Elementary,510,,793.5661839431731
33672156032577,Emerson Elementary,Riverside Unified,611,62.85032346189664,789.0421162166267
39685850139261,Valley Robotics Academy,Lodi Unified,452,,774.7231379593946
39685850122879,Walter J. Katnich Community Day,Lodi Unified,,,774.7231101365893
39685850132837,Henderson,Lodi Unified,27,,774.7231101365893
39685853930344,Independence,Lodi Unified,527,,774.7231101365893
44697990102673,Landmark Elementary,Pajaro Valley Unified,443,,774.4174045605167
44697994430203,New School Community Day,Pajaro Valley Unified,36,,774.4174045605167
54719930123661,Reagan Elementary,Lindsay Unified,359,,754.2667915877358
34322763931250,Johanna Boss High,California Education Authority (CEA) Headquarters,28,,753.3260643306172
34322763990025,N.A. Chaderjian High,California Education Authority (CEA) Headquarters,102,,753.3260643306172
48705326110282,Tremont Elementary,Dixon Unified,398,,749.5983715353104
42750106045389,Cuyama Elementary,Cuyama Joint Unified,120,,749.2418124302634
50712175036256,Patterson High,Patterson Joint Unified,1829,,725.6886545633884
44697996049787,Rolling Hills Middle,Pajaro Valley Unified,621,,712.6286134941382
50711676052799,Robertson Road Elementary,Modesto City Elementary,336,,712.5548803853142
50711676105670,Harriette Kirschen Elementary,Modesto City Elementary,505,,712.5548803853142
50712906111017,Elizabeth Ustach Middle,Sylvan Union Elementary,993,,700.3105654956006
58727286115935,CORE Charter,Camptonville Elementary,470,,698.4949293626074
56726526056097,Juanamaria Elementary,Ventura Unified,417,,691.5349405095025
54722316108385,Live Oak Middle,Tulare City,377,,682.9019597003735
39686766042519,August Elementary,Stockton Unified,588,,677.0058566901049
50710436112346,Blaker-Kinser Junior High,Ceres Unified,643,,658.6459595464261
37103710138404,Classical Academy Vista,San Diego County Office of Education,643,,629.7767822304055
54718605430244,Cutler-Orosi Community Day,Cutler-Orosi Joint Unified,12,,623.0745652166585
13631230118455,Ballington Academy for the Arts and Sciences,El Centro Elementary,211,,611.150471582655
37768516037543,Bonsall Elementary,Bonsall Unified,867,,577.2039380721973
50755646052906,Oakdale Junior High,Oakdale Joint Unified,795,,560.102344534341
33672153334406,John W. North High,Riverside Unified,2227,,551.4667071526062
54768365430319,Exeter Community Day,Exeter Unified,1,,540.0262374887346
54768365431614,Kaweah High,Exeter Unified,38,,540.0262374887346
39685936042345,Lincoln Elementary,Manteca Unified,624,,539.9611634738386
04614240120394,Inspire School of Arts and Sciences,Chico Unified,414,,528.6416582459523
04614240431676,Chico High,Chico Unified,1913,,528.6416582459523
10624306007298,James Garfield Elementary,Selma Unified,225,,521.3126579474499
30664496027478,Olinda Elementary,Brea-Olinda Unified,635,,509.91595200007293
30666476030035,Golden Elementary,Placentia-Yorba Linda Unified,759,,509.91595200007293
30666476089478,George Key,Placentia-Yorba Linda Unified,128,,509.91595200007293
37735510127423,Sage Creek High,Carlsbad Unified,1451,,489.1445821781733
11765621130053,Ella Barkley High,Hamilton Unified,9,,487.87527428156125
11765621133701,Hamilton High,Hamilton Unified,288,,487.87527428156125
50711676110068,Evelyn Hanshaw Middle,Modesto City Elementary,746,,482.53457055989315
37735516099352,Kelly Elementary,Carlsbad Unified,448,,454.6568032560442
37683876070882,Solana Vista Elementary,Solana Beach Elementary,297,,452.2317692925004
49753586052369,Cali Calmecac Language Academy,Windsor Unified,1154,,440.16136055978103
16639900116699,Frontier Elementary,Pioneer Union Elementary,475,,438.7095567584888
56725460131698,Rancho Campana High,Oxnard Union High,828,,433.0436961891155
50755640107979,Sierra View Elementary,Oakdale Joint Unified,642,,424.7616244456142
28662902837102,Saint Helena High,Saint Helena Unified,463,,407.09475013294855
50712826098297,George Eisenhut Elementary,Stanislaus Union Elementary,530,,403.5704370312617
42772060138370,Olive Grove Charter - Lompoc,SBE - Olive Grove Charter - Lompoc,98,,385.2999998997817
51714646053391,King Avenue Elementary,Yuba City Unified,352,,369.2448628119458
15634046009351,Cecil Avenue Math and Science Academy,Delano Union Elementary,566,,367.3385583402694
42750104230173,Sierra Madre High (Continuation),Cuyama Joint Unified,,,365.5801728411148
42750104231205,Cuyama Valley High,Cuyama Joint Unified,52,,365.5801728411148
56724476054977,Olivelands Elementary,Briggs Elementary,243,,357.43340407184184
54722560101857,Oak Grove Elementary,Visalia Unified,752,124.16009672244557,353.66646900000296
10754086007090,Fipps Primary,Riverdale Joint Unified,386,,347.2612732781262
50757396102743,Walter M. Brown Elementary,Turlock Unified,620,,343.0436769460164
54722560116517,Manuel F. Hernandez,Visalia Unified,693,102.44635045681656,335.79103967428426
42692296068902,Miguelito Elementary,Lompoc Unified,594,,332.15988471864625
50711755030135,Peter Johansen High,Modesto City High,1922,,328.92254290457254
54722566054704,Annie R. Mitchell,Visalia Unified,731,0.6774781353012702,325.463679795894
58727360119362,Edgewater Elementary,Marysville Joint Unified,504,,320.8511487077217
30736506120141,Oak Creek Elementary,Irvine Unified,853,,318.11278204995506
39686356042444,Oak View Elementary,Oak View Union Elementary,371,,311.3074659949978
39685696095210,Mable Barron,Lincoln Unified,662,,304.8897410087788
30666470109678,Lakeview Elementary,Placentia-Yorba Linda Unified,404,,298.2568117482331
52714720134403,Lassen-Antelope Volcanic Academy (LAVA),Antelope Elementary,99,,287.8807241022826
16639176010425,Monroe Elementary,Hanford Elementary,655,,287.30657003651146
28662660108605,Stone Bridge,Napa Valley Unified,269,,277.2054569598482
58105876069249,Yuba County Special Education,Yuba County Office of Education,165,,261.83322254749913
25735936025894,Tulelake Basin Elementary,Tulelake Basin Joint Unified,230,,258.15984463029855
10621176120091,Freedom Elementary,Clovis Unified,712,165.23845276015678,249.8588040000043
10621170111153,Reagan Elementary,Clovis Unified,682,,249.8588040000043
10621171030683,Clovis East High,Clovis Unified,2733,,249.8588040000043
10621176109243,Red Bank Elementary,Clovis Unified,768,,249.8588040000043
10621176116321,Reyburn Intermediate,Clovis Unified,1516,,249.8588040000043
10624141030451,Taft High,Sanger Unified,483,,232.3143364687375
10624141036086,Kings River High (Continuation),Sanger Unified,62,,232.3143364687375
33672156032692,Longfellow Elementary,Riverside Unified,652,,229.64577041474715
56768286055552,Blanchard Elementary,Santa Paula Unified,272,,225.78972833990267
16638756010276,Armona Elementary,Armona Union Elementary,526,,218.11377758034016
52105206069462,Tehama County Special Education,Tehama County Department of Education,47,,216.84991798627308
54755236054266,Pioneer Middle,Porterville Unified,757,,211.06875626936102
54755236054282,Vandalia Elementary,Porterville Unified,585,,211.06875626936102
27659616106959,Virginia Rocca Barton Elementary,Alisal Union,579,,208.73677751739865
10739650113993,Harvest Elementary,Central Unified,864,,207.849212999998
10739650123943,Glacier Point Middle,Central Unified,853,,207.849212999998
10739650140509,Justin Garza High,Central Unified,1083,,207.849212999998
54722566054654,Mountain View Elementary,Visalia Unified,514,,205.0130431152173
48705320122267,Dixon Montessori Charter,Dixon Unified,438,,199.20223981956977
48705326051023,John Knight Middle,Dixon Unified,611,,199.20223981956977
58727366056667,Cordua Elementary,Marysville Joint Unified,56,17.282320038509102,193.3956605801953
28662906117964,Saint Helena Primary,Saint Helena Unified,201,,185.86825383113637
16639746118590,Cinnamon Elementary,Lemoore Union Elementary,492,,185.17805747914886
54722560133819,Ridgeview Middle,Visalia Unified,857,,176.09345873894165
52105206119606,Lincoln Street,Tehama County Department of Education,91,,173.49013222964223
52743105295019,Tehama County ROP,Tehama County ROP,,,173.49013222964223
11765621130111,Hamilton Community Day,Hamilton Unified,,,164.81497955082355
54722566107536,Pinkham Elementary,Visalia Unified,447,,164.20228500000422
57727106056444,Beamer Elementary,Woodland Joint Unified,495,,163.48641557636265
56725386111850,R.J. Frank Academy of Marine Science & Engineering,Oxnard,1102,,159.80508379750194
54722560125708,Shannon Ranch Elementary,Visalia Unified,589,,153.68294243851233
54722316054472,Frank Kohn Elementary,Tulare City,622,,137.60236668856834
50712175030127,Del Puerto High,Patterson Joint Unified,102,,137.24801840811702
50712176052955,Northmead Elementary,Patterson Joint Unified,689,,137.24801840811702
35674700115428,Hollister Dual Language Academy,Hollister,833,,124.41689654226998
35674706112320,Maze Middle,Hollister,546,,124.41689654226998
35674706114557,Gabilan Hills,Hollister,,,124.41689654226998
27660682730174,Greenfield High,South Monterey County Joint Union High,1396,,120.09517599783823
43694846111785,Brownell Middle,Gilroy Unified,749,,119.95389475359318
04614080430827,Biggs High,Biggs Unified,177,,119.24089559839192
04614086002943,Biggs Elementary,Biggs Unified,357,,119.24089559839192
04614086002950,Richvale Elementary,Biggs Unified,40,,119.24089559839192
16639250118919,Sierra Pacific High,Hanford Joint Union High,1010,,112.56881697323192
58105875830047,Harry P B Carden,Yuba County Office of Education,14,,112.1089283999174
15634046111355,Princeton Street Elementary,Delano Union Elementary,362,,107.08023025319314
39685850122580,Rio Valley Charter,Lodi Unified,779,,101.96036816051749
10621176005847,Cole Elementary,Clovis Unified,669,14.875626832935048,99.58074749999983
10621660114553,University High,Fresno Unified,487,12.285012957019026,97.89324860665404
50711676052773,James Marshall Elementary,Modesto City Elementary,683,,89.67161489254423
16639170110981,Hamilton Elementary,Hanford Elementary,409,,87.4504420385586
35752596035117,San Juan,Aromas - San Juan Unified,356,21.75175375194661,85.39617449999578
52716395237201,Red Bluff High,Red Bluff Joint Union High,1541,,82.88714475203196
56726526056154,Mound Elementary,Ventura Unified,524,,81.90989556131674
27661756026637,San Ardo Elementary,San Ardo Union Elementary,93,,74.51331136817504
56725536055404,Dos Caminos Elementary,Pleasant Valley,288,,72.06118059055277
41688906043624,El Granada Elementary,Cabrillo Unified,308,,67.92134875496717
20652012032357,Chowchilla Union High,Chowchilla Union High,1090,,65.52437231239192
20652012030047,Gateway High (Continuation),Chowchilla Union High,48,,65.52373971804234
20652432035707,Madera High,Madera Unified,1939,,59.758106423171135
56725536055396,Camarillo Heights Elementary,Pleasant Valley,418,,58.238693929208644
39685936120505,George Y. Komure Elementary,Manteca Unified,772,,57.23429065257733
27754736026090,Fairview Middle,Gonzales Unified,464,,56.64097967561713
27754736066955,La Gloria Elementary,Gonzales Unified,867,,56.64097967561713
56725536055438,Las Posas Elementary,Pleasant Valley,432,,54.926381030747024
37771560137323,Vista Springs Charter,SBE - Vista Springs Charter,217,,52.944540724028435
27659956026082,Chualar Elementary,Chualar Union,281,1.4568218498246794,52.242858910722205
16101651630102,J. C. Montgomery,Kings County Office of Education,23,,51.80354801744186
10739656115521,Norman Liddell Elementary,Central Unified,647,,50.29179276063322
39686766116115,San Joaquin Elementary,Stockton Unified,737,,48.47496663975149
56725536055412,Pleasant Valley School of Engineering and Arts,Pleasant Valley,542,,43.51575527131151
57726786066245,Ralph Waldo Emerson Junior High,Davis Joint Unified,494,,41.70823016032368
54722566054720,Washington Elementary,Visalia Unified,265,,39.744907852150185
54722560139105,Denton Elementary,Visalia Unified,546,,38.47801809831812
39686766042618,Harrison Elementary,Stockton Unified,623,,37.50585468453571
16101656069298,Kings County Special Education,Kings County Office of Education,303,,34.37720406094607
16639176010409,Lee Richmond Elementary,Hanford Elementary,412,,34.37720406094607
16639176112379,John F. Kennedy Junior High,Hanford Elementary,554,,34.37720406094607
54722566116909,Charter Home School Academy,Visalia Unified,140,,33.01315572184587
56726526060370,Balboa Middle,Ventura Unified,1141,,31.248744888838413
16638756010284,Parkview Middle,Armona Union Elementary,420,,29.38983274513417
57726786110894,Patwin Elementary,Davis Joint Unified,386,,28.274122380093996
33672156059158,University Heights Middle,Riverside Unified,796,,25.392537886059717
10739656006944,McKinley Elementary,Central Unified,688,,24.830659208780087
54722565435839,Sequoia High,Visalia Unified,422,,23.58889537007546
35103553530037,San Benito County Opportunity,San Benito County Office of Education,26,,18.39661938483398
35675383530029,San Andreas Continuation High,San Benito High,68,,18.39661938483398
54722310113639,Mission Valley Elementary,Tulare City,833,,16.737549334128076
25735932530087,Tulelake Continuation High,Tulelake Basin Joint Unified,,,15.216731617260141
25735934737250,Tulelake High,Tulelake Basin Joint Unified,199,,15.216731617260141
57726786056303,Robert E. Willett Elementary,Davis Joint Unified,482,,14.897963394662703
37684523730728,Rancho Buena Vista High,Vista Unified,2027,,13.420662936120351
10621176005938,Weldon Elementary,Clovis Unified,575,,12.091817542176043
16639176010433,Roosevelt Elementary,Hanford Elementary,498,,11.192349674948066
56725386055347,Marina West Elementary,Oxnard,509,,9.571934904585643
49753586052351,Windsor Middle,Windsor Unified,736,,9.006172984518415
56105616069231,Ventura County Special Education,Ventura County Office of Education,324,,7.636750395867143
11754811130012,North Valley High (Continuation),Orland Joint Unified,21,,6.623689461820378
57726786056295,Cesar Chavez Elementary,Davis Joint Unified,518,,6.455218651114103
54105460125542,Sycamore Valley Academy,Tulare County Office of Education,388,,5.504167257899016
52716216053623,Bidwell Elementary,Red Bluff Union Elementary,402,,5.079794535656469
52716216114250,Red Bluff Community Day,Red Bluff Union Elementary,,,5.079794535656469
10621666006548,Vinland Elementary,Fresno Unified,467,,4.668198597632549
37684376040562,Vallecitos Elementary,Vallecitos Elementary,178,,4.223453930748153
37735516037782,Jefferson Elementary,Carlsbad Unified,448,,4.12638781434517
15637506110431,Del Rio Elementary,Rosedale Union Elementary,566,,4.081768081282004
