cds_code,school,district,enroll_total,pounds_0.25,pounds_1
42692036045512,Mary Buren Elementary,Guadalupe Union Elementary,723,148.4742870872571,18251.82320669846
56726526056105,Junipero Serra Elementary,Ventura Unified,439,47.803438984339806,18135.32415538889
51713816053250,Franklin Elementary,Franklin Elementary,476,2502.724835948249,18127.615136424745
58727360121632,Paragon Collegiate Academy,Marysville Joint Unified,202,,18068.7976147565
10621586115190,John Sutter Middle,Fowler Unified,600,,18019.582506323077
27738256026397,Castroville Elementary,North Monterey County Unified,612,411.74226397169133,17730.60981357912
50712666053037,Salida Elementary,Salida Union Elementary,288,,17728.50496008684
54753256100275,Farmersville Junior High,Farmersville Unified,392,1138.61177424186,17575.845132259456
15635291530252,Arvin High,Kern High,2893,5.120037828037229,17533.92649395728
27659616119663,Oasis Charter Public,Alisal Union,,959.0956901800241,17511.29585886648
20652436024046,Sierra Vista Elementary,Madera Unified,707,,17448.566002219948
54718370109009,Summit Charter Academy,Burton Elementary,2295,,17429.163963522813
27662256026694,Spreckels Elementary,Spreckels Union Elementary,604,,17409.350162649152
54719020101303,Earlimart Community Day,Earlimart Elementary,,0.8159824822778184,17358.590927008318
54719026054035,Earlimart Middle,Earlimart Elementary,494,0.8159824822778184,17358.590927008318
51714646067268,Butte Vista Elementary,Yuba City Unified,820,205.25428946993372,17198.93810506113
24656316025332,Elmer Wood Elementary,Atwater Elementary,548,,17150.77735656464
50712906095517,Stockard Coffee Elementary,Sylvan Union Elementary,441,,17135.78936990837
10755986005813,Caruthers Elementary,Caruthers Unified,883,1066.0831833611214,17075.9225445795
50712820105700,Mary Lou Dieterich Elementary,Stanislaus Union Elementary,557,307.43339450259344,17039.27000093819
51713656053243,Browns Elementary,Browns Elementary,122,692.4396182684084,16918.665791167758
40688096043244,Los Ranchos Elementary,San Luis Coastal Unified,393,1130.8619205952239,16852.520207167538
10622650126292,Reedley Middle College High,Kings Canyon Joint Unified,244,58.490959903192504,16850.516222921186
11626461136209,Princeton Junior-Senior High,Princeton Joint Unified,81,,16395.671796064096
10739991033430,Kerman High,Kerman Unified,1477,1176.4802670715908,16339.508936994785
10622406108328,Rafer Johnson Junior High,Kingsburg Elementary Charter,458,372.55613704818217,16227.589781194032
27661420108068,Boronda Meadows,Salinas City Elementary,634,417.1228227633299,16021.152340476025
44697996049704,H. A. Hyde Elementary,Pajaro Valley Unified,468,,15988.963380985773
56724626055057,Fred L. Williams Elementary,Hueneme Elementary,568,,15925.605676862797
15635606009708,Myrtle Avenue Elementary,Lamont Elementary,506,,15909.945175351497
27661596058770,Washington Middle,Salinas Union High,1116,,15809.259136321756
15635291530047,Nueva Continuation High,Kern High,93,,15750.811681565849
27661596110753,Harden Middle,Salinas Union High,1104,,15727.074741713139
54721086054332,Saucelito Elementary,Saucelito Elementary,77,1142.7369027494008,15723.409253924216
15638420113167,Teresa Burke Elementary,Wasco Union Elementary,535,,15554.856274226231
10619946005730,Alvina Elementary Charter,Alvina Elementary,178,2597.14547393724,15550.266402745252
56724705630363,Golden Valley Charter,Mesa Union Elementary,525,1460.94560114497,15343.298890556624
58727366056659,Cedar Lane Elementary,Marysville Joint Unified,505,665.5670212227043,15306.579696644843
54719026054027,Earlimart Elementary,Earlimart Elementary,536,,15305.054552529191
10739996006688,Kerman-Floyd Elementary,Kerman Unified,665,,15217.212138646968
58727360131599,Marysville Community Day,Marysville Joint Unified,52,104.03024632256191,15208.927846417608
58727365830138,Marysville Charter Academy for the Arts,Marysville Joint Unified,343,104.03024632256191,15208.927846417608
58727365835202,Marysville High,Marysville Joint Unified,1024,104.03024632256191,15208.927846417608
10624140123463,Sequoia Elementary,Sanger Unified,675,621.6483565271379,15055.170663614876
10622656006738,Alta Elementary,Kings Canyon Joint Unified,357,590.4407834247139,14887.28546929709
39685850111419,Woodbridge,Lodi Unified,355,,14768.483561045028
35752596049654,Aromas,Aromas - San Juan Unified,359,972.9528947196284,14710.418435486383
16639906110233,Pioneer Middle,Pioneer Union Elementary,556,321.3129515631178,14612.875575761376
10624306007256,Eric White Elementary,Selma Unified,448,355.9932316577397,14558.647582114572
50712826108302,Agnes M. Baptist Elementary,Stanislaus Union Elementary,595,,14383.433841222253
56725610137018,Rio del Sol,Rio Elementary,791,,14286.39801295678
57727025730049,Wolfskill High,Winters Joint Unified,24,,14227.722274837044
51713996053276,Live Oak Middle,Live Oak Unified,406,587.4550149033097,14133.30375804872
58727366056717,Linda Elementary,Marysville Joint Unified,601,,14046.953248276506
10622656006787,Jefferson Elementary,Kings Canyon Joint Unified,387,,13998.895469402636
56725386055321,Cesar E. Chavez Elementary,Oxnard,983,,13938.65675724675
42692606045777,Joe Nightingale Elementary,Orcutt Union Elementary,702,,13925.661602848637
51713995130059,Valley Oak Continuation High,Live Oak Unified,17,227.63834635322587,13826.012218848262
51713995130067,Live Oak Alternative,Live Oak Unified,36,227.63834635322587,13826.012218848262
39685773933959,Linden High,Linden Unified,797,439.47320875548957,13789.146688544251
56725386107551,Christa McAuliffe Elementary,Oxnard,534,,13787.24381077562
51105120138040,AeroSTEM Academy,Sutter County Office of Education,152,87.68531049961469,13772.66057797287
40687596043038,Grover Beach Elementary,Lucia Mar Unified,402,,13521.175653400085
50757396115208,Dennis G. Earl Elementary,Turlock Unified,813,,13354.502458772464
39685776041974,Linden Elementary,Linden Unified,380,822.7414711982748,13348.093368408305
54720096054167,Monson-Sultana Elementary,Monson-Sultana Joint Union Elementary,447,805.7483260538916,13331.61872383596
50710436052443,Don Pedro Elementary,Ceres Unified,480,423.9269481143504,13291.336939526256
11626466089262,Princeton Elementary,Princeton Joint Unified,69,,13280.081258981136
50757396053136,Turlock Junior High,Turlock Unified,1310,15.769374627056902,13258.23498435704
15635780107771,Sequoia Elementary,Richland Union Elementary,603,4135.9355880629255,13242.494876855839
37684526110407,Mission Meadows Elementary,Vista Unified,485,,13099.533951816356
54755316107650,Roosevelt Elementary,Dinuba Unified,619,598.3061153828515,13021.793548845757
10623316007009,Orange Center Elementary,Orange Center,275,268.14595668716527,13011.482054938795
10621586006043,Malaga Elementary,Fowler Unified,199,,12951.931951360792
39685850108217,Manlio Silva Elementary,Lodi Unified,741,,12817.0760223896
54718606118111,El Monte Middle,Cutler-Orosi Joint Unified,949,1650.0110460564126,12712.266212142391
15635526009666,Lakeside,Lakeside Union,672,1077.2571823119142,12561.679667442644
51714646053417,Lincrest Elementary,Yuba City Unified,581,,12499.11237918161
42691200102848,Sanchez (David J.) Elementary,Santa Maria-Bonita,646,4387.717227377992,12488.14038636322
39685026041792,Dent Elementary,Escalon Unified,616,,12487.94186266079
10624306007272,George Washington Elementary,Selma Unified,148,,12387.965990969173
15635291530021,Central Valley High (Continuation),Kern High,85,7431.401250000046,12373.140396472218
15635291535087,Shafter High,Kern High,1621,7431.401250000046,12373.140396472218
50711755030010,Fred C. Beyer High,Modesto City High,1633,,12346.29489697453
33736766114789,Saul Martinez Elementary,Coachella Valley Unified,980,,12297.707493551477
10622406006712,Roosevelt Elementary,Kingsburg Elementary Charter,196,,12100.746136759224
39685776042006,Waverly Elementary,Linden Unified,376,526.622681206026,12086.769917246676
51713995135256,Live Oak High,Live Oak Unified,602,,12036.693708281415
50755560118810,Mesa Verde Elementary,Riverbank Unified,470,1356.1266114946714,12013.652127803958
54755310102186,Ronald Reagan Academy,Dinuba Unified,141,,11947.833851064977
54755315431119,Sierra Vista High (Continuation),Dinuba Unified,41,,11947.833851064977
57727026056410,Shirley Rominger Intermediate,Winters Joint Unified,339,,11938.461271330603
56724706055123,Mesa Elementary,Mesa Union Elementary,566,907.4320884780227,11927.123750158546
54718605433230,Orosi High,Cutler-Orosi Joint Unified,1060,375.19887693095654,11914.168801558846
57727020138974,Waggoner Elementary,Winters Joint Unified,379,,11913.117595018855
33736766032254,Mecca Elementary,Coachella Valley Unified,702,3259.038013235344,11906.542780949032
58727440107375,Rio Del Oro Elementary,Plumas Lake Elementary,540,,11890.75891634404
50711676052682,Fairview Elementary,Modesto City Elementary,716,482.5882017871963,11882.969405952512
24656316025373,Thomas Olaeta Elementary,Atwater Elementary,519,,11731.945083917974
42691206045959,Adam (William Laird) Elementary,Santa Maria-Bonita,860,3994.83062248976,11637.394160393493
30667466030761,Eastwood Elementary,Westminster,506,,11609.960219653503
10624306111124,Abraham Lincoln Middle,Selma Unified,859,,11573.712229320749
10624146007140,Jefferson Elementary,Sanger Unified,515,,11516.927293011633
42693104236030,Santa Maria High,Santa Maria Joint Union High,3186,,11494.705215846094
04614246003081,Rosedale Elementary,Chico Unified,524,,11485.79126492382
50712826053060,Josephine Chrysler Elementary,Stanislaus Union Elementary,624,,11451.993511342027
56725386055263,Curren Elementary,Oxnard,909,,11402.093437003605
13631310135657,Dogwood Elementary,Heber Elementary,484,,11291.893954038103
56725386055362,Ramona Elementary,Oxnard,508,,11278.00674940809
27660922730240,Learning for Life Charter,Monterey Peninsula Unified,134,,11097.681016500215
27660926026249,Ione Olson Elementary,Monterey Peninsula Unified,409,,11097.681016500215
57727025738505,Winters High,Winters Joint Unified,485,,11056.055352846757
33736760100248,Las Palmitas Elementary,Coachella Valley Unified,568,1469.3487666123324,10954.52783600503
33736760100255,Desert Mirage High,Coachella Valley Unified,2101,1469.3487666123324,10954.52783600503
33736760100263,Toro Canyon Middle,Coachella Valley Unified,988,1469.3487666123324,10954.52783600503
15638420138701,James A. Forrest Elementary,Wasco Union Elementary,568,,10887.761496128564
42691206046064,Bruce (Robert) Elementary,Santa Maria-Bonita,908,,10745.498942375232
50755726053219,Waterford Junior,Waterford Unified,253,442.45383887489527,10718.609030598534
04614320433201,Durham High,Durham Unified,301,655.7515158429328,10705.233511914734
04614326003115,Durham Elementary,Durham Unified,439,655.7515158429328,10705.233511914734
04614326105761,Durham Intermediate,Durham Unified,242,655.7515158429328,10705.233511914734
54753255430277,Deep Creek Academy,Farmersville Unified,57,46.86299548470703,10682.379108260608
54753256054076,George L. Snowden Elementary,Farmersville Unified,379,46.86299548470703,10682.379108260608
15633136110464,Bear Mountain Elementary,Arvin Union,751,925.1258495030123,10677.783361349017
54767945430285,Woodlake Community Day,Woodlake Unified,8,887.1729394851177,10535.528681907872
56105610135780,Phoenix,Ventura County Office of Education,79,196.74727958829675,10517.149829972073
56105615630397,Gateway Community,Ventura County Office of Education,51,196.74727958829675,10517.149829972073
56725460120634,"Architecture, Construction & Engineering Charter High (ACE)",Oxnard Union High,263,196.74727958829675,10517.149829972073
56746175690011,Career Education Center,Ventura County ROP,,196.74727958829675,10517.149829972073
10622406006704,Lincoln Elementary,Kingsburg Elementary Charter,424,,10465.092990546005
27660356089387,Oak Avenue Elementary,Greenfield Union Elementary,644,,10413.138596956836
50755560113852,Riverbank Language Academy,Riverbank Unified,562,,10396.60636172686
10751276006985,Washington Elementary,Mendota Unified,385,,10314.229181366429
54720256054183,Outside Creek Elementary,Outside Creek Elementary,126,581.2109961329047,10303.384646642435
10621666103840,Edison Computech,Fresno Unified,796,127.37874003228563,10243.521124858846
51714640107722,River Valley High,Yuba City Unified,1810,2514.289093634315,10147.309194892354
15634206009419,Di Giorgio Elementary,Di Giorgio Elementary,211,,10061.414996177336
54755316053979,Jefferson Elementary,Dinuba Unified,576,,9997.131268814046
27659616025993,Fremont Elementary,Alisal Union,783,,9987.129694309342
20651936023931,Fairmead Elementary,Chowchilla Elementary,493,2088.989594710076,9979.879260856447
56725536055461,Monte Vista Middle,Pleasant Valley,733,,9974.26728071421
10622651033703,Kings Canyon Continuation,Kings Canyon Joint Unified,174,698.5971993064231,9935.657086250245
42692296045587,Clarence Ruth Elementary,Lompoc Unified,450,4.101548396629284,9876.548725645029
39686763932654,Franklin High,Stockton Unified,2307,16.993267621932688,9855.835940539042
39685020126011,Escalon Charter Academy,Escalon Unified,321,4.1229054782923455,9789.164349680368
39685023930054,Vista High (Continuation),Escalon Unified,48,4.1229054782923455,9789.164349680368
39685023932308,Escalon High,Escalon Unified,798,4.1229054782923455,9789.164349680368
50757396053185,Osborn Two-Way Immersion Academy,Turlock Unified,814,,9724.193763898096
39685930105973,Walter Woodward Elementary,Manteca Unified,906,,9614.714043890572
15638426110340,John L. Prueitt Elementary,Wasco Union Elementary,624,,9602.426189115235
54718606112684,Golden Valley Elementary,Cutler-Orosi Joint Unified,678,0.876576949582434,9548.83325054276
15635786009989,Redwood Elementary,Richland Union Elementary,681,,9439.82917522119
15635786010003,Richland Junior High,Richland Union Elementary,632,,9439.82917522119
15635780135186,Grimmway Academy Shafter,Richland Union Elementary,784,,9422.945819720842
44697990105858,Pajaro Valley High,Pajaro Valley Unified,1562,378.3918481676337,9383.03567790612
52714726066328,Berrendos Middle,Antelope Elementary,255,0.37527740751421435,9187.023643315064
56726525637814,Ventura Adult and Continuing Education,Ventura Unified,,604.326100439786,9111.40150174728
10621661031897,Edison High,Fresno Unified,2428,,9103.203031291026
11626386007504,Plaza Elementary,Plaza Elementary,190,494.2389441553252,9007.225724667818
10622650106815,Thomas Law Reed Elementary,Kings Canyon Joint Unified,582,,8897.104662268073
15635606009690,Mountain View Middle,Lamont Elementary,629,,8858.703799676558
39685850100560,Lois E. Borchardt Elementary,Lodi Unified,754,,8853.20134082326
27661426026587,Monterey Park Elementary,Salinas City Elementary,527,441.6804583796447,8844.639071266445
54718606053938,Palm Elementary,Cutler-Orosi Joint Unified,547,26.43654427834641,8800.176987584431
20652436024020,Millview Elementary,Madera Unified,671,,8785.238282311546
10624140113043,Ronald W. Reagan Elementary,Sanger Unified,515,1349.9232587177305,8763.22148328281
39685856042121,Houston,Lodi Unified,156,92.5782063709452,8742.130352984828
40688336043343,Shandon Elementary,Shandon Joint Unified,188,,8725.855376181864
54718605430095,Esperanza High,Cutler-Orosi Joint Unified,53,563.0032218078213,8699.038061491221
54718605430806,Lovell High,Cutler-Orosi Joint Unified,28,563.0032218078213,8699.038061491221
56725465630066,Frontier High,Oxnard Union High,223,231.5304780904925,8692.627473969138
51714646053409,Lincoln Elementary,Yuba City Unified,484,,8641.732435936
54719025430335,Alila,Earlimart Elementary,415,,8603.132327510171
54722566054563,Elbow Creek Elementary,Visalia Unified,488,192.36305340515187,8601.043813812581
24657556025530,Charleston Elementary,Los Banos Unified,353,1392.4825084548268,8566.036385876128
15633626009260,Buena Vista Elementary,Panama-Buena Vista Union,717,1154.3359862418017,8528.33833251284
04614246111116,Emma Wilson Elementary,Chico Unified,598,,8503.9204276382
20652430123414,Adult Transition Program,Madera Unified,20,,8474.641634962612
27661426026561,Los Padres Elementary,Salinas City Elementary,697,,8439.688562810532
15101570124040,Grimmway Academy,Kern County Office of Education,795,,8438.147615106815
56724626055081,Julien Hathaway Elementary,Hueneme Elementary,473,,8335.36108043419
10739656006951,Roosevelt Elementary,Central Unified,454,,8331.306086502116
27102720116491,Open Door Charter,Monterey County Office of Education,44,,8323.370913208564
27102722730232,Monterey County Home Charter,Monterey County Office of Education,259,,8323.370913208564
27102726069512,Monterey County Special Education,Monterey County Office of Education,271,,8323.370913208564
40687596043087,Ocean View Elementary,Lucia Mar Unified,537,,8261.869275209041
54719446054092,Hope Elementary,Hope Elementary,232,69.46184464161276,8185.5326327970315
27659616113542,Cesar E. Chavez Elementary,Alisal Union,682,,8184.482010016098
44697996049662,Bradley Elementary,Pajaro Valley Unified,496,344.40530841451414,8020.548886774175
40687596043103,Paulding Middle,Lucia Mar Unified,559,,7959.945547708459
10624141036094,Sanger High,Sanger Unified,3579,,7959.106637523577
42692606045751,Lakeview Junior High,Orcutt Union Elementary,469,,7951.78015290306
11625966007454,Lake Elementary,Lake Elementary,187,762.0155477529961,7922.8720631324595
15634386009435,Edison Middle,Edison Elementary,428,,7846.159237286645
40687596043129,Dana Elementary,Lucia Mar Unified,576,,7790.437969240632
39686500128215,Harvest High,Ripon Unified,28,,7786.572767398563
10621170133314,Virginia R. Boris Elementary,Clovis Unified,632,1776.4266075821238,7757.908455224343
42691206046007,Fairlawn Elementary,Santa Maria-Bonita,778,,7726.529232787136
37684523732039,Alta Vista High (Continuation),Vista Unified,122,,7683.516528973311
40687596109342,Mesa Middle,Lucia Mar Unified,458,21.338726891243667,7664.1680084395775
10622400114587,Island Community Day,Kingsburg Elementary Charter,,,7648.155412921637
54722560139212,Creekside Community Day,Visalia Unified,10,2180.8678029326597,7561.736255435195
39685933932001,East Union High,Manteca Unified,1641,,7507.612521932348
39685936104533,Neil Hafley Elementary,Manteca Unified,727,,7507.612521932348
44697990102665,Radcliff Elementary,Pajaro Valley Unified,456,,7480.782200889897
20652430116970,Parkwood Elementary,Madera Unified,635,790.9144611739199,7456.954337654458
39686766042550,Elmwood Elementary,Stockton Unified,719,121.48178657768436,7434.632375993222
50711676052765,Mark Twain Junior High,Modesto City Elementary,738,,7423.288164128485
10624146007124,Fairmont Elementary,Sanger Unified,660,,7385.668814393209
54755230116590,Harmony Magnet Academy,Porterville Unified,511,291.7648143117039,7342.622885564489
54755235434931,Strathmore High,Porterville Unified,334,291.7648143117039,7342.622885564489
50755720117689,Sentinel High,Waterford Unified,43,455.5640267095579,7331.346854727512
50755725030259,Waterford High,Waterford Unified,624,455.5640267095579,7331.346854727512
10739996119978,Liberty Elementary,Kerman Unified,578,,7311.024670053622
10751271030261,Mendota Continuation High,Mendota Unified,33,,7259.556419843452
10751271030725,Mendota Community Day,Mendota Unified,2,,7259.556419843452
40688334037008,Shandon High,Shandon Joint Unified,88,,7144.164317728242
15633130113027,El Camino Real Elementary,Arvin Union,856,,7004.4078836190165
10622650108092,Orange Cove High,Kings Canyon Joint Unified,625,250.28491229466047,6996.915511241744
10622656006746,Citrus Middle,Kings Canyon Joint Unified,596,250.28491229466047,6996.915511241744
27659616101802,Frank Paul Elementary,Alisal Union,658,,6987.399133344522
10739991033422,Enterprise High,Kerman Unified,58,,6962.450511108344
51105120114207,Feather River Academy,Sutter County Office of Education,29,368.45495474927884,6951.502572165235
51105126069454,Sutter County Special Education,Sutter County Office of Education,298,368.45495474927884,6951.502572165235
51746335190012,Tri-County ROP,Tri-County ROP,,368.45495474927884,6951.502572165235
10624146007215,Wilson Elementary,Sanger Unified,437,40.939378679701484,6938.191764283879
15635030101014,McKee Middle,Greenfield Union,1074,,6852.125569608781
15635030120865,Greenfield Community,Greenfield Union,,,6852.125569608781
37684520105882,Foothill Oak Elementary,Vista Unified,476,,6823.724804905215
10621170139766,Janet L. Young Elementary,Clovis Unified,639,367.27426295317383,6816.412359405647
27660926026314,Marina Vista Elementary,Monterey Peninsula Unified,473,,6730.181319837007
27661596118129,La Paz Middle,Salinas Union High,1156,,6624.800786404723
54722566054639,Ivanhoe Elementary,Visalia Unified,562,1827.8771426328958,6608.467744741392
10622656006761,General Grant Middle,Kings Canyon Joint Unified,485,,6531.909615350599
04614246119523,Blue Oak Charter,Chico Unified,271,,6493.783726951099
42691206046023,Tunnell (Martin Luther) Elementary,Santa Maria-Bonita,808,,6492.599505158978
54753256054084,J. E. Hester Elementary,Farmersville Unified,355,,6418.819857769933
50710430127613,Lucas Elementary,Ceres Unified,651,,6401.308262666384
15633136008833,Sierra Vista Elementary,Arvin Union,728,,6198.646190421798
10751276006969,McCabe Elementary,Mendota Unified,960,,6051.096334179481
13631151330133,Southwest High,Central Union High,1902,,6043.474699801562
16639666010508,Lakeside Elementary,Lakeside Union Elementary,235,552.0985269748335,6004.015162595668
43695836118541,Charter School of Morgan Hill,Morgan Hill Unified,649,3553.774178621965,5979.2125217999155
37735516116578,Pacific Rim Elementary,Carlsbad Unified,691,,5930.1201667417545
50755565036850,Riverbank High,Riverbank Unified,746,316.79137279430637,5920.513263440514
43694840123760,Gilroy Prep (a Navigator School),Gilroy Unified,540,,5915.461077549571
43694846098214,South Valley Middle,Gilroy Unified,790,,5915.461077549571
16739321630110,Adelante High,Reef-Sunset Unified,,,5846.46882191885
16739326010573,Kettleman City Elementary,Reef-Sunset Unified,315,,5846.46882191885
30736500116053,Early Childhood Learning Center,Irvine Unified,,4370.848601270201,5828.807166000915
54768366054050,Rocky Hill Elementary,Exeter Unified,548,,5801.3779271002895
51714640100537,Andros Karperos,Yuba City Unified,1045,,5701.529463781695
51714640131367,Yuba City Special Education Preschool,Yuba City Unified,,,5701.464010101548
54753255430210,Farmersville High,Farmersville Unified,725,331.38726319690693,5698.368275332765
15634120100529,Cesar E. Chavez High,Delano Joint Union High,1436,1277.618024882046,5690.890621431538
10621666088942,Sunset Elementary,Fresno Unified,387,47.93162857140531,5688.866691741731
10739656006654,Herndon-Barstow Elementary,Central Unified,627,,5594.4501204970275
54718526053896,Columbine Elementary,Columbine Elementary,181,449.52114311613445,5552.311951172079
20651776023923,Dairyland Elementary,Alview-Dairyland Union Elementary,235,,5525.057197002855
15635786090591,Golden Oak Elementary,Richland Union Elementary,704,,5510.766005828911
04755076003172,Wilson Elementary,Gridley Unified,540,,5502.693518589816
48104884830071,Solano County Juvenile Detention Facility - Evergreen Academy,Solano County Office of Education,17,,5471.604143881486
27660926026256,J. C. Crumpton Elementary,Monterey Peninsula Unified,527,,5463.380141858109
54722566054688,Crestwood Elementary,Visalia Unified,545,,5409.314347826406
13631986008619,Meadows Elementary,Meadows Union Elementary,416,,5394.243563055448
39685856042147,Lawrence Elementary,Lodi Unified,524,,5391.320119566914
58727440112623,Riverside Meadows Intermediate,Plumas Lake Elementary,440,,5354.533409891283
54105466119291,Eleanor Roosevelt Community Learning Center,Tulare County Office of Education,397,255.78002889455217,5320.488210466125
57727100121749,Science & Technology Academy at Knights Landing,Woodland Joint Unified,214,,5244.747110633271
44697990109595,Cesar E. Chavez Middle,Pajaro Valley Unified,554,,5221.865365635504
13631806008593,McCabe Elementary,McCabe Union Elementary,1261,497.322068888532,5213.940128608949
39686760108159,Cesar Chavez High,Stockton Unified,2335,1489.496939200243,5212.409977300504
50755560112573,Adelante High,Riverbank Unified,57,132.04786114331037,5176.8800810383655
50755566052989,Cardozo Middle,Riverbank Unified,508,132.04786114331037,5176.8800810383655
10624306007231,Andrew Jackson Elementary,Selma Unified,667,,5167.449871387368
39754996042881,South/West Park Elementary,Tracy Joint Unified,745,,5162.66541487239
10101086085112,Edison-Bethune Charter Academy,Fresno County Office of Education,456,,5135.431170542177
40688096097349,Los Osos Middle,San Luis Coastal Unified,520,,5116.969630643135
10739996006696,Kerman Middle,Kerman Unified,778,,5044.748884709292
27660846026157,Mission Elementary,Mission Union Elementary,131,617.3183592826513,5037.4523581026015
54753250106021,Freedom Elementary,Farmersville Unified,555,2.4071499505681193,5037.371325059185
39685856042196,Morada Middle,Lodi Unified,730,,5029.106491241945
15635290110999,Frontier High,Kern High,2087,,5017.67618950617
04614246003099,Shasta Elementary,Chico Unified,620,,4969.978798028758
58727690133751,Edward P. Duplex,Wheatland Union High,45,,4965.273484665706
58727695838305,Wheatland Union High,Wheatland Union High,1012,,4965.273484665706
20652430110957,Cesar Chavez Elementary,Madera Unified,724,748.8658131836529,4957.058492414734
15633626009948,Panama Elementary,Panama-Buena Vista Union,672,458.88792306622656,4915.3092947463265
10767781030774,W.E.B. DuBois Public Charter,Washington Unified,348,36.78281252348902,4913.732204630892
51714495130042,Butte View High,Sutter Union High,43,442.9605363856309,4898.873910447872
51714495137500,Sutter High,Sutter Union High,760,442.9605363856309,4898.873910447872
56724626055032,Charles Blackstock Junior High,Hueneme Elementary,1313,,4847.189705152712
20652436023972,Howard Elementary,Madera Unified,455,,4844.976994410891
15633136008817,Haven Drive Middle,Arvin Union,658,,4840.698961176441
13630736008304,Phil D. Swing Elementary,Brawley Elementary,769,,4809.99870158699
42692296045611,La Canada Elementary,Lompoc Unified,597,,4783.274543135026
54718606053904,Cutler Elementary,Cutler-Orosi Joint Unified,616,,4750.448845106571
30736506095137,Venado Middle,Irvine Unified,554,,4735.842505365761
58105870113274,Thomas E. Mathews Community,Yuba County Office of Education,49,,4729.331358843587
39685930108613,Veritas Elementary,Manteca Unified,935,,4716.1863948820865
20652436023949,Dixieland Elementary,Madera Unified,295,631.6058740287639,4688.175021090987
37684526107031,Alamosa Park Elementary,Vista Unified,477,,4545.028196396896
27660356026116,Mary Chapa Academy,Greenfield Union Elementary,703,,4485.791450261589
42691386119804,Oak Valley Elementary,Buellton Union Elementary,359,529.6052558935872,4483.998530604728
39754990102384,Primary Charter,Tracy Joint Unified,386,,4470.013966689428
39754990102392,Millennium Charter,Tracy Joint Unified,529,,4470.013966689428
39754996118665,Discovery Charter,Tracy Joint Unified,370,,4470.013966689428
15634040106575,Harvest Elementary,Delano Union Elementary,349,434.4931325747927,4424.671803875923
15634040112185,La Vina Middle,Delano Union Elementary,486,434.4931325747927,4424.671803875923
10622406006720,Washington Elementary,Kingsburg Elementary Charter,276,,4336.694819854393
56724476054969,Briggs Elementary,Briggs Elementary,224,1144.2671690431596,4335.6508757954425
35675046095202,Spring Grove Elementary,North County Joint Union Elementary,720,,4330.9904730745375
10624146007132,Jackson Elementary,Sanger Unified,383,,4317.473850725665
10622656006878,Washington Elementary,Kings Canyon Joint Unified,347,,4270.674743122522
27662256115182,Buena Vista Middle,Spreckels Union Elementary,317,,4245.453415196469
10624146007108,Centerville Elementary,Sanger Unified,340,404.3561392219275,4238.534112073363
56724626055024,Art Haycox Elementary,Hueneme Elementary,836,,4171.8933100120385
50711750110593,James C. Enochs High,Modesto City High,2391,97.09960445033644,4137.789283458011
15638591536440,Wasco High,Wasco Union High,1765,,4120.940932649639
34674136033708,Walnut Grove Elementary,River Delta Joint Unified,168,,4118.8078538507
30736500129155,Cypress Village Elementary,Irvine Unified,1004,,4108.796117281077
37735696088991,Del Rio Elementary,Oceanside Unified,325,,4102.989066833222
52715716053565,Los Molinos Elementary,Los Molinos Unified,265,,4099.332318702107
27661592734556,Salinas High,Salinas Union High,2668,,4079.777787302995
10621666111249,Edith B. Storey Elementary,Fresno Unified,840,,4051.3340537779054
54755315431184,Dinuba High,Dinuba Unified,2171,,4032.7368621074697
39686760100206,George W. Bush Elementary,Stockton Unified,814,499.35020444499366,4032.414804701701
57727105738802,Woodland Senior High,Woodland Joint Unified,1256,,4020.7999541836225
50755725030317,Connecting Waters Charter,Waterford Unified,980,,4020.3387767805666
50755720117770,Lucille Whitehead Intermediate,Waterford Unified,372,297.45300283845125,3985.803353904491
50755720118513,Richard M. Moon Primary,Waterford Unified,505,297.45300283845125,3985.803353904491
56725616055529,Rio Real Elementary,Rio Elementary,698,,3920.0253746793846
15638346010227,Sunset,Vineland Elementary,306,312.3477651202106,3904.208959059227
39685936042311,French Camp Elementary,Manteca Unified,546,28.610860159221122,3892.1635969854237
50711676052641,Burbank Elementary,Modesto City Elementary,572,,3875.723437037173
10624146117865,Quail Lake Environmental Charter,Sanger Unified,583,,3847.8178593845732
10622651030378,Mountain View (Alternative),Kings Canyon Joint Unified,252,,3844.897794303716
10622651035310,Reedley High,Kings Canyon Joint Unified,1773,,3844.897794303716
39754996108997,Gladys Poet-Christian Elementary,Tracy Joint Unified,529,,3752.8157868683356
51714646053342,April Lane Elementary,Yuba City Unified,454,,3741.485781118435
56725386055297,Harrington Elementary,Oxnard,548,,3728.0082110940666
13632306008650,Westmorland Elementary,Westmorland Union Elementary,355,,3727.7847961183315
39686760115303,Valentine Peyton Elementary,Stockton Unified,832,7.555734133397905,3700.0557154824746
15638426010243,Karl F. Clemens Elementary,Wasco Union Elementary,586,,3694.0748767790615
50710760101493,Norman N. Glick Middle,Empire Union Elementary,617,,3631.9537132441674
10622816006894,Laton Middle,Laton Joint Unified,163,17.737763277730167,3614.7329258271784
10622816006902,Laton Elementary,Laton Joint Unified,309,17.737763277730167,3614.7329258271784
39685936042394,Shasta Elementary,Manteca Unified,761,,3593.9234320759156
27661426026603,Roosevelt Elementary,Salinas City Elementary,508,,3591.9865214089173
