cds_code,status,charter,ed_type,level,pb_prv_bie,school,district,county,street,city,state,stacked,stack_cnt,grades_offered,grades_served,pounds_chloropicrin_intersection
34674136033708,Active,No,Traditional,Elementary,Public,Walnut Grove Elementary,River Delta Joint Unified,Sacramento,14181 Grove Street,Walnut Grove,CA,No,1,K-6,K-6,779.0366293794459
10624146007116,Active,No,Traditional,Elementary,Public,Del Rey Elementary,Sanger Unified,Fresno,10620 Morro Street,Del Rey,CA,No,1,P-6,K-6,775.5413240370387
10622650116657,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Silas Bartsch,Kings Canyon Joint Unified,Fresno,2225 East North Avenue,Reedley,CA,No,1,P-8,K-8,763.9944511905768
24657486025522,Active,No,Traditional,Elementary,Public,Selma Herndon Elementary,Livingston Union,Merced,714 Prusso Street,Livingston,CA,No,1,K-5,K-5,750.0596162495985
58727366056733,Active,No,Traditional,Elementary,Public,Covillaud Elementary,Marysville Joint Unified,Yuba,628 F Street,Marysville,CA,No,1,K-5,K-5,731.5779419182891
39685773933959,Active,No,Traditional,High School,Public,Linden High,Linden Unified,San Joaquin,18527 East Front Street,Linden,CA,No,1,9-12,9-12,724.0272542810932
50710430109074,Active,No,Traditional,Elementary,Public,Joel J. Hidahl Elementary,Ceres Unified,Stanislaus,2351 East Redwood Road,Ceres,CA,No,1,K-6,K-6,713.9569919380566
10622811033950,Active,No,Traditional,High School,Public,Laton High,Laton Joint Unified,Fresno,6449 DeWoody,Laton,CA,No,1,9-12,9-12,711.9175770029434
57105790113787,Active,No,County Community School,High School,Public,Cesar Chavez Community,Yolo County Office of Education,Yolo,255 West Beamer Street,Woodland,CA,Yes,2,7-12,9-12,711.1952738463831
57105796077275,Active,No,Special Education School,Elementary - High Combination,Public,Yolo County Special Education,Yolo County Office of Education,Yolo,285 West Beamer Street,Woodland,CA,Yes,2,K-12,K-12,711.1952738463831
54722316054472,Active,No,Traditional,Elementary,Public,Frank Kohn Elementary,Tulare City,Tulare,500 South Laspina Street,Tulare,CA,No,1,K-6,K-6,706.8285922127861
50105045030085,Active,No,County Community School,Intermediate/Middle/Junior High - High Combination,Public,Stanislaus Military Academy at Teel,Stanislaus County Office of Education,Stanislaus,5255 1st Street,Empire,CA,Yes,3,9-12,8-12,695.3009271091341
50710766052518,Active,No,Traditional,Elementary,Public,Empire Elementary,Empire Union Elementary,Stanislaus,5201 First St,Empire,CA,Yes,3,K-6,K-6,695.3009271091341
50711750120212,Active,Yes,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Aspire Vanguard College Preparatory Academy,Modesto City High,Stanislaus,819 Sunset Avenue,Modesto,CA,Yes,3,6-12,6-12,695.3009271091341
37683876070882,Active,No,Traditional,Elementary,Public,Solana Vista Elementary,Solana Beach Elementary,San Diego,780 Santa Victoria Avenue,Solana Beach,CA,No,1,K-3,K-3,691.1029089700777
39685936107429,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,George McParland Elementary,Manteca Unified,San Joaquin,1601 Northgate Drive,Manteca,CA,No,1,K-8,K-8,681.4839585570287
50757396115208,Active,No,Traditional,Elementary,Public,Dennis G. Earl Elementary,Turlock Unified,Stanislaus,4091 North Olive Avenue,Turlock,CA,No,1,K-6,K-6,681.3013281844172
50711676052682,Active,No,Traditional,Elementary,Public,Fairview Elementary,Modesto City Elementary,Stanislaus,1937 West Whitmore Avenue,Modesto,CA,No,1,K-6,K-6,660.7561235322158
10622650106815,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Thomas Law Reed Elementary,Kings Canyon Joint Unified,Fresno,1400 North Frankwood Avenue,Reedley,CA,No,1,K-8,K-8,640.7353032772511
50712906095517,Active,No,Traditional,Elementary,Public,Stockard Coffee Elementary,Sylvan Union Elementary,Stanislaus,3900 Northview Drive,Modesto,CA,No,1,K-5,K-6,631.597418983405
10755986005813,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Caruthers Elementary,Caruthers Unified,Fresno,13699 South Quince Quince Avenue and Tiller Avenue,Caruthers,CA,No,1,K-8,K-8,626.705329602537
54722566092795,Active,No,Traditional,Elementary,Public,Linwood Elementary,Visalia Unified,Tulare,3129 South Linwood Street,Visalia,CA,Yes,2,K-6,K-6,622.6976857566109
54722566112049,Active,No,Traditional,Intermediate/Middle/Junior High,Public,La Joya Middle,Visalia Unified,Tulare,4711 West La Vida,Visalia,CA,Yes,2,7-8,7-8,622.6976857566109
39685776041974,Active,No,Traditional,Elementary,Public,Linden Elementary,Linden Unified,San Joaquin,18100 West Front Street,Linden,CA,No,1,K-4,K-4,611.4859332010058
54718606118111,Active,No,Traditional,Intermediate/Middle/Junior High,Public,El Monte Middle,Cutler-Orosi Joint Unified,Tulare,42111 Road 128,Orosi,CA,No,1,6-8,6-8,609.93809328349
15634046009369,Active,Yes,Traditional,Elementary,Public,Del Vista Math and Science Academy,Delano Union Elementary,Kern,710 Quincy Street,Delano,CA,No,1,K-5,K-5,607.6899428871847
54755230116590,Active,Yes,Traditional,High School,Public,Harmony Magnet Academy,Porterville Unified,Tulare,19429 Road 228,Strathmore,CA,Yes,2,9-12,9-12,607.3649999999944
54755235434931,Active,No,Traditional,High School,Public,Strathmore High,Porterville Unified,Tulare,22568 Avenue 196,Strathmore,CA,Yes,2,9-12,9-12,607.3649999999944
15739081530146,Active,No,Continuation School,High School,Public,San Joaquin High (Continuation),McFarland Unified,Kern,599 Fifth Street,McFarland,CA,Yes,2,9-12,9-12,578.1922703596757
15739081530229,Active,No,Alternative School of Choice,High School,Public,McFarland Independent,McFarland Unified,Kern,599 Fifth Street,McFarland,CA,Yes,2,9-12,9-12,578.1922703596757
15739086009765,Active,No,Traditional,Elementary,Public,Kern Avenue Elementary,McFarland Unified,Kern,356 West Kern Avenue,McFarland,CA,No,1,K-6,K-6,558.5349165770391
50712666120844,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Salida Middle School - Vella Campus,Salida Union Elementary,Stanislaus,5041 Toomes Road,Salida,CA,No,1,6-8,6-8,547.7362389202842
56725536096838,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Los Primeros School of Sciences & Arts,Pleasant Valley,Ventura,1555 Kendall Avenue,Camarillo,CA,No,1,K-8,K-8,541.0205085358123
54722560133819,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Ridgeview Middle,Visalia Unified,Tulare,3315 North Akers Street,Visalia,CA,No,1,7-8,7-8,530.1887099426018
50105045030069,Active,No,Juvenile Court School,Intermediate/Middle/Junior High - High Combination,Public,Stanislaus County West Campus,Stanislaus County Office of Education,Stanislaus,2215 Blue Gum Avenue,Modesto,CA,Yes,2,K-12,7-12,529.3001305035104
50105045030226,Active,No,County Community School,Intermediate/Middle/Junior High - High Combination,Public,Petersen Alternative Center for Education,Stanislaus County Office of Education,Stanislaus,2209 Blue Gum Avenue,Modesto,CA,Yes,2,6-12,6-12,529.3001305035104
54105466119291,Active,Yes,Traditional,Elementary - High Combination,Public,Eleanor Roosevelt Community Learning Center,Tulare County Office of Education,Tulare,31191 Road 180,Visalia,CA,No,1,K-12,K-12,526.6811167019582
51713656053243,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Browns Elementary,Browns Elementary,Sutter,1248 Pacific Avenue,Rio Oso,CA,No,1,K-8,K-8,526.5597321544553
58727440112623,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Riverside Meadows Intermediate,Plumas Lake Elementary,Yuba,1751 Cimarron Drive,Plumas Lake,CA,No,1,6-8,6-8,525.3569048325649
54720256054183,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Outside Creek Elementary,Outside Creek Elementary,Tulare,26452 Road 164,Visalia,CA,No,1,K-8,K-8,515.0337270568921
39685936042345,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Lincoln Elementary,Manteca Unified,San Joaquin,750 East Yosemite Avenue,Manteca,CA,No,1,K-8,K-8,506.236142733897
39685936109532,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Stella Brockman Elementary,Manteca Unified,San Joaquin,763 Silverado Drive,Manteca,CA,No,1,K-8,K-8,497.85391691516736
50711676052765,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Mark Twain Junior High,Modesto City Elementary,Stanislaus,707 Emerald Avenue,Modesto,CA,No,1,7-8,7-8,494.3335534747008
10621666088546,Active,No,Traditional,Elementary,Public,King Elementary,Fresno Unified,Fresno,1001 East Florence Avenue,Fresno,CA,No,1,K-6,K-6,486.37836568581184
30736506120141,Active,No,Traditional,Elementary,Public,Oak Creek Elementary,Irvine Unified,Orange,1 Dove Creek,Irvine,CA,No,1,K-6,K-6,486.1415848763416
10622651030378,Active,No,Alternative School of Choice,Elementary - High Combination,Public,Mountain View (Alternative),Kings Canyon Joint Unified,Fresno,877 E. North Avenue,Reedley,CA,Yes,2,K-12,1-12,481.68554729303065
10622651035310,Active,No,Traditional,High School,Public,Reedley High,Kings Canyon Joint Unified,Fresno,740 West North Avenue,Reedley,CA,Yes,2,9-12,9-12,481.68554729303065
54722565430368,Active,No,Traditional,High School,Public,El Diamante High,Visalia Unified,Tulare,5100 West Whitendale Avenue,Visalia,CA,No,1,9-12,9-12,473.84188959724463
24658706025829,Active,No,Traditional,Elementary,Public,Frank Sparkes Elementary,Winton,Merced,7265 West Almond Avenue,Winton,CA,No,1,K-5,K-5,473.6821169082814
50711755030010,Active,No,Traditional,High School,Public,Fred C. Beyer High,Modesto City High,Stanislaus,1717 Sylvan Avenue,Modesto,CA,No,1,9-12,9-12,467.9483291208415
54753256100275,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Farmersville Junior High,Farmersville Unified,Tulare,650 North Virginia Street,Farmersville,CA,No,1,7-8,7-8,461.25682594790834
39685776041990,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Waterloo Elementary,Linden Unified,San Joaquin,7007 North Pezzi Road,Stockton,CA,No,1,5-8,5-8,458.64257249675734
24658700111294,Active,No,Traditional,Elementary,Public,Winfield Elementary,Winton,Merced,6981 Chestnut Lane,Winton,CA,No,1,K-5,K-5,457.32802915102667
54721816054407,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Sunnyside Elementary,Sunnyside Union Elementary,Tulare,21644 Avenue 196,Strathmore,CA,No,1,P-8,K-8,456.9043906228098
30666470109678,Active,No,Traditional,Elementary,Public,Lakeview Elementary,Placentia-Yorba Linda Unified,Orange,17510 Lakeview Avenue,Yorba Linda,CA,No,1,K-5,K-5,455.7975892357613
51713995130059,Active,No,Continuation School,High School,Public,Valley Oak Continuation High,Live Oak Unified,Sutter,2207 Pennington Road,Live Oak,CA,Yes,2,9-12,11-12,445.67023903929885
51713995130067,Active,No,Alternative School of Choice,Intermediate/Middle/Junior High - High Combination,Public,Live Oak Alternative,Live Oak Unified,Sutter,2207 Pennington Road,Live Oak,CA,Yes,2,K-12,7-12,445.67023903929885
54722566054704,Active,No,Traditional,Elementary,Public,Annie R. Mitchell,Visalia Unified,Tulare,2121 East Laura Avenue,Visalia,CA,No,1,P-6,K-6,443.96153240001854
50712826053060,Active,No,Traditional,Elementary,Public,Josephine Chrysler Elementary,Stanislaus Union Elementary,Stanislaus,2818 Conant Avenue,Modesto,CA,No,1,K-6,K-6,441.4043793247701
33672156032577,Active,No,Traditional,Elementary,Public,Emerson Elementary,Riverside Unified,Riverside,4660 Ottawa Avenue,Riverside,CA,No,1,P-6,K-6,431.8574358472704
10622406006720,Active,Yes,Traditional,Elementary,Public,Washington Elementary,Kingsburg Elementary Charter,Fresno,1501 Ellis Street,Kingsburg,CA,No,1,K,K,414.41158423461
54722560125708,Active,No,Traditional,Elementary,Public,Shannon Ranch Elementary,Visalia Unified,Tulare,3637 North Ranch Street,Visalia,CA,No,1,K-6,K-6,413.5494377099129
15636936009914,Active,No,Traditional,Elementary,Public,Norris Elementary,Norris Elementary,Kern,7110 Old Farm Road,Bakersfield,CA,No,1,K-6,K-6,409.2188268632576
10767781038306,Active,No,Traditional,High School,Public,Washington High,Washington Unified,Fresno,6041 South Elm Avenue,Fresno,CA,No,1,9-12,9-12,399.35360688973674
51714646053409,Active,No,Traditional,Elementary,Public,Lincoln Elementary,Yuba City Unified,Sutter,1582 Lincoln Road,Yuba City,CA,No,1,K-5,K-5,393.28615715102734
10623566007025,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Pacific Union Elementary,Pacific Union Elementary,Fresno,2065 East Bowles Avenue,Fresno,CA,No,1,K-8,K-8,391.5686794611346
35752596035117,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,San Juan,Aromas - San Juan Unified,San Benito,100 Nyland Drive,San Juan Bautista,CA,No,1,K-8,K-8,386.92478881314713
10623646115224,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Parlier Junior High,Parlier Unified,Fresno,1200 East Parlier Avenue,Parlier,CA,No,1,7-8,7-8,382.1029006570376
10621170111153,Active,No,Traditional,Elementary,Public,Reagan Elementary,Clovis Unified,Fresno,3701 Ashlan Avenue,Clovis,CA,Yes,3,K-6,K-6,381.83550560000657
10621171030683,Active,No,Traditional,High School,Public,Clovis East High,Clovis Unified,Fresno,2940 Leonard Avenue,Clovis,CA,Yes,3,9-12,9-12,381.83550560000657
10621176109243,Active,No,Traditional,Elementary,Public,Red Bank Elementary,Clovis Unified,Fresno,1454 Locan Avenue,Clovis,CA,No,1,K-6,K-6,381.83550560000657
10621176116321,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Reyburn Intermediate,Clovis Unified,Fresno,2901 DeWolf Avenue,Clovis,CA,Yes,3,7-8,7-8,381.83550560000657
10621176120091,Active,No,Traditional,Elementary,Public,Freedom Elementary,Clovis Unified,Fresno,2955 Gettysburg Avenue,Clovis,CA,No,1,K-6,K-6,381.83550560000657
50757396053177,Active,No,Traditional,Elementary,Public,Julien Elementary,Turlock Unified,Stanislaus,1924 East Canal Drive,Turlock,CA,No,1,K-6,K-6,375.3081684935087
56739406112189,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Mesa Verde Middle,Moorpark Unified,Ventura,14000 Peach Hill Road,Moorpark,CA,No,1,6-8,6-8,373.4310115898822
54718606053938,Active,No,Traditional,Elementary,Public,Palm Elementary,Cutler-Orosi Joint Unified,Tulare,12915 Avenue 419,Orosi,CA,No,1,K-5,K-5,369.9711768728426
39686763932654,Active,No,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Franklin High,Stockton Unified,San Joaquin,4600 East Fremont Street,Stockton,CA,No,1,6-12,6-12,366.6389412236207
35674700115428,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Hollister Dual Language Academy,Hollister,San Benito,"873 Santa Ana Road, Suite 200",Hollister,CA,Yes,3,K-8,K-8,359.41723899629216
35674706112320,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Maze Middle,Hollister,San Benito,900 Meridian Street,Hollister,CA,Yes,3,6-8,6-8,359.41723899629216
35674706114557,Active,No,Traditional,Elementary,Public,Gabilan Hills,Hollister,San Benito,901 Santa Ana Road,Hollister,CA,Yes,3,K-5,K-5,359.41723899629216
39685936042394,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Shasta Elementary,Manteca Unified,San Joaquin,751 East Edison Street,Manteca,CA,No,1,K-8,K-8,357.833418354616
10622656006878,Active,No,Traditional,Elementary,Public,Washington Elementary,Kings Canyon Joint Unified,Fresno,1250 K Street,Reedley,CA,No,1,P-5,K-5,345.7579221244523
56768286055552,Active,No,Traditional,Elementary,Public,Blanchard Elementary,Santa Paula Unified,Ventura,115 Peck Road,Santa Paula,CA,No,1,K-5,K-5,344.82150850549914
58727516056816,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Bear River,Wheatland,Yuba,100 Wheatland Park Drive,Wheatland,CA,Yes,2,4-8,4-8,343.7411924029183
58727690123570,Active,No,Community Day School,High School,Public,Wheatland Community Day High,Wheatland Union High,Yuba,1010 Wheatland Road,Wheatland,CA,Yes,2,7-12,9-11,343.7411924029183
10624306111124,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Abraham Lincoln Middle,Selma Unified,Fresno,1239 Nelson Boulevard,Selma,CA,No,1,7-8,7-8,340.33471911683466
15101570119669,Active,Yes,Traditional,Elementary - High Combination,Public,Wonderful College Prep Academy,Kern County Office of Education,Kern,2070 Veneto Street,Delano,CA,No,1,K-12,K-12,339.2657713123778
52715636053557,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Lassen View Elementary,Lassen View Union Elementary,Tehama,10818 Highway 99-E,Los Molinos,CA,No,1,K-8,K-8,338.2405323248595
10622406006712,Active,Yes,Traditional,Elementary,Public,Roosevelt Elementary,Kingsburg Elementary Charter,Fresno,1185 Tenth Street,Kingsburg,CA,No,1,1,1,330.9952727707326
39686760111344,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Wilhelmina Henry Elementary,Stockton Unified,San Joaquin,1107 South Wagner Avenue,Stockton,CA,No,1,K-8,K-8,327.1028341370531
10739650113993,Active,No,Traditional,Elementary,Public,Harvest Elementary,Central Unified,Fresno,6514 West Gettysburg Avenue,Fresno,CA,Yes,3,K-6,K-6,317.636233199997
10739650123943,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Glacier Point Middle,Central Unified,Fresno,4055 North Bryan Avenue,Fresno,CA,Yes,3,7-8,7-8,317.636233199997
10739650140509,Pending,No,Traditional,High School,Public,Justin Garza High,Central Unified,Fresno,4100 North Grantland Avenue,Fresno,CA,Yes,3,9-12,No Data,317.636233199997
15638426010268,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Thomas Jefferson Middle,Wasco Union Elementary,Kern,305 Griffith Avenue,Wasco,CA,No,1,6-8,6-8,316.28277623042516
51713995135256,Active,No,Traditional,High School,Public,Live Oak High,Live Oak Unified,Sutter,2351 Pennington Road,Live Oak,CA,No,1,9-12,9-12,315.34606225974505
15635291530021,Active,No,Continuation School,High School,Public,Central Valley High (Continuation),Kern High,Kern,526 Mannel Avenue,Shafter,CA,Yes,2,9-12,11-12,310.02905186291974
15635291535087,Active,No,Traditional,High School,Public,Shafter High,Kern High,Kern,526 Mannel Avenue,Shafter,CA,Yes,2,9-12,9-12,310.02905186291974
39686760108159,Active,No,Traditional,High School,Public,Cesar Chavez High,Stockton Unified,San Joaquin,2929 Windflower Lane,Stockton,CA,No,1,9-12,9-12,307.72812426486985
33672153334406,Active,No,Traditional,High School,Public,John W. North High,Riverside Unified,Riverside,1550 West Third Street,Riverside,CA,No,1,9-12,9-12,301.8279927160163
15637196009963,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Pond Elementary,Pond Union Elementary,Kern,29585 Pond Road,Wasco,CA,No,1,K-8,K-8,301.63631763666797
24657716025621,Active,No,Traditional,Elementary,Public,Franklin Elementary,Merced City Elementary,Merced,2936 Franklin Road,Merced,CA,No,1,K-3,K-3,296.0819668909208
15634121531656,Active,No,Continuation School,High School,Public,Valley High,Delano Joint Union High,Kern,1927 Randolph Street,Delano,CA,Yes,2,9-12,9-12,295.69988818790245
15634121531672,Active,No,Traditional,High School,Public,Delano High,Delano Joint Union High,Kern,1331 Cecil Avenue,Delano,CA,Yes,2,9-12,9-12,295.69988818790245
58727366056667,Active,No,Traditional,Elementary,Public,Cordua Elementary,Marysville Joint Unified,Yuba,2830 Highway 20,Marysville,CA,No,1,K-5,K-5,295.54824027127285
15635786009989,Active,No,Traditional,Elementary,Public,Redwood Elementary,Richland Union Elementary,Kern,331 North Shafter Avenue,Shafter,CA,Yes,2,K-6,K-6,291.9295092354461
15635786010003,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Richland Junior High,Richland Union Elementary,Kern,331 Shafter Avenue,Shafter,CA,Yes,2,7-8,7-8,291.9295092354461
57727105738802,Active,No,Traditional,High School,Public,Woodland Senior High,Woodland Joint Unified,Yolo,21 North West Street,Woodland,CA,No,1,9-12,9-12,287.91882927782535
10621581032150,Active,No,Traditional,High School,Public,Fowler High,Fowler Unified,Fresno,701 East Main Street,Fowler,CA,No,1,9-12,9-12,287.7454290029187
54718606053904,Active,No,Traditional,Elementary,Public,Cutler Elementary,Cutler-Orosi Joint Unified,Tulare,40532 Road 128,Cutler,CA,No,1,K-5,K-5,284.8149312753175
54721570114595,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Strathmore Elementary,Strathmore Union Elementary,Tulare,23024 Avenue 198,Strathmore,CA,Yes,2,K-8,K-8,283.0248651081924
54721576120646,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Strathmore Community Day,Strathmore Union Elementary,Tulare,19938 Road 230,Strathmore,CA,Yes,2,K-8,5-8,283.0248651081924
43695834333951,Active,No,Traditional,High School,Public,Live Oak High,Morgan Hill Unified,Santa Clara,1505 East Main Avenue,Morgan Hill,CA,No,1,9-12,9-12,281.75922617086485
50711346119002,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Barbara Spratling Middle,Keyes Union,Stanislaus,5277 Washington Road,Hughson,CA,No,1,6-8,6-8,275.44133771765405
54755310102707,Active,No,Traditional,Elementary,Public,John F. Kennedy Elementary,Dinuba Unified,Tulare,999 North Crawford,Dinuba,CA,Yes,2,K-6,K-6,271.3882932517269
54755316053995,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Washington Intermediate,Dinuba Unified,Tulare,1150 North Hayes Avenue,Dinuba,CA,Yes,2,7-8,7-8,270.11948059924583
39685936042337,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Lathrop Elementary,Manteca Unified,San Joaquin,15851 South Fifth Street,Lathrop,CA,No,1,K-8,K-8,267.6485827861522
10621586115190,Active,No,Traditional,Intermediate/Middle/Junior High,Public,John Sutter Middle,Fowler Unified,Fresno,701 East Walter,Fowler,CA,No,1,6-8,6-8,264.65225468439274
56725536112171,Active,No,Traditional,Elementary,Public,Tierra Linda Elementary,Pleasant Valley,Ventura,1201 Woodcreek Road,Camarillo,CA,No,1,K-5,K-5,255.75548681218177
50710430108076,Active,No,Traditional,High School,Public,Central Valley High,Ceres Unified,Stanislaus,4033 Central Avenue,Ceres,CA,No,1,9-12,9-12,254.94168370117202
15634046117915,Active,No,Traditional,Elementary,Public,Morningside,Delano Union Elementary,Kern,2100 Summer Drive,Delano,CA,No,1,K-5,K-5,253.24823285847185
10623640107409,Active,No,Traditional,Elementary,Public,S Ben Benavidez Elementary,Parlier Unified,Fresno,13900 Tuolumne Street,Parlier,CA,No,1,K-6,K-6,253.10255354579496
54722566107536,Active,No,Traditional,Elementary,Public,Pinkham Elementary,Visalia Unified,Tulare,2200 East Tulare Avenue,Visalia,CA,No,1,K-6,K-6,250.93477400000646
24658706109425,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Winton Middle,Winton,Merced,6300 North Cypress Avenue,Winton,CA,No,1,6-8,6-8,250.08393741130874
10622571033695,Active,No,Traditional,High School,Public,Kingsburg High,Kingsburg Joint Union High,Fresno,1900 18th Avenue,Kingsburg,CA,No,1,9-12,9-12,248.13388695901162
54753255430210,Active,No,Traditional,High School,Public,Farmersville High,Farmersville Unified,Tulare,631 East Walnut Avenue,Farmersville,CA,No,1,9-12,9-12,241.33049274221574
54753255430277,Active,No,Continuation School,High School,Public,Deep Creek Academy,Farmersville Unified,Tulare,281 South Farmersville Boulevard,Farmersville,CA,Yes,2,9-12,10-12,239.19364412775295
54753256054076,Active,No,Traditional,Elementary,Public,George L. Snowden Elementary,Farmersville Unified,Tulare,301 South Farmersville Boulevard,Farmersville,CA,Yes,2,2-3,2-3,239.19364412775295
10767780108993,Active,No,Community Day School,High School,Public,Easton Community Day,Washington Unified,Fresno,5865 South Clara Avenue,Fresno,CA,Yes,3,9-12,9-11,238.53380459708123
10767780122473,Active,No,Alternative School of Choice,High School,Public,Elm High,Washington Unified,Fresno,5865 South Clara Avenue,Fresno,CA,Yes,3,9-12,9-12,238.53380459708123
10767781038298,Active,No,Continuation School,High School,Public,Easton Continuation High,Washington Unified,Fresno,5865 South Clara Avenue,Fresno,CA,Yes,3,9-12,11-12,238.53380459708123
50711676052690,Active,No,Traditional,Elementary,Public,Franklin Elementary,Modesto City Elementary,Stanislaus,120 South Emerald Avenue,Modesto,CA,No,1,K-6,K-6,237.48164543347445
50711676052641,Active,No,Traditional,Elementary,Public,Burbank Elementary,Modesto City Elementary,Stanislaus,1135 Paradise Road,Modesto,CA,No,1,K-6,K-6,237.43661421428115
24657486025506,Active,No,Traditional,Elementary,Public,Campus Park Elementary,Livingston Union,Merced,1845 H Street,Livingston,CA,No,1,K-5,K-5,236.23507536445953
58727440114652,Active,No,Traditional,Elementary,Public,Cobblestone Elementary,Plumas Lake Elementary,Yuba,1718 Churchill Way,Plumas Lake,CA,No,1,K-5,K-5,234.49284346389825
54722310113639,Active,No,Traditional,Elementary,Public,Mission Valley Elementary,Tulare City,Tulare,1695 Bella Oaks Drive,Tulare,CA,No,1,K-6,K-6,230.958147723977
54719025430335,Active,No,Traditional,Elementary,Public,Alila,Earlimart Elementary,Tulare,850 West Washington Avenue,Earlimart,CA,No,1,K-5,K-5,230.90221707513916
24657710112615,Active,No,Traditional,Elementary,Public,Joe Stefani,Merced City Elementary,Merced,2768 Ranchero Lane,Merced,CA,No,1,3-6,3-6,218.84179020638277
58727366056659,Active,No,Traditional,Elementary,Public,Cedar Lane Elementary,Marysville Joint Unified,Yuba,841 Cedar Lane,Olivehurst,CA,No,1,K-6,K-6,218.3304078996162
27659956026082,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Chualar Elementary,Chualar Union,Monterey,24285 Lincoln Street,Chualar,CA,No,1,K-8,K-8,214.0545246179861
54719026054027,Active,No,Traditional,Elementary,Public,Earlimart Elementary,Earlimart Elementary,Tulare,192 South Church Road,Earlimart,CA,No,1,K-5,K-5,212.82334978218245
58727690133751,Active,No,Continuation School,High School,Public,Edward P. Duplex,Wheatland Union High,Yuba,1010 Wheatland Road,Wheatland,CA,Yes,2,9-12,10-12,198.97795349048266
58727695838305,Active,No,Traditional,High School,Public,Wheatland Union High,Wheatland Union High,Yuba,1010 Wheatland Road,Wheatland,CA,Yes,2,9-12,9-12,198.97795349048266
54720906054324,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Rockford Elementary,Rockford Elementary,Tulare,14983 Road 208,Porterville,CA,No,1,K-8,K-8,192.99349791784647
50711676052633,Active,No,Traditional,Elementary,Public,Bret Harte Elementary,Modesto City Elementary,Stanislaus,909 Glenn Avenue,Modesto,CA,No,1,K-6,K-6,192.55988381341774
54722566054647,Active,No,Traditional,Elementary,Public,Mineral King Elementary,Visalia Unified,Tulare,3333 East Kaweah Avenue,Visalia,CA,No,1,P-6,K-6,190.19640200031026
54755316107650,Active,No,Traditional,Elementary,Public,Roosevelt Elementary,Dinuba Unified,Tulare,1311 Euclid Avenue,Dinuba,CA,No,1,K-6,K-6,189.54733810371627
10621170133314,Active,No,Traditional,Elementary,Public,Virginia R. Boris Elementary,Clovis Unified,Fresno,7071 East Clinton Avenue,Fresno ,CA,No,1,K-6,K-6,188.5533684197325
51714156053300,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Meridian Elementary,Meridian Elementary,Sutter,15898 Central Street,Meridian,CA,No,1,K-8,K-8,187.79292726442316
58727286115935,Active,Yes,Traditional,Elementary - High Combination,Public,CORE Charter,Camptonville Elementary,Yuba,321 16th Street,Marysville,CA,No,1,K-12,K-12,185.42917778715702
