cds_code,status,charter,ed_type,level,pb_prv_bie,school,district,county,street,city,state,stacked,stack_cnt,grades_offered,grades_served,pounds_chloropicrin_intersection
42692296068902,Active,No,Traditional,Elementary,Public,Miguelito Elementary,Lompoc Unified,Santa Barbara,1600 West Olive Avenue,Lompoc,CA,No,1,K-6,K-6,252.98299579670447
10621176120091,Active,No,Traditional,Elementary,Public,Freedom Elementary,Clovis Unified,Fresno,2955 Gettysburg Avenue,Clovis,CA,No,1,K-6,K-6,252.51825088475238
50710926052542,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Hart-Ransom Elementary,Hart-Ransom Union Elementary,Stanislaus,3930 Shoemake Avenue,Modesto,CA,No,1,K-8,K-8,241.1130080491936
50712090112383,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Paradise Charter,Paradise Elementary,Stanislaus,3361 California Avenue,Modesto,CA,Yes,2,K-8,K-8,238.84320934316236
50712096052914,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Paradise Elementary,Paradise Elementary,Stanislaus,3361 California Avenue,Modesto,CA,Yes,2,K-8,K-8,238.84320934316236
39685936042378,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Nile Garden Elementary,Manteca Unified,San Joaquin,5700 East Nile Road,Manteca,CA,No,1,K-8,K-8,233.99356590729556
24656496025399,Active,No,Traditional,Elementary,Public,Cressey Elementary,Ballico-Cressey Elementary,Merced,9921 Crocker Street,Cressey,CA,No,1,K,K,214.37797316226366
42692290100651,Active,No,Alternative School of Choice,Elementary - Intermediate/Middle/Junior High Combination,Public,Mission Valley,Lompoc Unified,Santa Barbara,1301 North A Street,Lompoc,CA,Yes,2,K-8,K-8,195.5691987523129
42692296045629,Active,No,Traditional,Elementary,Public,La Honda STEAM Academy,Lompoc Unified,Santa Barbara,1213 North A Street,Lompoc,CA,Yes,2,K-6,K-6,195.5691987523129
50755726053219,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Waterford Junior,Waterford Unified,Stanislaus,12916 Bentley Street,Waterford,CA,No,1,7-8,7-8,187.5884673200801
15635526009666,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Lakeside,Lakeside Union,Kern,14535 Old River Road,Bakersfield,CA,No,1,K-8,K-8,182.97821720384167
10101081030337,Active,No,Juvenile Court School,Intermediate/Middle/Junior High - High Combination,Public,Alice M. Worsley,Fresno County Office of Education,Fresno,3333 American Avenue,Fresno,CA,No,1,K-12,7-12,181.840128037703
44104470136572,Active,Yes,Traditional,High School,Public,Santa Cruz County Career Advancement Charter,Santa Cruz County Office of Education,Santa Cruz,229 Green Valley Road,Freedom,CA,No,1,12,12,166.7368345238449
43695834333951,Active,No,Traditional,High School,Public,Live Oak High,Morgan Hill Unified,Santa Clara,1505 East Main Avenue,Morgan Hill,CA,No,1,9-12,9-12,163.0999062752401
15634040106575,Active,No,Traditional,Elementary,Public,Harvest Elementary,Delano Union Elementary,Kern,1320 Vassar Avenue,Delano,CA,Yes,2,K-5,K-5,151.55629171503335
15634040112185,Active,No,Traditional,Intermediate/Middle/Junior High,Public,La Vina Middle,Delano Union Elementary,Kern,1331 Browning Road,Delano,CA,Yes,2,6-8,5-8,151.55629171503335
16639416010474,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Kings River-Hardwick Elementary,Kings River-Hardwick Union Elementary,Kings,10300 Excelsior Avenue,Hanford,CA,No,1,K-8,K-8,146.52712751602465
10623646007041,Active,No,Traditional,Elementary,Public,John C Martinez Elementary,Parlier Unified,Fresno,13174 East Parlier Avenue,Parlier,CA,No,1,K-6,K-6,142.8065848973805
50755496052575,Active,No,Traditional,Elementary,Public,Hughson Elementary,Hughson Unified,Stanislaus,7201 East Whitmore Avenue,Hughson,CA,No,1,K-3,K-3,140.513104442966
39685856042121,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Houston,Lodi Unified,San Joaquin,4600 East Acampo Road,Acampo,CA,No,1,K-8,K-8,139.1318503695309
50710680132662,Active,Yes,Traditional,Elementary,Public,Denair Elementary Charter Academy,Denair Unified,Stanislaus,3773 Madera Avenue,Denair,CA,Yes,2,K-5,K-5,138.72208410782176
50710686052500,Active,No,Traditional,Elementary,Public,Denair Elementary,Denair Unified,Stanislaus,3773 Madera Avenue,Denair,CA,Yes,2,K-5,K-5,138.72208410782176
24657486025514,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Livingston Middle,Livingston Union,Merced,101 F Street,Livingston,CA,No,1,6-8,6-8,137.97901743601838
56726526056105,Active,No,Traditional,Elementary,Public,Junipero Serra Elementary,Ventura Unified,Ventura,8880 Halifax Street,Ventura,CA,No,1,K-5,K-5,136.8063134655485
50712666120844,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Salida Middle School - Vella Campus,Salida Union Elementary,Stanislaus,5041 Toomes Road,Salida,CA,No,1,6-8,6-8,135.6227191450359
50712660124768,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Great Valley Academy - Salida,Salida Union Elementary,Stanislaus,5901 Sisk Road,Modesto,CA,No,1,K-8,K-8,134.59280143665495
10623646007058,Active,No,Traditional,Elementary,Public,Cesar E Chavez Elementary,Parlier Unified,Fresno,500 Tuolumne Street,Parlier,CA,No,1,K-6,K-6,133.97177311968645
54105460135459,Active,Yes,Traditional,Elementary,Public,Blue Oak Academy,Tulare County Office of Education,Tulare,28050 Road 148,Visalia,CA,No,1,K-5,K-4,133.20404404465336
10622656088959,Active,No,Traditional,Elementary,Public,Great Western Elementary,Kings Canyon Joint Unified,Fresno,5051 South Frankwood Avenue,Reedley,CA,No,1,P-5,K-5,125.16946897676013
54755230116590,Active,Yes,Traditional,High School,Public,Harmony Magnet Academy,Porterville Unified,Tulare,19429 Road 228,Strathmore,CA,Yes,2,9-12,9-12,117.66021630290636
54755235434931,Active,No,Traditional,High School,Public,Strathmore High,Porterville Unified,Tulare,22568 Avenue 196,Strathmore,CA,Yes,2,9-12,9-12,117.66021630290636
40688096043269,Active,No,Traditional,Elementary,Public,Pacheco Elementary,San Luis Coastal Unified,San Luis Obispo,261 Cuesta Drive,San Luis Obispo,CA,No,1,P-6,K-6,115.53726903009358
24656986025472,Active,No,Traditional,Elementary,Public,Merquin Elementary,Hilmar Unified,Merced,20316 West Third Avenue,Stevinson,CA,No,1,K-5,K-5,105.43747406866773
10622651033703,Active,No,Continuation School,Elementary - High Combination,Public,Kings Canyon Continuation,Kings Canyon Joint Unified,Fresno,10026 South Crawford Avenue,Dinuba,CA,No,1,9-12,2-12,96.50862340787445
50755646052906,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Oakdale Junior High,Oakdale Joint Unified,Stanislaus,400 Maag Avenue,Oakdale,CA,No,1,7-8,7-8,95.65956976855544
40687596109342,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Mesa Middle,Lucia Mar Unified,San Luis Obispo,2555 Halcyon Road,Arroyo Grande,CA,No,1,7-8,6-8,89.52667681889875
35752596035117,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,San Juan,Aromas - San Juan Unified,San Benito,100 Nyland Drive,San Juan Bautista,CA,No,1,K-8,K-8,89.01486920027683
50711676052682,Active,No,Traditional,Elementary,Public,Fairview Elementary,Modesto City Elementary,Stanislaus,1937 West Whitmore Avenue,Modesto,CA,No,1,K-6,K-6,88.88940434225563
47736844730081,Active,No,Continuation School,Intermediate/Middle/Junior High,Public,Cascade High,Butte Valley Unified,Siskiyou,615 West Third,Dorris,CA,Yes,3,9-12,9-10,86.07840308680404
47736844731253,Active,No,Traditional,High School,Public,Butte Valley High,Butte Valley Unified,Siskiyou,615 West Third Street,Dorris,CA,Yes,3,9-12,9-12,86.07840308680404
47736846114607,Active,No,Community Day School,Elementary - Intermediate/Middle/Junior High Combination,Public,Picard Community Day Elementary,Butte Valley Unified,Siskiyou,615 West Third Street,Dorris,CA,Yes,3,K-8,1-8,86.07840308680404
24102496068498,Active,No,Special Education School,Elementary - High Combination,Public,Floyd A. Schelby,Merced County Office of Education,Merced,6738 North Sultana Drive,Livingston,CA,No,1,P-12,K-12,82.75037588630451
54718606118111,Active,No,Traditional,Intermediate/Middle/Junior High,Public,El Monte Middle,Cutler-Orosi Joint Unified,Tulare,42111 Road 128,Orosi,CA,No,1,6-8,6-8,76.66736242560643
50757390108175,Active,No,Traditional,Elementary,Public,Sandra Tovar Medeiros Elementary,Turlock Unified,Stanislaus,651 West Springer Drive,Turlock,CA,No,1,K-6,K-6,75.35246819059465
10621666088942,Active,No,Traditional,Elementary,Public,Sunset Elementary,Fresno Unified,Fresno,1755 South Crystal Avenue,Fresno,CA,No,1,K-6,K-6,73.24936058604504
54755316053961,Active,No,Traditional,Elementary,Public,Grand View Elementary,Dinuba Unified,Tulare,39746 Road 64,Dinuba,CA,No,1,K-6,K-6,73.12682798315149
54753256100275,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Farmersville Junior High,Farmersville Unified,Tulare,650 North Virginia Street,Farmersville,CA,No,1,7-8,7-8,67.35007008408999
51714646053359,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Barry Elementary,Yuba City Unified,Sutter,1255 Barry Road,Yuba City,CA,No,1,K-8,K-8,67.31337427477202
50710430129106,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Patricia Kay Beaver Elementary,Ceres Unified,Stanislaus,4927 Central Avenue,Ceres,CA,No,1,K-8,K-8,66.24313794401203
27738256026447,Active,No,Traditional,Elementary,Public,Prunedale Elementary,North Monterey County Unified,Monterey,17719 Pesante Road,Salinas,CA,No,1,K-6,K-6,64.62031393524406
10622406108328,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Rafer Johnson Junior High,Kingsburg Elementary Charter,Fresno,1300 Stroud Avenue,Kingsburg,CA,No,1,7-8,7-8,63.80276121945123
10624306007322,Active,No,Traditional,Elementary,Public,Terry Elementary,Selma Unified,Fresno,12906 South Fowler Avenue,Selma,CA,No,1,K-6,K-6,63.599643105634264
10622656006837,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Riverview Elementary,Kings Canyon Joint Unified,Fresno,8662 South Lac Jac Avenue,Parlier,CA,No,1,K-8,K-8,62.47051412479901
10767781030774,Active,Yes,Traditional,Elementary - High Combination,Public,W.E.B. DuBois Public Charter,Washington Unified,Fresno,2604 Martin Luther King Boulevard,Fresno,CA,No,1,K-12,K-12,56.21168272820373
39686506106322,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Weston Elementary,Ripon Unified,San Joaquin,1660 Stanley Drive,Ripon,CA,No,1,K-8,K-8,53.46048658494108
24753660131862,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Delhi Middle,Delhi Unified,Merced,16881 West Schendel Avenue,Delhi,CA,Yes,2,7-8,7-8,53.30841541127186
24753662430114,Active,No,Traditional,High School,Public,Delhi High,Delhi Unified,Merced,16881 West Schendel Avenue,Delhi,CA,Yes,2,9-12,9-12,53.30841541127186
50105045030085,Active,No,County Community School,Intermediate/Middle/Junior High - High Combination,Public,Stanislaus Military Academy at Teel,Stanislaus County Office of Education,Stanislaus,5255 1st Street,Empire,CA,Yes,3,9-12,8-12,46.774332024425675
50710766052518,Active,No,Traditional,Elementary,Public,Empire Elementary,Empire Union Elementary,Stanislaus,5201 First St,Empire,CA,Yes,3,K-6,K-6,46.774332024425675
50711750120212,Active,Yes,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Aspire Vanguard College Preparatory Academy,Modesto City High,Stanislaus,819 Sunset Avenue,Modesto,CA,Yes,3,6-12,6-12,46.774332024425675
24657486109649,Active,No,Traditional,Elementary,Public,Yamato Colony Elementary,Livingston Union,Merced,800 North Main Street,Livingston,CA,No,1,K-5,K-5,45.62727821673575
27661420132407,Active,No,Traditional,Elementary,Public,Boronda Elementary,Salinas City Elementary,Monterey,1114 Fontes Lane,Salinas,CA,No,1,K-6,K-4,44.85781197129083
50711346052591,Active,No,Traditional,Elementary,Public,Keyes Elementary,Keyes Union,Stanislaus,4400 Maud Avenue,Keyes,CA,Yes,2,K-5,K-5,43.402928181555545
50711346113286,Active,Yes,Traditional,Elementary - High Combination,Public,Keyes to Learning Charter,Keyes Union,Stanislaus,5709 Ninth Street,Keyes,CA,Yes,2,K-12,K-12,43.402928181555545
39685856098057,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Victor Elementary,Lodi Unified,San Joaquin,17670 North Bruella Road,Victor,CA,No,1,K-6,K-8,41.28294281330362
40687596043095,Active,No,Traditional,Elementary,Public,Oceano Elementary,Lucia Mar Unified,San Luis Obispo,1551 17th Street,Oceano,CA,No,1,K-6,K-6,40.03583094726886
39686760108159,Active,No,Traditional,High School,Public,Cesar Chavez High,Stockton Unified,San Joaquin,2929 Windflower Lane,Stockton,CA,No,1,9-12,9-12,39.56618171590347
39686766042550,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Elmwood Elementary,Stockton Unified,San Joaquin,840 South Cardinal Avenue,Stockton,CA,No,1,K-8,K-8,39.36575640350374
40687590125328,Active,No,Traditional,High School,Public,Central Coast New Tech High,Lucia Mar Unified,San Luis Obispo,525 North Thompson Avenue,Nipomo,CA,Yes,2,9-12,9-12,39.215651560300714
40687594030268,Active,No,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Nipomo High,Lucia Mar Unified,San Luis Obispo,525 North Thompson Road,Nipomo,CA,Yes,2,9-12,6-12,39.215651560300714
52715636053557,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Lassen View Elementary,Lassen View Union Elementary,Tehama,10818 Highway 99-E,Los Molinos,CA,No,1,K-8,K-8,38.94429178006345
27659616119663,Active,Yes,Traditional,Elementary,Public,Oasis Charter Public,Alisal Union,Monterey,1135 Westridge Parkway,Salinas,CA,No,1,K-6,K-6,36.91852408509172
24657716025621,Active,No,Traditional,Elementary,Public,Franklin Elementary,Merced City Elementary,Merced,2936 Franklin Road,Merced,CA,No,1,K-3,K-3,36.21423142183858
43694846047336,Active,No,Traditional,Elementary,Public,Rucker Elementary,Gilroy Unified,Santa Clara,325 Santa Clara Avenue,Gilroy,CA,No,1,K-5,K-5,34.78974198644931
33672156032577,Active,No,Traditional,Elementary,Public,Emerson Elementary,Riverside Unified,Riverside,4660 Ottawa Avenue,Riverside,CA,No,1,P-6,K-6,34.39915180012324
54105466119291,Active,Yes,Traditional,Elementary - High Combination,Public,Eleanor Roosevelt Community Learning Center,Tulare County Office of Education,Tulare,31191 Road 180,Visalia,CA,No,1,K-12,K-12,34.30331616798913
58727366056667,Active,No,Traditional,Elementary,Public,Cordua Elementary,Marysville Joint Unified,Yuba,2830 Highway 20,Marysville,CA,No,1,K-5,K-5,26.410930110132888
54722566054563,Active,No,Traditional,Elementary,Public,Elbow Creek Elementary,Visalia Unified,Tulare,32747 Road 138,Visalia,CA,No,1,P-6,K-6,24.42578075169419
50755720117689,Active,No,Continuation School,High School,Public,Sentinel High,Waterford Unified,Stanislaus,121 South Reinway Avenue,Waterford,CA,Yes,2,9-12,11-12,24.20789493728343
50755725030259,Active,No,Traditional,High School,Public,Waterford High,Waterford Unified,Stanislaus,121 South Reinway,Waterford,CA,Yes,2,9-12,9-12,24.20789493728343
39685026041800,Active,No,Traditional,Elementary,Public,Farmington Elementary,Escalon Unified,San Joaquin,25233 East Highway 4,Farmington,CA,No,1,K-5,K-5,24.14958754471882
39685776041974,Active,No,Traditional,Elementary,Public,Linden Elementary,Linden Unified,San Joaquin,18100 West Front Street,Linden,CA,No,1,K-4,K-4,23.702469481617598
50757395030283,Active,No,Traditional,High School,Public,John H. Pitman High,Turlock Unified,Stanislaus,2525 West Christoffersen Parkway,Turlock,CA,No,1,9-12,9-12,22.210533494210736
10623566007025,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Pacific Union Elementary,Pacific Union Elementary,Fresno,2065 East Bowles Avenue,Fresno,CA,No,1,K-8,K-8,21.952860070367734
50712666106934,Active,No,Traditional,Elementary,Public,Sisk Elementary,Salida Union Elementary,Stanislaus,5337 Sugar Creek Lane,Salida,CA,No,1,K-5,K-5,20.719977509507633
39685776041990,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Waterloo Elementary,Linden Unified,San Joaquin,7007 North Pezzi Road,Stockton,CA,No,1,5-8,5-8,19.460335987339157
50710430109074,Active,No,Traditional,Elementary,Public,Joel J. Hidahl Elementary,Ceres Unified,Stanislaus,2351 East Redwood Road,Ceres,CA,No,1,K-6,K-6,19.433373550640066
39685773933959,Active,No,Traditional,High School,Public,Linden High,Linden Unified,San Joaquin,18527 East Front Street,Linden,CA,No,1,9-12,9-12,14.841082176797434
39686760100206,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,George W. Bush Elementary,Stockton Unified,San Joaquin,5420 Fred Russo Drive,Stockton,CA,No,1,K-8,K-8,14.294850480050055
10621666103840,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Edison Computech,Fresno Unified,Fresno,555 East Belgravia,Fresno,CA,No,1,7-8,7-8,14.228787124652374
54718605433230,Active,No,Traditional,High School,Public,Orosi High,Cutler-Orosi Joint Unified,Tulare,41815 Road 128,Orosi,CA,No,1,9-12,9-12,12.50592460182662
10622816006894,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Laton Middle,Laton Joint Unified,Fresno,6065 East Latonia,Laton,CA,Yes,2,6-8,6-8,11.749713379916917
10622816006902,Active,No,Traditional,Elementary,Public,Laton Elementary,Laton Joint Unified,Fresno,6065 Latonia,Laton,CA,Yes,2,K-5,K-5,11.749713379916917
11101166077184,Active,No,Special Education School,Elementary - High Combination,Public,Glenn County Special Education,Glenn County Office of Education,Glenn,311 South Villa Avenue,Willows,CA,No,1,K-12,K-12,11.318616373904229
10622650126292,Active,Yes,Traditional,High School,Public,Reedley Middle College High,Kings Canyon Joint Unified,Fresno,995 North Reed Avenue,Reedley,CA,No,1,9-12,9-12,10.42795539596815
10622400113142,Active,Yes,Traditional,Elementary,Public,Ronald W. Reagan Elementary,Kingsburg Elementary Charter,Fresno,1180 Diane Avenue,Kingsburg,CA,No,1,4-6,4-6,9.296479040097077
10621176005847,Active,No,Traditional,Elementary,Public,Cole Elementary,Clovis Unified,Fresno,615 West Stuart Avenue,Clovis,CA,No,1,K-6,K-6,8.873323971346387
11101161130103,Active,Yes,County Community School,Elementary - High Combination,Public,William Finch,Glenn County Office of Education,Glenn,607 East Tehama Street,Orland,CA,No,1,K-12,K-12,8.007202857914866
10621660114553,Active,Yes,Traditional,High School,Public,University High,Fresno Unified,Fresno,2611 East Matoian M/S UH134,Fresno,CA,No,1,9-12,9-12,7.328020606060726
56726526097034,Active,No,Traditional,Elementary,Public,Portola Elementary,Ventura Unified,Ventura,6700 Eagle Street,Ventura,CA,No,1,K-5,K-5,7.32693687534524
39685020126011,Active,Yes,Traditional,Elementary - High Combination,Public,Escalon Charter Academy,Escalon Unified,San Joaquin,1520 Yosemite Avenue,Escalon,CA,Yes,3,K-12,K-12,6.955918896037322
39685023930054,Active,No,Continuation School,High School,Public,Vista High (Continuation),Escalon Unified,San Joaquin,1520 Yosemite Avenue,Escalon,CA,Yes,3,9-12,11-12,6.955918896037322
39685023932308,Active,No,Traditional,High School,Public,Escalon High,Escalon Unified,San Joaquin,1528 East Yosemite Avenue,Escalon,CA,Yes,3,9-12,9-12,6.955918896037322
24753660105817,Active,No,Traditional,Elementary,Public,Harmony Elementary,Delhi Unified,Merced,16464 West August Avenue,Delhi,CA,No,1,K-6,K-6,6.38168519681862
27659956026082,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Chualar Elementary,Chualar Union,Monterey,24285 Lincoln Street,Chualar,CA,No,1,K-8,K-8,5.969032227929999
50710430108076,Active,No,Traditional,High School,Public,Central Valley High,Ceres Unified,Stanislaus,4033 Central Avenue,Ceres,CA,No,1,9-12,9-12,5.8939653428433525
42691200139824,Active,No,Traditional,Elementary,Public,Bill Libbon Elementary,Santa Maria-Bonita,Santa Barbara,750 Meehan Street,Santa Maria,CA,No,1,K-6,No Data,5.287951503080549
56725460125674,Active,No,Alternative School of Choice,High School,Public,Condor High,Oxnard Union High,Ventura,1101 West Second Street,Oxnard,CA,No,1,9-12,9-12,4.834810725238351
50710506052484,Active,No,Traditional,Elementary,Public,Chatom Elementary,Chatom Union,Stanislaus,7221 Clayton Road,Turlock,CA,No,1,K-5,K-5,4.576299928103939
50712666113823,Active,No,Traditional,Elementary,Public,Dena Boer,Salida Union Elementary,Stanislaus,4801 Gold Valley Road,Salida,CA,No,1,K-5,K-5,3.9287347047304624
11626616007611,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Willows Intermediate,Willows Unified,Glenn,1145 West Cedar Street,Willows,CA,Yes,2,6-8,6-8,3.599571868089385
11743851190016,Active,No,Regional Occupational Center/Program,High School,Public,Glenn County ROP,Glenn County ROP,Glenn,451 South Villa Avenue,Willows,CA,Yes,2,9-12,No Data,3.599571868089385
50710436052443,Active,No,Traditional,Elementary,Public,Don Pedro Elementary,Ceres Unified,Stanislaus,2300 Don Pedro Road,Ceres,CA,No,1,K-6,K-6,3.4433730285745847
54753255430277,Active,No,Continuation School,High School,Public,Deep Creek Academy,Farmersville Unified,Tulare,281 South Farmersville Boulevard,Farmersville,CA,Yes,2,9-12,10-12,2.7458383777720545
54753256054076,Active,No,Traditional,Elementary,Public,George L. Snowden Elementary,Farmersville Unified,Tulare,301 South Farmersville Boulevard,Farmersville,CA,Yes,2,2-3,2-3,2.7458383777720545
50755720117770,Active,No,Traditional,Elementary,Public,Lucille Whitehead Intermediate,Waterford Unified,Stanislaus,119 North Reinway Avenue,Waterford,CA,Yes,2,4-6,4-6,2.471244750071802
50755720118513,Active,No,Traditional,Elementary,Public,Richard M. Moon Primary,Waterford Unified,Stanislaus,319 North Reinway Avenue,Waterford,CA,Yes,2,K-3,K-3,2.471244750071802
40687596043079,Active,No,Traditional,Elementary,Public,Fairgrove Elementary,Lucia Mar Unified,San Luis Obispo,2101 The Pike,Grover Beach,CA,No,1,K-6,K-6,2.45834872066255
50755560118810,Active,No,Traditional,Elementary,Public,Mesa Verde Elementary,Riverbank Unified,Stanislaus,4850 Mesa Drive,Oakdale,CA,No,1,K-5,K-5,2.4123331847639564
54720906054324,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Rockford Elementary,Rockford Elementary,Tulare,14983 Road 208,Porterville,CA,No,1,K-8,K-8,2.0833750133610778
50710506052492,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Mountain View Middle,Chatom Union,Stanislaus,10001 Crows Landing Road,Turlock,CA,No,1,6-8,6-8,1.8734791315367485
58727516056840,Active,No,Traditional,Elementary,Public,Wheatland Elementary,Wheatland,Yuba,111 Hooper Street,Wheatland,CA,No,1,K-3,K-3,1.4565475763772449
54718606112684,Active,No,Traditional,Elementary,Public,Golden Valley Elementary,Cutler-Orosi Joint Unified,Tulare,41465 Road 127,Orosi,CA,No,1,K-5,K-5,1.339589389618284
54722566054704,Active,No,Traditional,Elementary,Public,Annie R. Mitchell,Visalia Unified,Tulare,2121 East Laura Avenue,Visalia,CA,No,1,P-6,K-6,1.035325560614249
10621170133314,Active,No,Traditional,Elementary,Public,Virginia R. Boris Elementary,Clovis Unified,Fresno,7071 East Clinton Avenue,Fresno ,CA,No,1,K-6,K-6,1.0253686753524753
54755310102707,Active,No,Traditional,Elementary,Public,John F. Kennedy Elementary,Dinuba Unified,Tulare,999 North Crawford,Dinuba,CA,Yes,2,K-6,K-6,0.7143840889614994
54755316053995,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Washington Intermediate,Dinuba Unified,Tulare,1150 North Hayes Avenue,Dinuba,CA,Yes,2,7-8,7-8,0.7143840889614994
10767780108993,Active,No,Community Day School,High School,Public,Easton Community Day,Washington Unified,Fresno,5865 South Clara Avenue,Fresno,CA,Yes,3,9-12,9-11,0.6680093806401947
10767780122473,Active,No,Alternative School of Choice,High School,Public,Elm High,Washington Unified,Fresno,5865 South Clara Avenue,Fresno,CA,Yes,3,9-12,9-12,0.6680093806401947
10767781038298,Active,No,Continuation School,High School,Public,Easton Continuation High,Washington Unified,Fresno,5865 South Clara Avenue,Fresno,CA,Yes,3,9-12,11-12,0.6680093806401947
52714726053466,Active,No,Traditional,Elementary,Public,Antelope Elementary,Antelope Elementary,Tehama,22630 Antelope Boulevard,Red Bluff,CA,No,1,K-5,K-5,0.6281451161400994
39686763932654,Active,No,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Franklin High,Stockton Unified,San Joaquin,4600 East Fremont Street,Stockton,CA,No,1,6-12,6-12,0.6185262254502509
58727516056816,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Bear River,Wheatland,Yuba,100 Wheatland Park Drive,Wheatland,CA,Yes,2,4-8,4-8,0.3344166305901479
58727690123570,Active,No,Community Day School,High School,Public,Wheatland Community Day High,Wheatland Union High,Yuba,1010 Wheatland Road,Wheatland,CA,Yes,2,7-12,9-11,0.3344166305901479
10623646115224,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Parlier Junior High,Parlier Unified,Fresno,1200 East Parlier Avenue,Parlier,CA,No,1,7-8,7-8,0.32633179448882127
39685850122879,Active,No,Community Day School,High School,Public,Walter J. Katnich Community Day,Lodi Unified,San Joaquin,13451 North Extension Road,Lodi,CA,Yes,4,7-12,9-12,0.24186549879836428
39685850132837,Active,No,Alternative School of Choice,Intermediate/Middle/Junior High,Public,Henderson,Lodi Unified,San Joaquin,13451 North Extension Road,Lodi,CA,Yes,4,7-8,7-8,0.24186549879836428
39685853930344,Active,No,Alternative School of Choice,Elementary - High Combination,Public,Independence,Lodi Unified,San Joaquin,13451 North Extension Road,Lodi,CA,Yes,4,K-12,2-12,0.24186549879836428
39685850139261,Active,No,Alternative School of Choice,Intermediate/Middle/Junior High,Public,Valley Robotics Academy,Lodi Unified,San Joaquin,13451 North Extension Road,Lodi,CA,Yes,4,K-12,7-9,0.24186526845481282
39686760115303,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Valentine Peyton Elementary,Stockton Unified,San Joaquin,2525 Gold Brook Drive,Stockton,CA,No,1,K-8,K-8,0.2162974188027053
10625136007405,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Washington Colony Elementary,Washington Colony Elementary,Fresno,130 East Lincoln Avenue,Fresno,CA,No,1,K-8,K-8,0.10907959144820721
40687596043061,Active,No,Traditional,Elementary,Public,Nipomo Elementary,Lucia Mar Unified,San Luis Obispo,190 East Price Street,Nipomo,CA,No,1,K-6,K-6,0.07371813061829595
52714726066328,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Berrendos Middle,Antelope Elementary,Tehama,401 Chestnut Avenue,Red Bluff,CA,No,1,6-8,6-8,0.012669746933697306
