cds_code,status,charter,ed_type,level,pb_prv_bie,school,district,county,street,city,state,stacked,stack_cnt,grades_offered,grades_served,pounds_13d_intersection
10622406108328,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Rafer Johnson Junior High,Kingsburg Elementary Charter,Fresno,1300 Stroud Avenue,Kingsburg,CA,No,1,7-8,7-8,372.55613704818217
51105120114207,Active,No,County Community School,Intermediate/Middle/Junior High - High Combination,Public,Feather River Academy,Sutter County Office of Education,Sutter,1895 Lassen Boulevard,Yuba City,CA,Yes,3,7-12,8-12,368.45495474927884
51105126069454,Active,No,Special Education School,Elementary - High Combination,Public,Sutter County Special Education,Sutter County Office of Education,Sutter,970 Klamath Lane,Yuba City,CA,Yes,3,K-12,K-12,368.45495474927884
51746335190012,Active,No,Regional Occupational Center/Program,High School,Public,Tri-County ROP,Tri-County ROP,Sutter,970 Klamath Lane,Yuba City,CA,Yes,3,9-12,No Data,368.45495474927884
10621170139766,Active,No,Traditional,Elementary,Public,Janet L. Young Elementary,Clovis Unified,Fresno,3140 North Locan Avenue,Fresno,CA,No,1,K-6,No Data,367.27426295317383
10622400113142,Active,Yes,Traditional,Elementary,Public,Ronald W. Reagan Elementary,Kingsburg Elementary Charter,Fresno,1180 Diane Avenue,Kingsburg,CA,No,1,4-6,4-6,364.1806892440457
24656310126771,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Bellevue Senior Elementary,Atwater Elementary,Merced,1020 East Bellevue Road,Atwater,CA,Yes,2,7-8,7-8,361.5356681557539
24656316025324,Active,No,Traditional,Elementary,Public,Bellevue Elementary,Atwater Elementary,Merced,1020 East Bellevue Road,Atwater,CA,Yes,2,K-6,K-6,361.5356681557539
10624306007256,Active,No,Traditional,Elementary,Public,Eric White Elementary,Selma Unified,Fresno,2001 Mitchell,Selma,CA,No,1,K-6,K-6,355.9932316577397
52714726053466,Active,No,Traditional,Elementary,Public,Antelope Elementary,Antelope Elementary,Tehama,22630 Antelope Boulevard,Red Bluff,CA,No,1,K-5,K-5,349.28378060607486
44697996049662,Active,No,Traditional,Elementary,Public,Bradley Elementary,Pajaro Valley Unified,Santa Cruz,321 Corralitos Road,Watsonville,CA,No,1,K-6,K-6,344.40530841451414
44697994430229,Active,Yes,Traditional,Elementary - High Combination,Public,Pacific Coast Charter,Pajaro Valley Unified,Santa Cruz,294 Green Valley Road,Watsonville,CA,No,1,K-12,1-12,339.05084876536057
54753255430210,Active,No,Traditional,High School,Public,Farmersville High,Farmersville Unified,Tulare,631 East Walnut Avenue,Farmersville,CA,No,1,9-12,9-12,331.38726319690693
16639906110233,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Pioneer Middle,Pioneer Union Elementary,Kings,101 West Pioneer Way,Hanford,CA,No,1,6-8,6-8,321.3129515631178
10739656006662,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Houghton-Kearney Elementary,Central Unified,Fresno,8905 West Kearney Boulevard,Fresno,CA,No,1,K-8,K-8,318.99389531000554
50755565036850,Active,No,Traditional,High School,Public,Riverbank High,Riverbank Unified,Stanislaus,6200 Claus Road,Riverbank,CA,No,1,9-12,9-12,316.79137279430637
15638346010227,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Sunset,Vineland Elementary,Kern,14713 Weedpatch Highway,Bakersfield,CA,No,1,5-8,5-8,312.3477651202106
50712820105700,Active,No,Traditional,Elementary,Public,Mary Lou Dieterich Elementary,Stanislaus Union Elementary,Stanislaus,2412 Warm Springs Drive,Modesto,CA,No,1,K-6,K-6,307.43339450259344
50755720117770,Active,No,Traditional,Elementary,Public,Lucille Whitehead Intermediate,Waterford Unified,Stanislaus,119 North Reinway Avenue,Waterford,CA,Yes,2,4-6,4-6,297.45300283845125
50755720118513,Active,No,Traditional,Elementary,Public,Richard M. Moon Primary,Waterford Unified,Stanislaus,319 North Reinway Avenue,Waterford,CA,Yes,2,K-3,K-3,297.45300283845125
54755230116590,Active,Yes,Traditional,High School,Public,Harmony Magnet Academy,Porterville Unified,Tulare,19429 Road 228,Strathmore,CA,Yes,2,9-12,9-12,291.7648143117039
54755235434931,Active,No,Traditional,High School,Public,Strathmore High,Porterville Unified,Tulare,22568 Avenue 196,Strathmore,CA,Yes,2,9-12,9-12,291.7648143117039
50711346052591,Active,No,Traditional,Elementary,Public,Keyes Elementary,Keyes Union,Stanislaus,4400 Maud Avenue,Keyes,CA,Yes,2,K-5,K-5,275.3368729027811
50711346113286,Active,Yes,Traditional,Elementary - High Combination,Public,Keyes to Learning Charter,Keyes Union,Stanislaus,5709 Ninth Street,Keyes,CA,Yes,2,K-12,K-12,275.3368729027811
27738252730125,Active,No,Alternative School of Choice,Elementary - High Combination,Public,North Monterey County Center for Independent Study,North Monterey County Unified,Monterey,17500 Pesante Road,Salinas,CA,Yes,2,K-12,K-12,269.9073133375157
27738252730141,Active,No,Continuation School,High School,Public,Central Bay High (Continuation),North Monterey County Unified,Monterey,17500 Pesante Road,Salinas,CA,Yes,2,9-12,10-12,269.9073133375157
10623316007009,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Orange Center Elementary,Orange Center,Fresno,3530 South Cherry Avenue,Fresno,CA,No,1,K-8,K-8,268.14595668716527
10624146007181,Active,No,Traditional,Elementary,Public,Madison Elementary,Sanger Unified,Fresno,2324 Cherry Street,Sanger,CA,No,1,P-6,K-6,264.03768174290667
39686506106322,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Weston Elementary,Ripon Unified,San Joaquin,1660 Stanley Drive,Ripon,CA,No,1,K-8,K-8,258.7104340330981
54105466119291,Active,Yes,Traditional,Elementary - High Combination,Public,Eleanor Roosevelt Community Learning Center,Tulare County Office of Education,Tulare,31191 Road 180,Visalia,CA,No,1,K-12,K-12,255.78002889455217
10622650108092,Active,No,Traditional,High School,Public,Orange Cove High,Kings Canyon Joint Unified,Fresno,1700 Anchor Avenue,Orange Cove,CA,Yes,2,9-12,9-12,250.28491229466047
10622656006746,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Citrus Middle,Kings Canyon Joint Unified,Fresno,1400 Anchor Avenue,Orange Cove,CA,Yes,2,6-8,6-8,250.28491229466047
42692036045520,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Kermit McKenzie Intermediate,Guadalupe Union Elementary,Santa Barbara,4710 West Main Street,Guadalupe,CA,No,1,4-8,5-8,237.13011127782283
44697996049670,Active,No,Traditional,Elementary,Public,Calabasas Elementary,Pajaro Valley Unified,Santa Cruz,202 Calabasas Road,Watsonville,CA,No,1,K-6,K-6,235.76036705032254
56725465630066,Active,No,Continuation School,High School,Public,Frontier High,Oxnard Union High,Ventura,545 Airport Way,Camarillo,CA,No,1,9-12,10-12,231.5304780904925
51713995130059,Active,No,Continuation School,High School,Public,Valley Oak Continuation High,Live Oak Unified,Sutter,2207 Pennington Road,Live Oak,CA,Yes,2,9-12,11-12,227.63834635322587
51713995130067,Active,No,Alternative School of Choice,Intermediate/Middle/Junior High - High Combination,Public,Live Oak Alternative,Live Oak Unified,Sutter,2207 Pennington Road,Live Oak,CA,Yes,2,K-12,7-12,227.63834635322587
27661592730109,Active,No,Traditional,High School,Public,Alisal High,Salinas Union High,Monterey,777 Williams Road,Salinas,CA,No,1,9-12,9-12,225.49737827495102
54722490133793,Active,Yes,Traditional,High School,Public,Accelerated Charter High,Tulare Joint Union High,Tulare,4136 North Mooney Boulevard,Tulare,CA,No,1,9-12,11-12,214.88691999181077
51714646067268,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Butte Vista Elementary,Yuba City Unified,Sutter,2195 Blevin Road,Yuba City,CA,No,1,K-8,K-8,205.25428946993372
56105610135780,Active,No,Special Education School,Elementary - High Combination,Public,Phoenix,Ventura County Office of Education,Ventura,500 Airport Way,Camarillo,CA,Yes,4,K-12,1-12,196.74727958829675
56105615630397,Active,No,County Community School,Intermediate/Middle/Junior High - High Combination,Public,Gateway Community,Ventura County Office of Education,Ventura,200 Horizon Circle,Camarillo,CA,Yes,4,6-12,7-12,196.74727958829675
56725460120634,Active,Yes,Traditional,High School,Public,"Architecture, Construction & Engineering Charter High (ACE)",Oxnard Union High,Ventura,570 Airport Way,Camarillo,CA,Yes,4,9-12,9-12,196.74727958829675
56746175690011,Active,No,Regional Occupational Center/Program,High School,Public,Career Education Center,Ventura County ROP,Ventura,465 Horizon Circle,Camarillo,CA,Yes,4,6-12,No Data,196.74727958829675
54722566054563,Active,No,Traditional,Elementary,Public,Elbow Creek Elementary,Visalia Unified,Tulare,32747 Road 138,Visalia,CA,No,1,P-6,K-6,192.36305340515187
10621176120091,Active,No,Traditional,Elementary,Public,Freedom Elementary,Clovis Unified,Fresno,2955 Gettysburg Avenue,Clovis,CA,No,1,K-6,K-6,165.23845276015678
44697994437901,Active,No,Traditional,High School,Public,Watsonville High,Pajaro Valley Unified,Santa Cruz,250 East Beach Street,Watsonville,CA,No,1,9-12,9-12,164.9186089772713
20652436112973,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Martin Luther King Jr. Middle,Madera Unified,Madera,601 Lilly Street,Madera,CA,No,1,7-8,7-8,154.522500634302
42692036045512,Active,No,Traditional,Elementary,Public,Mary Buren Elementary,Guadalupe Union Elementary,Santa Barbara,1050 Peralta Street,Guadalupe,CA,No,1,P-4,K-4,148.4742870872571
50757395030283,Active,No,Traditional,High School,Public,John H. Pitman High,Turlock Unified,Stanislaus,2525 West Christoffersen Parkway,Turlock,CA,No,1,9-12,9-12,137.143978465458
50755560112573,Active,No,Continuation School,High School,Public,Adelante High,Riverbank Unified,Stanislaus,6801 Seventh Street,Riverbank,CA,Yes,2,10-12,10-12,132.04786114331037
50755566052989,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Cardozo Middle,Riverbank Unified,Stanislaus,3525 Santa Fe Street,Riverbank,CA,Yes,2,6-8,6-8,132.04786114331037
10621666103840,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Edison Computech,Fresno Unified,Fresno,555 East Belgravia,Fresno,CA,No,1,7-8,7-8,127.37874003228563
54722560101857,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Oak Grove Elementary,Visalia Unified,Tulare,4445 West Ferguson Avenue,Visalia,CA,No,1,K-8,K-8,124.16009672244557
39686766042550,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Elmwood Elementary,Stockton Unified,San Joaquin,840 South Cardinal Avenue,Stockton,CA,No,1,K-8,K-8,121.48178657768436
42691200131623,Active,No,Traditional,Elementary,Public,Jiménez Roberto and Dr. Francisco Elementary,Santa Maria-Bonita,Santa Barbara,1970 South Biscayne Street,Santa Maria,CA,No,1,K-7,K-6,106.29792971606196
58727360131599,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Marysville Community Day,Marysville Joint Unified,Yuba,1919 B Street,Marysville,CA,Yes,3,7-12,9-10,104.03024632256191
58727365830138,Active,Yes,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Marysville Charter Academy for the Arts,Marysville Joint Unified,Yuba,1917 B Street,Marysville,CA,Yes,3,7-12,7-12,104.03024632256191
58727365835202,Active,No,Traditional,High School,Public,Marysville High,Marysville Joint Unified,Yuba,12 East 18th Street,Marysville,CA,Yes,3,9-12,9-12,104.03024632256191
54722560116517,Active,No,Traditional,Elementary,Public,Manuel F. Hernandez,Visalia Unified,Tulare,2133 North Leila Street,Visalia,CA,No,1,P-6,K-6,102.44635045681656
50711750110593,Active,No,Traditional,High School,Public,James C. Enochs High,Modesto City High,Stanislaus,3201 Sylvan Avenue,Modesto,CA,No,1,9-12,9-12,97.09960445033644
39685856042121,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Houston,Lodi Unified,San Joaquin,4600 East Acampo Road,Acampo,CA,No,1,K-8,K-8,92.5782063709452
51105120138040,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,AeroSTEM Academy,Sutter County Office of Education,Sutter,82 Second Street,Yuba City,CA,No,1,6-12,6-10,87.68531049961469
44104470136572,Active,Yes,Traditional,High School,Public,Santa Cruz County Career Advancement Charter,Santa Cruz County Office of Education,Santa Cruz,229 Green Valley Road,Freedom,CA,No,1,12,12,79.55592933584916
54719446054092,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Hope Elementary,Hope Elementary,Tulare,613 West Teapot Dome Avenue,Porterville,CA,No,1,K-8,K-8,69.46184464161276
20652430135079,Active,No,Traditional,Elementary,Public,Virginia Lee Rose Elementary,Madera Unified,Madera,1001 Lilly Street,Madera,CA,No,1,K-6,K-6,69.01266144796801
11765626007447,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Hamilton Elementary,Hamilton Unified,Glenn,277 Capay Avenue,Hamilton City,CA,No,1,K-8,K-8,65.41100634968821
33672156032577,Active,No,Traditional,Elementary,Public,Emerson Elementary,Riverside Unified,Riverside,4660 Ottawa Avenue,Riverside,CA,No,1,P-6,K-6,62.85032346189664
54755316054001,Active,No,Traditional,Elementary,Public,Wilson Elementary,Dinuba Unified,Tulare,305 East Kamm Avenue,Dinuba,CA,No,1,K-6,K-6,62.6361987957261
10622650126292,Active,Yes,Traditional,High School,Public,Reedley Middle College High,Kings Canyon Joint Unified,Fresno,995 North Reed Avenue,Reedley,CA,No,1,9-12,9-12,58.490959903192504
10621666088942,Active,No,Traditional,Elementary,Public,Sunset Elementary,Fresno Unified,Fresno,1755 South Crystal Avenue,Fresno,CA,No,1,K-6,K-6,47.93162857140531
56726526056105,Active,No,Traditional,Elementary,Public,Junipero Serra Elementary,Ventura Unified,Ventura,8880 Halifax Street,Ventura,CA,No,1,K-5,K-5,47.803438984339806
54753255430277,Active,No,Continuation School,High School,Public,Deep Creek Academy,Farmersville Unified,Tulare,281 South Farmersville Boulevard,Farmersville,CA,Yes,2,9-12,10-12,46.86299548470703
54753256054076,Active,No,Traditional,Elementary,Public,George L. Snowden Elementary,Farmersville Unified,Tulare,301 South Farmersville Boulevard,Farmersville,CA,Yes,2,2-3,2-3,46.86299548470703
51714645130018,Active,No,Continuation School,High School,Public,Albert Powell Continuation,Yuba City Unified,Sutter,1875 Clark Avenue,Yuba City,CA,No,1,10-12,10-12,46.78894043349165
10621581032150,Active,No,Traditional,High School,Public,Fowler High,Fowler Unified,Fresno,701 East Main Street,Fowler,CA,No,1,9-12,9-12,46.77292962511632
27738256026447,Active,No,Traditional,Elementary,Public,Prunedale Elementary,North Monterey County Unified,Monterey,17719 Pesante Road,Salinas,CA,No,1,K-6,K-6,42.35713157239496
10624146007215,Active,No,Traditional,Elementary,Public,Wilson Elementary,Sanger Unified,Fresno,610 Faller Street,Sanger,CA,No,1,P-6,K-6,40.939378679701484
39685856108856,Active,No,Traditional,Elementary,Public,Beckman Elementary,Lodi Unified,San Joaquin,2201 Scarborough Drive,Lodi,CA,No,1,P-6,K-6,40.492492590028554
10767781030774,Active,Yes,Traditional,Elementary - High Combination,Public,W.E.B. DuBois Public Charter,Washington Unified,Fresno,2604 Martin Luther King Boulevard,Fresno,CA,No,1,K-12,K-12,36.78281252348902
04614240110551,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Nord Country,Chico Unified,Butte,5554 California Street,Chico,CA,No,1,K-8,K-8,32.606841282166876
39685936042311,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,French Camp Elementary,Manteca Unified,San Joaquin,241 East Fourth Street,French Camp,CA,No,1,K-8,K-8,28.610860159221122
54718606053938,Active,No,Traditional,Elementary,Public,Palm Elementary,Cutler-Orosi Joint Unified,Tulare,12915 Avenue 419,Orosi,CA,No,1,K-5,K-5,26.43654427834641
43694846047336,Active,No,Traditional,Elementary,Public,Rucker Elementary,Gilroy Unified,Santa Clara,325 Santa Clara Avenue,Gilroy,CA,No,1,K-5,K-5,22.803876814439388
35752596035117,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,San Juan,Aromas - San Juan Unified,San Benito,100 Nyland Drive,San Juan Bautista,CA,No,1,K-8,K-8,21.75175375194661
40687596109342,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Mesa Middle,Lucia Mar Unified,San Luis Obispo,2555 Halcyon Road,Arroyo Grande,CA,No,1,7-8,6-8,21.338726891243667
40687596043095,Active,No,Traditional,Elementary,Public,Oceano Elementary,Lucia Mar Unified,San Luis Obispo,1551 17th Street,Oceano,CA,No,1,K-6,K-6,20.361007638221267
20652430110965,Active,No,Traditional,High School,Public,Madera South High,Madera Unified,Madera,755 West Pecan Avenue,Madera,CA,Yes,3,9-12,9-12,17.987661464170426
20652432035640,Active,No,Alternative School of Choice,High School,Public,Furman (Duane E.) High (Independent Study Program),Madera Unified,Madera,955 West Pecan Avenue,Madera,CA,Yes,3,K-12,9-12,17.987661464170426
20652436107122,Active,No,Traditional,Elementary,Public,Alpha Elementary,Madera Unified,Madera,900 Stadium Road,Madera,CA,Yes,3,K-6,K-6,17.98690942188635
10622816006894,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Laton Middle,Laton Joint Unified,Fresno,6065 East Latonia,Laton,CA,Yes,2,6-8,6-8,17.737763277730167
10622816006902,Active,No,Traditional,Elementary,Public,Laton Elementary,Laton Joint Unified,Fresno,6065 Latonia,Laton,CA,Yes,2,K-5,K-5,17.737763277730167
58727366056667,Active,No,Traditional,Elementary,Public,Cordua Elementary,Marysville Joint Unified,Yuba,2830 Highway 20,Marysville,CA,No,1,K-5,K-5,17.282320038509102
39686763932654,Active,No,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Franklin High,Stockton Unified,San Joaquin,4600 East Fremont Street,Stockton,CA,No,1,6-12,6-12,16.993267621932688
50757396053136,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Turlock Junior High,Turlock Unified,Stanislaus,3951 North Walnut Road,Turlock,CA,No,1,7-8,6-8,15.769374627056902
10621176005847,Active,No,Traditional,Elementary,Public,Cole Elementary,Clovis Unified,Fresno,615 West Stuart Avenue,Clovis,CA,No,1,K-6,K-6,14.875626832935048
10621660114553,Active,Yes,Traditional,High School,Public,University High,Fresno Unified,Fresno,2611 East Matoian M/S UH134,Fresno,CA,No,1,9-12,9-12,12.285012957019026
39686760115303,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Valentine Peyton Elementary,Stockton Unified,San Joaquin,2525 Gold Brook Drive,Stockton,CA,No,1,K-8,K-8,7.555734133397905
10767780108993,Active,No,Community Day School,High School,Public,Easton Community Day,Washington Unified,Fresno,5865 South Clara Avenue,Fresno,CA,Yes,3,9-12,9-11,5.275498683838795
10767780122473,Active,No,Alternative School of Choice,High School,Public,Elm High,Washington Unified,Fresno,5865 South Clara Avenue,Fresno,CA,Yes,3,9-12,9-12,5.275498683838795
10767781038298,Active,No,Continuation School,High School,Public,Easton Continuation High,Washington Unified,Fresno,5865 South Clara Avenue,Fresno,CA,Yes,3,9-12,11-12,5.275498683838795
15635291530252,Active,No,Traditional,High School,Public,Arvin High,Kern High,Kern,900 Varsity Road,Arvin,CA,No,1,9-12,9-12,5.120037828037229
10622811033950,Active,No,Traditional,High School,Public,Laton High,Laton Joint Unified,Fresno,6449 DeWoody,Laton,CA,No,1,9-12,9-12,4.649088049407157
39685020126011,Active,Yes,Traditional,Elementary - High Combination,Public,Escalon Charter Academy,Escalon Unified,San Joaquin,1520 Yosemite Avenue,Escalon,CA,Yes,3,K-12,K-12,4.1229054782923455
39685023930054,Active,No,Continuation School,High School,Public,Vista High (Continuation),Escalon Unified,San Joaquin,1520 Yosemite Avenue,Escalon,CA,Yes,3,9-12,11-12,4.1229054782923455
39685023932308,Active,No,Traditional,High School,Public,Escalon High,Escalon Unified,San Joaquin,1528 East Yosemite Avenue,Escalon,CA,Yes,3,9-12,9-12,4.1229054782923455
42692296045587,Active,No,Traditional,Elementary,Public,Clarence Ruth Elementary,Lompoc Unified,Santa Barbara,501 North W Street,Lompoc,CA,No,1,K-6,K-6,4.101548396629284
54767945436282,Active,No,Traditional,High School,Public,Woodlake High,Woodlake Unified,Tulare,400 West Whitney Avenue,Woodlake,CA,Yes,2,9-12,9-12,2.457704739783405
54767946054761,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Woodlake Valley Middle,Woodlake Unified,Tulare,497 North Palm Street,Woodlake,CA,Yes,2,6-8,6-8,2.457704739783405
54753250106021,Active,No,Traditional,Elementary,Public,Freedom Elementary,Farmersville Unified,Tulare,575 East Citrus,Farmersville,CA,No,1,4-6,4-6,2.4071499505681193
27659956026082,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Chualar Elementary,Chualar Union,Monterey,24285 Lincoln Street,Chualar,CA,No,1,K-8,K-8,1.4568218498246794
40687596043079,Active,No,Traditional,Elementary,Public,Fairgrove Elementary,Lucia Mar Unified,San Luis Obispo,2101 The Pike,Grover Beach,CA,No,1,K-6,K-6,1.2502418204045878
54718606112684,Active,No,Traditional,Elementary,Public,Golden Valley Elementary,Cutler-Orosi Joint Unified,Tulare,41465 Road 127,Orosi,CA,No,1,K-5,K-5,0.876576949582434
54719020101303,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Earlimart Community Day,Earlimart Elementary,Tulare,599 East Sutter Avenue,Earlimart,CA,Yes,2,4-8,6-8,0.8159824822778184
54719026054035,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Earlimart Middle,Earlimart Elementary,Tulare,599 South Sutter Street,Earlimart,CA,Yes,2,6-8,6-8,0.8159824822778184
42691200139824,Active,No,Traditional,Elementary,Public,Bill Libbon Elementary,Santa Maria-Bonita,Santa Barbara,750 Meehan Street,Santa Maria,CA,No,1,K-6,No Data,0.7381244510996557
54755310102707,Active,No,Traditional,Elementary,Public,John F. Kennedy Elementary,Dinuba Unified,Tulare,999 North Crawford,Dinuba,CA,Yes,2,K-6,K-6,0.7011855311652087
54755316053995,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Washington Intermediate,Dinuba Unified,Tulare,1150 North Hayes Avenue,Dinuba,CA,Yes,2,7-8,7-8,0.7011855311652087
54722566054704,Active,No,Traditional,Elementary,Public,Annie R. Mitchell,Visalia Unified,Tulare,2121 East Laura Avenue,Visalia,CA,No,1,P-6,K-6,0.6774781353012702
50755490101030,Active,No,Traditional,Elementary,Public,Fox Road Elementary,Hughson Unified,Stanislaus,7600 Fox Road,Hughson,CA,Yes,2,4-5,4-5,0.5354759411933082
50755496052567,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Emilie J. Ross Middle,Hughson Unified,Stanislaus,7448 Fox Road,Hughson,CA,Yes,2,6-8,6-8,0.5354759411933082
52714726066328,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Berrendos Middle,Antelope Elementary,Tehama,401 Chestnut Avenue,Red Bluff,CA,No,1,6-8,6-8,0.37527740751421435
56726526097034,Active,No,Traditional,Elementary,Public,Portola Elementary,Ventura Unified,Ventura,6700 Eagle Street,Ventura,CA,No,1,K-5,K-5,0.1697500086831704
